epoch,train_loss,validation_loss,improved
0,21.435531953897815,20.481258066689097,True
1,19.54547143360925,18.272087860107423,True
2,16.895417175013502,15.004518788035323,True
3,13.109587943015372,10.709474572902772,True
4,9.113634498419197,7.451925696396247,True
5,6.262975376604241,4.835320161028606,True
6,4.1018701877640575,3.3089781028468432,True
7,2.8561450410384106,2.229585399860289,True
8,1.9645663335355357,1.5134532823795226,True
9,1.26815086101001,0.861414351405167,True
10,0.6811745441149152,0.3276164876251686,True
11,0.19473946245525928,-0.10240144725979829,True
12,-0.18822509759948367,-0.40456154259239757,True
13,-0.5201487595781739,-0.7423650014691237,True
14,-0.8527385879203367,-1.0806972881642785,True
15,-1.2391486891314514,-1.491151731770213,True
16,-1.6564010812540486,-1.9033530985436788,True
17,-2.041040529989352,-2.221257465641673,True
18,-2.334394103878147,-2.4997619012506997,True
19,-2.5580542867728058,-2.6933431485804116,True
20,-2.774600263334747,-2.862783165675838,True
21,-2.9791149056729234,-3.0626089828770335,True
22,-3.158305517483107,-3.247930776782152,True
23,-3.339868320504679,-3.426894336793481,True
24,-3.518896619624416,-3.6228938602819674,True
25,-3.689376408072764,-3.7715563832259758,True
26,-3.842448139947558,-3.90210734460412,True
27,-3.979386345953004,-4.05233424349529,True
28,-4.1251844509762865,-4.168654844237537,True
29,-4.231715601733607,-4.313266088904404,True
30,-4.362443469237349,-4.434759177231207,True
31,-4.470897974403204,-4.529545544414986,True
32,-4.5331668917803825,-4.570997205594691,True
33,-4.658974291786315,-4.705545490544017,True
34,-4.6628897198827275,-4.802279660759902,True
35,-4.6611648164826,-4.726850523599764,False
36,-4.877598675761613,-4.883304954156643,True
37,-4.9386878654051465,-4.965135497581668,True
38,-5.0488662451905935,-4.997768802177616,True
39,-5.100396085862566,-4.969790849453066,False
40,-5.012594175862742,-4.977241827801961,False
41,-5.171243097610381,-5.201559420329769,True
42,-5.257830011975634,-5.2003561508364795,False
43,-5.338720410734743,-5.285426844620123,True
44,-5.390234941964621,-5.414613979618724,True
45,-5.4311566603198305,-5.2010408075844365,False
46,-5.37963788762634,-5.0943114001576495,False
47,-5.541775774460864,-5.533141564159859,True
48,-5.515994940048609,-5.4695042354304615,False
49,-5.61114869682489,-5.504523495929997,False
50,-5.623096347874046,-5.304136885666265,False
51,-5.622998851850647,-5.656914710998535,True
52,-5.76572347589756,-5.647453836115395,False
53,-5.785942597558065,-5.631193498285805,False
54,-5.791212319454431,-5.316869510092387,False
55,-5.7169961917676915,-5.588953939298304,False
56,-5.767281818157005,-5.694725906558153,True
57,-5.927013196351328,-5.6271597536598765,False
58,-5.8537258147028925,-5.846649362982773,True
59,-5.974536466074514,-5.80011029824978,False
60,-5.987656352284191,-5.902807317128995,True
61,-5.99904176341745,-5.965312106434892,True
62,-6.03116545892606,-5.932201394802187,False
63,-6.078552874890002,-5.913441462633086,False
64,-6.1194673265729636,-5.927363500362489,False
65,-6.071372519482623,-6.024903581200577,True
66,-6.123058129870702,-6.0064847643782455,False
67,-6.176398077581683,-5.956477469932742,False
68,-6.257042809720441,-5.834860969171292,False
69,-6.191185013860719,-5.93330263509983,False
70,-6.264074429196461,-6.173688558252846,True
71,-6.342083260835454,-6.2000819020155,True
72,-6.38950244614784,-6.215591218994885,True
73,-6.3498406532483225,-6.176636537691442,False
74,-6.386258741874834,-6.236301243014452,True
75,-6.4782855327312765,-6.2367808248938585,True
