track,estimator,feature,posterior_scaled_abs_error,prior_scaled_abs_error,improvement_fraction,posterior_better
7d,member_3,r_exc_mean_hz,0.04803213051102868,0.4804497691422407,0.9000267382857075,True
7d,member_3,r_exc_std_hz,0.10117555661560676,0.5084701442481019,0.801019670947997,True
7d,member_3,r_exc_relative_so_power,0.4674771525195165,0.6531174875358698,0.28423727515971287,True
7d,member_3,r_exc_relative_sigma_power,0.5793694520010867,1.1902638376820653,0.5132428343539714,True
7d,member_3,r_exc_so_peak_frequency_hz,0.0,0.5,1.0,True
7d,member_3,r_exc_sigma_peak_frequency_hz,2.0,2.6666666666666665,0.25,True
7d,member_3,r_exc_spectral_entropy_0p5_20,0.15020330329597997,0.690941616065677,0.7826107158644464,True
7d,member_3,r_inh_mean_hz,0.061767229386882665,0.5166498679191349,0.8804466366445479,True
7d,member_3,r_inh_std_hz,0.07763220976452304,0.5333412823650847,0.8544417761545375,True
7d,member_3,r_inh_relative_so_power,0.5116185531523393,0.7485746533494781,0.3165430450214749,True
7d,member_3,r_inh_relative_sigma_power,0.46157646498847127,1.8409243828711035,0.7492691881952277,True
7d,member_3,r_inh_so_peak_frequency_hz,0.0,0.5,1.0,True
7d,member_3,r_inh_sigma_peak_frequency_hz,0.2857142857142857,0.5714285714285714,0.5,True
7d,member_3,r_inh_spectral_entropy_0p5_20,0.1542809295402709,0.8515489770434956,0.8188231872746522,True
