experiment_id,evidence_role,seed,duration_s,dT2,I_SO,dN_SO_MIN,I_SP,dN_SP_MIN,dP_SO,dT6,dP_C_GIVEN_SP,integrity_pass,trigger_count,duty_fraction
V1_S101003_220S_F01,PROSPECTIVE_V1_T2_INTERMEDIATE_CONFIRMATION,101003,220,0.0011127920005638177,0.0022728082304870065,1.463414634146341,-0.0015189695671589684,1.7560975609756095,0.04048780487804876,-0.000940714535504988,0.07542426147077302,True,80,0.03902439024390244
V1_S101019_220S_F01,PROSPECTIVE_V1_T2_INTERMEDIATE_CONFIRMATION,101019,220,0.009166626909481,0.012099545314504108,0.0,-0.003789831871263543,0.8780487804878057,0.002731707317073173,0.028110145487055916,0.0488372093023256,True,68,0.033170731707317075
V1_S101033_220S_F01,PROSPECTIVE_V1_T2_INTERMEDIATE_CONFIRMATION,101033,220,0.0019128643796670255,0.003756367400751715,0.29268292682926855,-0.002293931810782716,0.2926829268292668,0.008048780487804857,-0.022641271355634544,-0.041666666666666685,True,42,0.02048780487804878
V1_S101003_910S_F01,PROSPECTIVE_V1_T2_LONG_DURATION_CONFIRMATION,101003,910,0.0005714551439271685,0.0018236864807705912,0.7374301675977657,-0.0015473981625470337,0.6033519553072626,0.019832402234636864,-0.0013975114210497326,0.013259668508287303,True,344,0.03843575418994413
V1_S101019_910S_F01,PROSPECTIVE_V1_T2_LONG_DURATION_CONFIRMATION,101019,910,0.0067948948987909125,0.009018337137511783,0.2011173184357542,-0.002889016874756441,0.2011173184357542,0.007452513966480445,0.027090155634489525,0.028939962476547842,True,301,0.03363128491620112
V1_S101033_910S_F01,PROSPECTIVE_V1_T2_LONG_DURATION_CONFIRMATION,101033,910,0.0017843992488324465,0.003046250008358169,0.7374301675977657,-0.0008280557197382985,0.1340782122905031,0.019117318435754205,-0.00938529971260909,-0.05841694537346709,True,172,0.019217877094972066
