sample_id_a,sample_id_b,theta_rms_distance,x_distance,x_to_noise_ratio,delta_mue_prior_width,delta_mui_prior_width,delta_b_prior_width,delta_tauA_prior_width,delta_g_LK_prior_width,delta_g_h_prior_width,delta_c_th2ctx_prior_width,delta_c_ctx2th_prior_width
521,1603,0.3953360174290114,0.4037430392946059,0.17517308515917437,0.3364536128938195,-0.014982153661549202,-0.07909537293016912,0.5618906933814285,0.329391502775252,-0.09491925034672022,0.6671386687085034,-0.5023339288309215
289,1964,0.44621152950815185,0.40386189376889275,0.175224652871604,0.5017000371590259,-0.09527432732284025,0.10156153794378048,0.4289178680628539,0.43707730527967215,-0.08105515036731947,0.3165016742423177,0.9165111053735019
749,1941,0.3329066700973646,0.40478151076225743,0.17562364958538992,-0.13231096509844087,0.021793696098029558,0.12391750980168514,-0.29543021786957996,0.030387401580810547,0.3561236644163727,-0.7441506497561932,0.2906741136685014
414,916,0.518713881304884,0.40517784759872283,0.17579560932128324,0.6170297926291827,0.1595961153507236,-0.20860600285232095,0.9100903086364269,-0.01931358315050591,0.0017179893329739154,0.3583950502797961,0.8635463090613487
1767,2045,0.5347167022766264,0.4054800517861976,0.17592672746999602,-0.44712034054100513,0.04483576305210579,0.03849501255899665,-0.8237646659836173,-0.6819377560168505,-0.20637668948620547,-0.7176319658756256,0.6186700239777565
1379,1501,0.2527971219689605,0.4067974812567259,0.17649832415989875,-0.17237883154302824,0.06396622955799128,0.053724646568298284,-0.36758950818330044,-0.2262975750491022,0.009282020851969719,-0.27613828144967556,0.46031234599649906
328,400,0.4124868251226357,0.4088332054648811,0.17738156933162677,0.0989310946315528,0.07341852039098729,-0.044003210030496225,0.22112030908465388,-0.9950359798967837,-0.26119772903621197,-0.4702233858406544,0.1253955559805035
1948,1986,0.35317884374016656,0.40891207917217187,0.17741579048047484,-0.21923503652214987,-0.0644454723224046,0.22316550184041306,-0.6356423255056143,0.6594007536768912,0.030067619867622963,-0.234877017326653,-0.030667719431221485
722,982,0.2582202066688976,0.4105578215708245,0.1781298331890573,-0.3053431045264007,0.047585719265043847,0.02285556122660648,-0.37018636148422945,-0.30408795550465595,0.0364383878186344,-0.19245547614991665,-0.41173525340855116
1520,1954,0.5125891482448722,0.4114804971908153,0.17853015695745547,-0.4762046039104461,-0.08185456879436936,-0.046343514695763595,-0.6213086098432541,0.30226152762770664,0.3874537879601122,0.7001310493797064,-0.8652583537623288
241,1629,0.3742873925733703,0.41333555479735723,0.17933501582178088,0.34129439201205947,-0.006354468874633423,-0.03605606220662605,0.3614633642137053,-0.6245478820055723,0.2564071463420987,-0.5963524580001831,-0.24659569654613744
512,740,0.33063709129952895,0.41358432943540324,0.1794429523472799,-0.250437834300101,0.08001438248902526,-0.08771694451570516,-0.5463292943313719,-0.008690179325640202,-0.11048317886888981,-0.6078703347593546,0.342764237895608
132,562,0.3061918882862879,0.4143814915419434,0.17978881922790427,-0.2811697917059066,0.03345400374382779,-0.06973973475396633,-0.40053848456591357,0.1730283526703716,-0.49861550610512495,-0.15285244956612587,-0.4501525787636638
294,1046,0.2976678403193027,0.4151344905973256,0.18011552496599872,0.08674842491745949,0.07080553472042084,-0.03794767614453992,0.017803167924285046,-0.13405383005738258,0.5666098026558757,-0.08180622104555368,-0.5906302547082305
604,1887,0.506200145602544,0.4152368977050079,0.18015995661496603,0.38181395176798116,0.09075947944074897,-0.051171580329537725,0.6972067141905428,0.025155705399811046,0.942414884455502,-0.5961722014471889,0.4037002250552176
1795,2011,0.3487032672067546,0.4153002247256358,0.18018743248079575,0.11975742690265162,-0.0592733100056646,0.04205008503049612,0.157664943486452,0.7743132449686527,-0.30911035649478447,0.4663166217505932,0.12533448170870543
602,1090,0.29271172898633196,0.41579001655062897,0.18039993978549054,0.11814158782362982,-0.036580397747456694,-0.029734913259744644,0.04971312172710898,0.09805310610681765,-0.6390917077660562,-0.12033558916300535,-0.4840008821338415
538,1094,0.42392852298887146,0.4159873984616707,0.18048557840943366,-0.08568841591477383,0.05193085875362169,0.10789637174457323,-0.273945890367031,0.5442316876724363,-0.7687726952135564,0.40865663904696703,0.5355333872139454
118,1557,0.2889261608503993,0.4160759197332124,0.18052398537309366,0.11494466662406988,0.10194526892155431,0.05228707473725097,-0.0719053391367197,0.1603829488158226,-0.35390028730034834,0.027037348598241806,0.696145142428577
1237,1713,0.44345842904985305,0.4161868657888839,0.1805721218385351,-0.25310570653527964,-0.009178250096737894,0.11628196109086276,-0.3666803799569607,0.9464996559545397,-0.11690347269177426,0.440675406716764,0.5073435297235845
51,1739,0.3597284696056597,0.41728349008210364,0.1810479171885662,0.17558476608246565,-0.08982397057116048,0.04389904532581601,0.19601519126445058,-0.24976954981684707,0.445536413230002,-0.806070849299431,0.21295868139714008
339,1557,0.2614855011255501,0.41840769658933763,0.18153567970844087,-0.2193354014307256,-0.0626529147848488,-0.021486081182956418,-0.4092396879568695,0.16890700813382864,-0.45875789131969225,-0.2438357314094901,0.16905890777707105
400,1592,0.26391753451119465,0.41850104325571724,0.1815761802792188,-0.042902293615043344,-0.08371172100305546,-0.06687187962234015,0.014952392317354705,0.447904234752059,0.19494608789682388,0.4270124975591898,-0.3503058450296521
