created_utc,track,estimator,calibration_cases,local_posterior_samples,score_observed,null_q95,p_value,reject_alpha_0p05,classifier_seed,runtime_s,classifier_sha256,preregistration_hash
2026-07-31T07:30:15.286409+00:00,7d,ensemble,20000,10000,0.15947351540148544,0.021743756038921418,0.0,True,9595001,2632.0309222999495,20487bdda5b7d0b1d92e9cde33a8e642be0ab9de02262db43d36cd3c0c9ff7e0,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-31T08:16:36.416213+00:00,7d,member_1,20000,10000,0.17461499837465758,0.03017372769242084,0.0,True,9596010,2780.8016228000633,8f96957af8a7406e451b4d1623921a4b16656fe525dc2ac3ac8b129b5ae35c7e,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-31T09:02:55.167383+00:00,7d,member_2,20000,10000,0.104563352940213,0.025415830431639662,0.0,True,9597019,2778.4048348998185,736c0991a2a93af22a2b76616e9eb4917e4a7787fa8939f2d5e467d20491bd03,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-31T09:50:32.049562+00:00,7d,member_3,20000,10000,0.1542094981989925,0.031212654506375746,0.0,True,9598028,2856.5437586999033,62205e5b2fd020018b8f10f8f4f8b373684944f552d1380598e282d93a26bce9,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-31T10:38:57.696112+00:00,7d,member_4,20000,10000,0.15263628031608437,0.02684148309063492,0.0,True,9599037,2905.3093031998724,ec069b1b82714c86b6e626737fdd87809dc011641de8ae2bd332e01dc91edbf9,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-31T11:22:17.029269+00:00,7d,member_5,20000,10000,0.13662149908753352,0.020809077642335982,0.0,True,9600046,2598.9936623999383,d34868f033b4666ef5b7fa4a84ffa81a481f5d896e219f6203d87e3fc7bdd086,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
