track,member_key,parameter,strategy,metric,delta_vs_clipped,tolerance,exceeds_tolerance
7d,member_4,mui,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_4,mui,raw_preclip,rank_mean,0.0,0.03,False
7d,member_4,mui,raw_preclip,bias_unit,0.0,0.02,False
7d,member_4,mui,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_4,mui,rejection_in_support,pit_ecdf_ks,0.005116959064327409,0.05,False
7d,member_4,mui,rejection_in_support,central_cov_90,-0.04166666666666663,0.03,True
7d,member_4,mui,rejection_in_support,rank_mean,-0.0021117608836906943,0.03,False
7d,member_4,mui,rejection_in_support,bias_unit,2.7030124329030514e-05,0.02,False
7d,member_4,mui,rejection_in_support,boundary_point_mass,-0.004353841145833333,0.02,False
7d,member_4,b,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_4,b,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_4,b,raw_preclip,rank_mean,0.0,0.03,False
7d,member_4,b,raw_preclip,bias_unit,0.0,0.02,False
7d,member_4,b,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_4,b,rejection_in_support,pit_ecdf_ks,0.005847953216374269,0.05,False
7d,member_4,b,rejection_in_support,central_cov_90,-0.02083333333333326,0.03,False
7d,member_4,b,rejection_in_support,rank_mean,-0.0006497725795970855,0.03,False
7d,member_4,b,rejection_in_support,bias_unit,-0.0028015924617648125,0.02,False
7d,member_4,b,rejection_in_support,boundary_point_mass,-0.048624674479166664,0.02,True
7d,member_4,tauA,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_4,tauA,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_4,tauA,raw_preclip,rank_mean,0.0,0.03,False
7d,member_4,tauA,raw_preclip,bias_unit,0.0,0.02,False
7d,member_4,tauA,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_4,tauA,rejection_in_support,pit_ecdf_ks,-0.001340155945419086,0.05,False
7d,member_4,tauA,rejection_in_support,central_cov_90,-0.0625,0.03,True
7d,member_4,tauA,rejection_in_support,rank_mean,0.01299545159194282,0.03,False
7d,member_4,tauA,rejection_in_support,bias_unit,-0.0015454646199941635,0.02,False
7d,member_4,tauA,rejection_in_support,boundary_point_mass,-0.06538899739583334,0.02,True
7d,member_4,g_LK,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_4,g_LK,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_4,g_LK,raw_preclip,rank_mean,0.0,0.03,False
7d,member_4,g_LK,raw_preclip,bias_unit,0.0,0.02,False
7d,member_4,g_LK,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_4,g_LK,rejection_in_support,pit_ecdf_ks,0.01693469785575047,0.05,False
7d,member_4,g_LK,rejection_in_support,central_cov_90,-0.08333333333333337,0.03,True
7d,member_4,g_LK,rejection_in_support,rank_mean,0.012142625081221547,0.03,False
7d,member_4,g_LK,rejection_in_support,bias_unit,-0.007390921896634001,0.02,False
7d,member_4,g_LK,rejection_in_support,boundary_point_mass,-0.053995768229166664,0.02,True
7d,member_4,g_h,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_4,g_h,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_4,g_h,raw_preclip,rank_mean,0.0,0.03,False
7d,member_4,g_h,raw_preclip,bias_unit,0.0,0.02,False
7d,member_4,g_h,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_4,g_h,rejection_in_support,pit_ecdf_ks,0.020346003898635445,0.05,False
7d,member_4,g_h,rejection_in_support,central_cov_90,-0.0625,0.03,True
7d,member_4,g_h,rejection_in_support,rank_mean,0.007147498375568495,0.03,False
7d,member_4,g_h,rejection_in_support,bias_unit,-0.0032081380486488342,0.02,False
7d,member_4,g_h,rejection_in_support,boundary_point_mass,-0.029256184895833332,0.02,True
7d,member_4,c_th2ctx,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_4,c_th2ctx,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_4,c_th2ctx,raw_preclip,rank_mean,0.0,0.03,False
7d,member_4,c_th2ctx,raw_preclip,bias_unit,0.0,0.02,False
7d,member_4,c_th2ctx,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_4,c_th2ctx,rejection_in_support,pit_ecdf_ks,0.007188109161793466,0.05,False
7d,member_4,c_th2ctx,rejection_in_support,central_cov_90,-0.10416666666666663,0.03,True
7d,member_4,c_th2ctx,rejection_in_support,rank_mean,0.005929174788823932,0.03,False
7d,member_4,c_th2ctx,rejection_in_support,bias_unit,-0.0011289462757607394,0.02,False
7d,member_4,c_th2ctx,rejection_in_support,boundary_point_mass,-0.036661783854166664,0.02,True
7d,member_5,mue,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_5,mue,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_5,mue,raw_preclip,rank_mean,0.0,0.03,False
7d,member_5,mue,raw_preclip,bias_unit,0.0,0.02,False
7d,member_5,mue,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_5,mue,rejection_in_support,pit_ecdf_ks,0.06176900584795314,0.05,True
7d,member_5,mue,rejection_in_support,central_cov_90,-0.0625,0.03,True
7d,member_5,mue,rejection_in_support,rank_mean,0.01616309291747886,0.03,False
7d,member_5,mue,rejection_in_support,bias_unit,-0.010305773156384628,0.02,False
7d,member_5,mue,rejection_in_support,boundary_point_mass,-0.0816650390625,0.02,True
7d,member_5,mui,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_5,mui,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_5,mui,raw_preclip,rank_mean,0.0,0.03,False
7d,member_5,mui,raw_preclip,bias_unit,0.0,0.02,False
7d,member_5,mui,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_5,mui,rejection_in_support,pit_ecdf_ks,-0.00999025341130605,0.05,False
7d,member_5,mui,rejection_in_support,central_cov_90,0.0,0.03,False
7d,member_5,mui,rejection_in_support,rank_mean,0.0003654970760234022,0.03,False
7d,member_5,mui,rejection_in_support,bias_unit,0.000250738812610507,0.02,False
7d,member_5,mui,rejection_in_support,boundary_point_mass,-0.004313151041666667,0.02,False
7d,member_5,b,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_5,b,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_5,b,raw_preclip,rank_mean,0.0,0.03,False
7d,member_5,b,raw_preclip,bias_unit,0.0,0.02,False
7d,member_5,b,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_5,b,rejection_in_support,pit_ecdf_ks,-0.016203703703703665,0.05,False
7d,member_5,b,rejection_in_support,central_cov_90,-0.02083333333333337,0.03,False
7d,member_5,b,rejection_in_support,rank_mean,0.006822612085770008,0.03,False
7d,member_5,b,rejection_in_support,bias_unit,-0.004049438750371338,0.02,False
7d,member_5,b,rejection_in_support,boundary_point_mass,-0.0584716796875,0.02,True
7d,member_5,tauA,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_5,tauA,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_5,tauA,raw_preclip,rank_mean,0.0,0.03,False
7d,member_5,tauA,raw_preclip,bias_unit,0.0,0.02,False
7d,member_5,tauA,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_5,tauA,rejection_in_support,pit_ecdf_ks,0.03057992202729043,0.05,False
7d,member_5,tauA,rejection_in_support,central_cov_90,-0.08333333333333326,0.03,True
7d,member_5,tauA,rejection_in_support,rank_mean,0.014457439896036317,0.03,False
7d,member_5,tauA,rejection_in_support,bias_unit,-0.005715994630008936,0.02,False
7d,member_5,tauA,rejection_in_support,boundary_point_mass,-0.08052571614583333,0.02,True
7d,member_5,g_LK,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_5,g_LK,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_5,g_LK,raw_preclip,rank_mean,0.0,0.03,False
7d,member_5,g_LK,raw_preclip,bias_unit,0.0,0.02,False
7d,member_5,g_LK,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_5,g_LK,rejection_in_support,pit_ecdf_ks,0.007797270955165692,0.05,False
7d,member_5,g_LK,rejection_in_support,central_cov_90,0.0,0.03,False
7d,member_5,g_LK,rejection_in_support,rank_mean,0.007756660168940832,0.03,False
7d,member_5,g_LK,rejection_in_support,bias_unit,-0.0018392319519383211,0.02,False
7d,member_5,g_LK,rejection_in_support,boundary_point_mass,-0.052490234375,0.02,True
7d,member_5,g_h,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_5,g_h,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_5,g_h,raw_preclip,rank_mean,0.0,0.03,False
7d,member_5,g_h,raw_preclip,bias_unit,0.0,0.02,False
7d,member_5,g_h,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_5,g_h,rejection_in_support,pit_ecdf_ks,0.015229044834307981,0.05,False
7d,member_5,g_h,rejection_in_support,central_cov_90,-0.10416666666666663,0.03,True
7d,member_5,g_h,rejection_in_support,rank_mean,0.004507797270955072,0.03,False
7d,member_5,g_h,rejection_in_support,bias_unit,0.002056464397658905,0.02,False
7d,member_5,g_h,rejection_in_support,boundary_point_mass,-0.0302734375,0.02,True
7d,member_5,c_th2ctx,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_5,c_th2ctx,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_5,c_th2ctx,raw_preclip,rank_mean,0.0,0.03,False
7d,member_5,c_th2ctx,raw_preclip,bias_unit,0.0,0.02,False
7d,member_5,c_th2ctx,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_5,c_th2ctx,rejection_in_support,pit_ecdf_ks,0.0,0.05,False
7d,member_5,c_th2ctx,rejection_in_support,central_cov_90,-0.0625,0.03,True
7d,member_5,c_th2ctx,rejection_in_support,rank_mean,0.0004467186484728991,0.03,False
7d,member_5,c_th2ctx,rejection_in_support,bias_unit,0.0002000670259197576,0.02,False
7d,member_5,c_th2ctx,rejection_in_support,boundary_point_mass,-0.031005859375,0.02,True
7d,ensemble,mue,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,ensemble,mue,raw_preclip,central_cov_90,0.0,0.03,False
7d,ensemble,mue,raw_preclip,rank_mean,0.0,0.03,False
7d,ensemble,mue,raw_preclip,bias_unit,0.0,0.02,False
7d,ensemble,mue,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,ensemble,mue,rejection_in_support,pit_ecdf_ks,0.056530214424951264,0.05,True
7d,ensemble,mue,rejection_in_support,central_cov_90,-0.08333333333333337,0.03,True
7d,ensemble,mue,rejection_in_support,rank_mean,0.016487979207277514,0.03,False
7d,ensemble,mue,rejection_in_support,bias_unit,-0.00679549287694196,0.02,False
7d,ensemble,mue,rejection_in_support,boundary_point_mass,-0.0721435546875,0.02,True
7d,ensemble,mui,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,ensemble,mui,raw_preclip,central_cov_90,0.0,0.03,False
7d,ensemble,mui,raw_preclip,rank_mean,0.0,0.03,False
7d,ensemble,mui,raw_preclip,bias_unit,0.0,0.02,False
7d,ensemble,mui,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,ensemble,mui,rejection_in_support,pit_ecdf_ks,0.016081871345029253,0.05,False
7d,ensemble,mui,rejection_in_support,central_cov_90,0.0,0.03,False
7d,ensemble,mui,rejection_in_support,rank_mean,-0.009381091617933768,0.03,False
7d,ensemble,mui,rejection_in_support,bias_unit,0.00014927455534537648,0.02,False
7d,ensemble,mui,rejection_in_support,boundary_point_mass,-0.004150390625,0.02,False
7d,ensemble,b,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,ensemble,b,raw_preclip,central_cov_90,0.0,0.03,False
7d,ensemble,b,raw_preclip,rank_mean,0.0,0.03,False
7d,ensemble,b,raw_preclip,bias_unit,0.0,0.02,False
7d,ensemble,b,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,ensemble,b,rejection_in_support,pit_ecdf_ks,0.025462962962962965,0.05,False
7d,ensemble,b,rejection_in_support,central_cov_90,-0.0625,0.03,True
7d,ensemble,b,rejection_in_support,rank_mean,0.002923976608187051,0.03,False
7d,ensemble,b,rejection_in_support,bias_unit,-0.0016207927837967873,0.02,False
7d,ensemble,b,rejection_in_support,boundary_point_mass,-0.0433349609375,0.02,True
7d,ensemble,tauA,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,ensemble,tauA,raw_preclip,central_cov_90,0.0,0.03,False
7d,ensemble,tauA,raw_preclip,rank_mean,0.0,0.03,False
7d,ensemble,tauA,raw_preclip,bias_unit,0.0,0.02,False
7d,ensemble,tauA,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,ensemble,tauA,rejection_in_support,pit_ecdf_ks,0.018153021442495143,0.05,False
7d,ensemble,tauA,rejection_in_support,central_cov_90,-0.02083333333333337,0.03,False
7d,ensemble,tauA,rejection_in_support,rank_mean,0.017868745938921404,0.03,False
7d,ensemble,tauA,rejection_in_support,bias_unit,-0.0028340943778554645,0.02,False
7d,ensemble,tauA,rejection_in_support,boundary_point_mass,-0.0689697265625,0.02,True
7d,ensemble,g_LK,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,ensemble,g_LK,raw_preclip,central_cov_90,0.0,0.03,False
7d,ensemble,g_LK,raw_preclip,rank_mean,0.0,0.03,False
7d,ensemble,g_LK,raw_preclip,bias_unit,0.0,0.02,False
7d,ensemble,g_LK,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,ensemble,g_LK,rejection_in_support,pit_ecdf_ks,0.015107212475633514,0.05,False
7d,ensemble,g_LK,rejection_in_support,central_cov_90,-0.04166666666666674,0.03,True
7d,ensemble,g_LK,rejection_in_support,rank_mean,0.0221734892787524,0.03,False
7d,ensemble,g_LK,rejection_in_support,bias_unit,-0.01094825977149109,0.02,False
7d,ensemble,g_LK,rejection_in_support,boundary_point_mass,-0.0504150390625,0.02,True
7d,ensemble,g_h,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,ensemble,g_h,raw_preclip,central_cov_90,0.0,0.03,False
7d,ensemble,g_h,raw_preclip,rank_mean,0.0,0.03,False
7d,ensemble,g_h,raw_preclip,bias_unit,0.0,0.02,False
7d,ensemble,g_h,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,ensemble,g_h,rejection_in_support,pit_ecdf_ks,0.05640838206627685,0.05,True
7d,ensemble,g_h,rejection_in_support,central_cov_90,-0.10416666666666663,0.03,True
7d,ensemble,g_h,rejection_in_support,rank_mean,0.008243989603638813,0.03,False
7d,ensemble,g_h,rejection_in_support,bias_unit,-0.0024052468749384097,0.02,False
7d,ensemble,g_h,rejection_in_support,boundary_point_mass,-0.0294189453125,0.02,True
7d,ensemble,c_th2ctx,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,ensemble,c_th2ctx,raw_preclip,central_cov_90,0.0,0.03,False
7d,ensemble,c_th2ctx,raw_preclip,rank_mean,0.0,0.03,False
7d,ensemble,c_th2ctx,raw_preclip,bias_unit,0.0,0.02,False
7d,ensemble,c_th2ctx,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,ensemble,c_th2ctx,rejection_in_support,pit_ecdf_ks,0.03252923976608185,0.05,False
7d,ensemble,c_th2ctx,rejection_in_support,central_cov_90,-0.04166666666666663,0.03,True
7d,ensemble,c_th2ctx,rejection_in_support,rank_mean,0.01665042235217684,0.03,False
7d,ensemble,c_th2ctx,rejection_in_support,bias_unit,-0.008079401295011245,0.02,False
7d,ensemble,c_th2ctx,rejection_in_support,boundary_point_mass,-0.037272135416666664,0.02,True
