track,member_key,parameter,strategy,metric,delta_vs_clipped,tolerance,exceeds_tolerance
8d,member_5,tauA,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,member_5,tauA,raw_preclip,central_cov_90,0.0,0.03,False
8d,member_5,tauA,raw_preclip,rank_mean,0.0,0.03,False
8d,member_5,tauA,raw_preclip,bias_unit,0.0,0.02,False
8d,member_5,tauA,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,member_5,tauA,rejection_in_support,pit_ecdf_ks,0.02960526315789469,0.05,False
8d,member_5,tauA,rejection_in_support,central_cov_90,-0.04166666666666663,0.03,True
8d,member_5,tauA,rejection_in_support,rank_mean,0.018802794022092173,0.03,False
8d,member_5,tauA,rejection_in_support,bias_unit,-0.012057606518889465,0.02,False
8d,member_5,tauA,rejection_in_support,boundary_point_mass,-0.06770833333333333,0.02,True
8d,member_5,g_LK,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,member_5,g_LK,raw_preclip,central_cov_90,0.0,0.03,False
8d,member_5,g_LK,raw_preclip,rank_mean,0.0,0.03,False
8d,member_5,g_LK,raw_preclip,bias_unit,0.0,0.02,False
8d,member_5,g_LK,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,member_5,g_LK,rejection_in_support,pit_ecdf_ks,0.009746588693957114,0.05,False
8d,member_5,g_LK,rejection_in_support,central_cov_90,-0.02083333333333326,0.03,False
8d,member_5,g_LK,rejection_in_support,rank_mean,0.008893762183235898,0.03,False
8d,member_5,g_LK,rejection_in_support,bias_unit,-0.006095831282436849,0.02,False
8d,member_5,g_LK,rejection_in_support,boundary_point_mass,-0.062093098958333336,0.02,True
8d,member_5,g_h,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,member_5,g_h,raw_preclip,central_cov_90,0.0,0.03,False
8d,member_5,g_h,raw_preclip,rank_mean,0.0,0.03,False
8d,member_5,g_h,raw_preclip,bias_unit,0.0,0.02,False
8d,member_5,g_h,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,member_5,g_h,rejection_in_support,pit_ecdf_ks,0.020833333333333315,0.05,False
8d,member_5,g_h,rejection_in_support,central_cov_90,-0.0625,0.03,True
8d,member_5,g_h,rejection_in_support,rank_mean,0.008162768031188983,0.03,False
8d,member_5,g_h,rejection_in_support,bias_unit,-0.004415870954593022,0.02,False
8d,member_5,g_h,rejection_in_support,boundary_point_mass,-0.0289306640625,0.02,True
8d,member_5,c_th2ctx,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,member_5,c_th2ctx,raw_preclip,central_cov_90,0.0,0.03,False
8d,member_5,c_th2ctx,raw_preclip,rank_mean,0.0,0.03,False
8d,member_5,c_th2ctx,raw_preclip,bias_unit,0.0,0.02,False
8d,member_5,c_th2ctx,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,member_5,c_th2ctx,rejection_in_support,pit_ecdf_ks,0.001218323586744674,0.05,False
8d,member_5,c_th2ctx,rejection_in_support,central_cov_90,-0.04166666666666674,0.03,True
8d,member_5,c_th2ctx,rejection_in_support,rank_mean,0.005888564002599184,0.03,False
8d,member_5,c_th2ctx,rejection_in_support,bias_unit,-0.0013217492960393429,0.02,False
8d,member_5,c_th2ctx,rejection_in_support,boundary_point_mass,-0.032552083333333336,0.02,True
8d,member_5,c_ctx2th,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,member_5,c_ctx2th,raw_preclip,central_cov_90,0.0,0.03,False
8d,member_5,c_ctx2th,raw_preclip,rank_mean,0.0,0.03,False
8d,member_5,c_ctx2th,raw_preclip,bias_unit,0.0,0.02,False
8d,member_5,c_ctx2th,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,member_5,c_ctx2th,rejection_in_support,pit_ecdf_ks,-0.009137426900584819,0.05,False
8d,member_5,c_ctx2th,rejection_in_support,central_cov_90,-0.04166666666666663,0.03,True
8d,member_5,c_ctx2th,rejection_in_support,rank_mean,0.003573749187784303,0.03,False
8d,member_5,c_ctx2th,rejection_in_support,bias_unit,-0.004514746678372223,0.02,False
8d,member_5,c_ctx2th,rejection_in_support,boundary_point_mass,-0.023111979166666668,0.02,True
8d,ensemble,mue,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,ensemble,mue,raw_preclip,central_cov_90,0.0,0.03,False
8d,ensemble,mue,raw_preclip,rank_mean,0.0,0.03,False
8d,ensemble,mue,raw_preclip,bias_unit,0.0,0.02,False
8d,ensemble,mue,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,ensemble,mue,rejection_in_support,pit_ecdf_ks,0.03630604288499023,0.05,False
8d,ensemble,mue,rejection_in_support,central_cov_90,-0.08333333333333337,0.03,True
8d,ensemble,mue,rejection_in_support,rank_mean,0.022092267706302793,0.03,False
8d,ensemble,mue,rejection_in_support,bias_unit,-0.008551990923782189,0.02,False
8d,ensemble,mue,rejection_in_support,boundary_point_mass,-0.07722981770833333,0.02,True
8d,ensemble,mui,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,ensemble,mui,raw_preclip,central_cov_90,0.0,0.03,False
8d,ensemble,mui,raw_preclip,rank_mean,0.0,0.03,False
8d,ensemble,mui,raw_preclip,bias_unit,0.0,0.02,False
8d,ensemble,mui,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,ensemble,mui,rejection_in_support,pit_ecdf_ks,-0.0037768031189083506,0.05,False
8d,ensemble,mui,rejection_in_support,central_cov_90,-0.02083333333333326,0.03,False
8d,ensemble,mui,rejection_in_support,rank_mean,0.004995126705653052,0.03,False
8d,ensemble,mui,rejection_in_support,bias_unit,1.968497720857454e-05,0.02,False
8d,ensemble,mui,rejection_in_support,boundary_point_mass,-0.005289713541666667,0.02,False
8d,ensemble,b,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,ensemble,b,raw_preclip,central_cov_90,0.0,0.03,False
8d,ensemble,b,raw_preclip,rank_mean,0.0,0.03,False
8d,ensemble,b,raw_preclip,bias_unit,0.0,0.02,False
8d,ensemble,b,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,ensemble,b,rejection_in_support,pit_ecdf_ks,-0.021564327485380064,0.05,False
8d,ensemble,b,rejection_in_support,central_cov_90,-0.04166666666666663,0.03,True
8d,ensemble,b,rejection_in_support,rank_mean,0.003654970760233911,0.03,False
8d,ensemble,b,rejection_in_support,bias_unit,-0.0010647888605793306,0.02,False
8d,ensemble,b,rejection_in_support,boundary_point_mass,-0.052571614583333336,0.02,True
8d,ensemble,tauA,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,ensemble,tauA,raw_preclip,central_cov_90,0.0,0.03,False
8d,ensemble,tauA,raw_preclip,rank_mean,0.0,0.03,False
8d,ensemble,tauA,raw_preclip,bias_unit,0.0,0.02,False
8d,ensemble,tauA,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,ensemble,tauA,rejection_in_support,pit_ecdf_ks,0.050682261208576995,0.05,True
8d,ensemble,tauA,rejection_in_support,central_cov_90,-0.02083333333333337,0.03,False
8d,ensemble,tauA,rejection_in_support,rank_mean,0.025097465886939507,0.03,False
8d,ensemble,tauA,rejection_in_support,bias_unit,-0.008383195148780942,0.02,False
8d,ensemble,tauA,rejection_in_support,boundary_point_mass,-0.07763671875,0.02,True
8d,ensemble,g_LK,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,ensemble,g_LK,raw_preclip,central_cov_90,0.0,0.03,False
8d,ensemble,g_LK,raw_preclip,rank_mean,0.0,0.03,False
8d,ensemble,g_LK,raw_preclip,bias_unit,0.0,0.02,False
8d,ensemble,g_LK,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,ensemble,g_LK,rejection_in_support,pit_ecdf_ks,-0.009137426900584805,0.05,False
8d,ensemble,g_LK,rejection_in_support,central_cov_90,-0.02083333333333337,0.03,False
8d,ensemble,g_LK,rejection_in_support,rank_mean,0.012345679012345734,0.03,False
8d,ensemble,g_LK,rejection_in_support,bias_unit,-0.002037278221299251,0.02,False
8d,ensemble,g_LK,rejection_in_support,boundary_point_mass,-0.046834309895833336,0.02,True
8d,ensemble,g_h,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,ensemble,g_h,raw_preclip,central_cov_90,0.0,0.03,False
8d,ensemble,g_h,raw_preclip,rank_mean,0.0,0.03,False
8d,ensemble,g_h,raw_preclip,bias_unit,0.0,0.02,False
8d,ensemble,g_h,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,ensemble,g_h,rejection_in_support,pit_ecdf_ks,-0.011695906432748537,0.05,False
8d,ensemble,g_h,rejection_in_support,central_cov_90,-0.04166666666666674,0.03,True
8d,ensemble,g_h,rejection_in_support,rank_mean,0.0003248862897984317,0.03,False
8d,ensemble,g_h,rejection_in_support,bias_unit,-0.0010512525526185819,0.02,False
8d,ensemble,g_h,rejection_in_support,boundary_point_mass,-0.0294189453125,0.02,True
8d,ensemble,c_th2ctx,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,ensemble,c_th2ctx,raw_preclip,central_cov_90,0.0,0.03,False
8d,ensemble,c_th2ctx,raw_preclip,rank_mean,0.0,0.03,False
8d,ensemble,c_th2ctx,raw_preclip,bias_unit,0.0,0.02,False
8d,ensemble,c_th2ctx,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,ensemble,c_th2ctx,rejection_in_support,pit_ecdf_ks,0.000609161793372226,0.05,False
8d,ensemble,c_th2ctx,rejection_in_support,central_cov_90,-0.10416666666666674,0.03,True
8d,ensemble,c_th2ctx,rejection_in_support,rank_mean,0.00694444444444442,0.03,False
8d,ensemble,c_th2ctx,rejection_in_support,bias_unit,0.0006670891307294369,0.02,False
8d,ensemble,c_th2ctx,rejection_in_support,boundary_point_mass,-0.031290690104166664,0.02,True
8d,ensemble,c_ctx2th,raw_preclip,pit_ecdf_ks,0.0,0.05,False
8d,ensemble,c_ctx2th,raw_preclip,central_cov_90,0.0,0.03,False
8d,ensemble,c_ctx2th,raw_preclip,rank_mean,0.0,0.03,False
8d,ensemble,c_ctx2th,raw_preclip,bias_unit,0.0,0.02,False
8d,ensemble,c_ctx2th,raw_preclip,boundary_point_mass,0.0,0.02,False
8d,ensemble,c_ctx2th,rejection_in_support,pit_ecdf_ks,-0.009990253411306105,0.05,False
8d,ensemble,c_ctx2th,rejection_in_support,central_cov_90,-0.02083333333333337,0.03,False
8d,ensemble,c_ctx2th,rejection_in_support,rank_mean,0.0060916179337232035,0.03,False
8d,ensemble,c_ctx2th,rejection_in_support,bias_unit,-0.0015764553099870682,0.02,False
8d,ensemble,c_ctx2th,rejection_in_support,boundary_point_mass,-0.015584309895833334,0.02,False
7d,member_1,mue,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_1,mue,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_1,mue,raw_preclip,rank_mean,0.0,0.03,False
7d,member_1,mue,raw_preclip,bias_unit,0.0,0.02,False
7d,member_1,mue,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_1,mue,rejection_in_support,pit_ecdf_ks,0.055190058479532234,0.05,True
7d,member_1,mue,rejection_in_support,central_cov_90,-0.08333333333333337,0.03,True
7d,member_1,mue,rejection_in_support,rank_mean,0.013360948667966333,0.03,False
7d,member_1,mue,rejection_in_support,bias_unit,-0.005936888279393312,0.02,False
7d,member_1,mue,rejection_in_support,boundary_point_mass,-0.07185872395833333,0.02,True
7d,member_1,mui,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_1,mui,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_1,mui,raw_preclip,rank_mean,0.0,0.03,False
7d,member_1,mui,raw_preclip,bias_unit,0.0,0.02,False
7d,member_1,mui,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_1,mui,rejection_in_support,pit_ecdf_ks,0.010477582846003891,0.05,False
7d,member_1,mui,rejection_in_support,central_cov_90,-0.02083333333333326,0.03,False
7d,member_1,mui,rejection_in_support,rank_mean,-0.004548408057179931,0.03,False
7d,member_1,mui,rejection_in_support,bias_unit,0.0001667399968331056,0.02,False
7d,member_1,mui,rejection_in_support,boundary_point_mass,-0.003946940104166667,0.02,False
7d,member_1,b,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_1,b,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_1,b,raw_preclip,rank_mean,0.0,0.03,False
7d,member_1,b,raw_preclip,bias_unit,0.0,0.02,False
7d,member_1,b,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_1,b,rejection_in_support,pit_ecdf_ks,-0.006578947368421018,0.05,False
7d,member_1,b,rejection_in_support,central_cov_90,0.0,0.03,False
7d,member_1,b,rejection_in_support,rank_mean,0.0015025990903183573,0.03,False
7d,member_1,b,rejection_in_support,bias_unit,-0.0032935106040289028,0.02,False
7d,member_1,b,rejection_in_support,boundary_point_mass,-0.0477294921875,0.02,True
7d,member_1,tauA,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_1,tauA,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_1,tauA,raw_preclip,rank_mean,0.0,0.03,False
7d,member_1,tauA,raw_preclip,bias_unit,0.0,0.02,False
7d,member_1,tauA,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_1,tauA,rejection_in_support,pit_ecdf_ks,0.02729044834307992,0.05,False
7d,member_1,tauA,rejection_in_support,central_cov_90,-0.02083333333333337,0.03,False
7d,member_1,tauA,rejection_in_support,rank_mean,0.012386289798570482,0.03,False
7d,member_1,tauA,rejection_in_support,bias_unit,-0.002954751020297408,0.02,False
7d,member_1,tauA,rejection_in_support,boundary_point_mass,-0.058797200520833336,0.02,True
7d,member_1,g_LK,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_1,g_LK,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_1,g_LK,raw_preclip,rank_mean,0.0,0.03,False
7d,member_1,g_LK,raw_preclip,bias_unit,0.0,0.02,False
7d,member_1,g_LK,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_1,g_LK,rejection_in_support,pit_ecdf_ks,0.03520955165692011,0.05,False
7d,member_1,g_LK,rejection_in_support,central_cov_90,-0.04166666666666674,0.03,True
7d,member_1,g_LK,rejection_in_support,rank_mean,0.026275178687459322,0.03,False
7d,member_1,g_LK,rejection_in_support,bias_unit,-0.008226210988747578,0.02,False
7d,member_1,g_LK,rejection_in_support,boundary_point_mass,-0.0465087890625,0.02,True
7d,member_1,g_h,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_1,g_h,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_1,g_h,raw_preclip,rank_mean,0.0,0.03,False
7d,member_1,g_h,raw_preclip,bias_unit,0.0,0.02,False
7d,member_1,g_h,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_1,g_h,rejection_in_support,pit_ecdf_ks,-0.0019493177387913674,0.05,False
7d,member_1,g_h,rejection_in_support,central_cov_90,-0.04166666666666663,0.03,True
7d,member_1,g_h,rejection_in_support,rank_mean,0.012386289798570482,0.03,False
7d,member_1,g_h,rejection_in_support,bias_unit,-0.00414202253644665,0.02,False
7d,member_1,g_h,rejection_in_support,boundary_point_mass,-0.026041666666666668,0.02,True
7d,member_1,c_th2ctx,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_1,c_th2ctx,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_1,c_th2ctx,raw_preclip,rank_mean,0.0,0.03,False
7d,member_1,c_th2ctx,raw_preclip,bias_unit,0.0,0.02,False
7d,member_1,c_th2ctx,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_1,c_th2ctx,rejection_in_support,pit_ecdf_ks,0.03508771929824561,0.05,False
7d,member_1,c_th2ctx,rejection_in_support,central_cov_90,-0.10416666666666663,0.03,True
7d,member_1,c_th2ctx,rejection_in_support,rank_mean,0.023757309941520366,0.03,False
7d,member_1,c_th2ctx,rejection_in_support,bias_unit,-0.009680040335903563,0.02,False
7d,member_1,c_th2ctx,rejection_in_support,boundary_point_mass,-0.039388020833333336,0.02,True
7d,member_2,mue,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_2,mue,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_2,mue,raw_preclip,rank_mean,0.0,0.03,False
7d,member_2,mue,raw_preclip,bias_unit,0.0,0.02,False
7d,member_2,mue,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_2,mue,rejection_in_support,pit_ecdf_ks,0.005847953216374269,0.05,False
7d,member_2,mue,rejection_in_support,central_cov_90,-0.04166666666666663,0.03,True
7d,member_2,mue,rejection_in_support,rank_mean,0.01717836257309935,0.03,False
7d,member_2,mue,rejection_in_support,bias_unit,-0.007187720543394487,0.02,False
7d,member_2,mue,rejection_in_support,boundary_point_mass,-0.059041341145833336,0.02,True
7d,member_2,mui,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_2,mui,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_2,mui,raw_preclip,rank_mean,0.0,0.03,False
7d,member_2,mui,raw_preclip,bias_unit,0.0,0.02,False
7d,member_2,mui,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_2,mui,rejection_in_support,pit_ecdf_ks,-0.0006091617933723925,0.05,False
7d,member_2,mui,rejection_in_support,central_cov_90,0.02083333333333337,0.03,False
7d,member_2,mui,rejection_in_support,rank_mean,0.0003654970760233467,0.03,False
7d,member_2,mui,rejection_in_support,bias_unit,1.2729782611131668e-05,0.02,False
7d,member_2,mui,rejection_in_support,boundary_point_mass,-0.00341796875,0.02,False
7d,member_2,b,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_2,b,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_2,b,raw_preclip,rank_mean,0.0,0.03,False
7d,member_2,b,raw_preclip,bias_unit,0.0,0.02,False
7d,member_2,b,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_2,b,rejection_in_support,pit_ecdf_ks,0.003898635477582846,0.05,False
7d,member_2,b,rejection_in_support,central_cov_90,-0.02083333333333337,0.03,False
7d,member_2,b,rejection_in_support,rank_mean,-0.005238791423001932,0.03,False
7d,member_2,b,rejection_in_support,bias_unit,0.000589199286575119,0.02,False
7d,member_2,b,rejection_in_support,boundary_point_mass,-0.019978841145833332,0.02,False
7d,member_2,tauA,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_2,tauA,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_2,tauA,raw_preclip,rank_mean,0.0,0.03,False
7d,member_2,tauA,raw_preclip,bias_unit,0.0,0.02,False
7d,member_2,tauA,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_2,tauA,rejection_in_support,pit_ecdf_ks,0.04361598440545805,0.05,False
7d,member_2,tauA,rejection_in_support,central_cov_90,-0.0625,0.03,True
7d,member_2,tauA,rejection_in_support,rank_mean,0.022457764782326195,0.03,False
7d,member_2,tauA,rejection_in_support,bias_unit,-0.008948972914367914,0.02,False
7d,member_2,tauA,rejection_in_support,boundary_point_mass,-0.06400553385416667,0.02,True
7d,member_2,g_LK,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_2,g_LK,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_2,g_LK,raw_preclip,rank_mean,0.0,0.03,False
7d,member_2,g_LK,raw_preclip,bias_unit,0.0,0.02,False
7d,member_2,g_LK,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_2,g_LK,rejection_in_support,pit_ecdf_ks,0.008162768031189094,0.05,False
7d,member_2,g_LK,rejection_in_support,central_cov_90,-0.04166666666666674,0.03,True
7d,member_2,g_LK,rejection_in_support,rank_mean,0.018762183235867425,0.03,False
7d,member_2,g_LK,rejection_in_support,bias_unit,-0.008594622913127143,0.02,False
7d,member_2,g_LK,rejection_in_support,boundary_point_mass,-0.05069986979166667,0.02,True
7d,member_2,g_h,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_2,g_h,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_2,g_h,raw_preclip,rank_mean,0.0,0.03,False
7d,member_2,g_h,raw_preclip,bias_unit,0.0,0.02,False
7d,member_2,g_h,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_2,g_h,rejection_in_support,pit_ecdf_ks,0.031189083820662766,0.05,False
7d,member_2,g_h,rejection_in_support,central_cov_90,-0.04166666666666674,0.03,True
7d,member_2,g_h,rejection_in_support,rank_mean,0.011127355425600949,0.03,False
7d,member_2,g_h,rejection_in_support,bias_unit,-0.0005435852023462449,0.02,False
7d,member_2,g_h,rejection_in_support,boundary_point_mass,-0.024943033854166668,0.02,True
7d,member_2,c_th2ctx,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_2,c_th2ctx,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_2,c_th2ctx,raw_preclip,rank_mean,0.0,0.03,False
7d,member_2,c_th2ctx,raw_preclip,bias_unit,0.0,0.02,False
7d,member_2,c_th2ctx,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_2,c_th2ctx,rejection_in_support,pit_ecdf_ks,-0.008406432748538029,0.05,False
7d,member_2,c_th2ctx,rejection_in_support,central_cov_90,-0.0625,0.03,True
7d,member_2,c_th2ctx,rejection_in_support,rank_mean,0.010883690708252125,0.03,False
7d,member_2,c_th2ctx,rejection_in_support,bias_unit,-0.002643920791645847,0.02,False
7d,member_2,c_th2ctx,rejection_in_support,boundary_point_mass,-0.030354817708333332,0.02,True
7d,member_3,mue,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_3,mue,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_3,mue,raw_preclip,rank_mean,0.0,0.03,False
7d,member_3,mue,raw_preclip,bias_unit,0.0,0.02,False
7d,member_3,mue,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_3,mue,rejection_in_support,pit_ecdf_ks,0.021198830409356717,0.05,False
7d,member_3,mue,rejection_in_support,central_cov_90,-0.10416666666666663,0.03,True
7d,member_3,mue,rejection_in_support,rank_mean,0.021198830409356773,0.03,False
7d,member_3,mue,rejection_in_support,bias_unit,-0.00711397329966227,0.02,False
7d,member_3,mue,rejection_in_support,boundary_point_mass,-0.07173665364583333,0.02,True
7d,member_3,mui,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_3,mui,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_3,mui,raw_preclip,rank_mean,0.0,0.03,False
7d,member_3,mui,raw_preclip,bias_unit,0.0,0.02,False
7d,member_3,mui,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_3,mui,rejection_in_support,pit_ecdf_ks,0.042641325536062424,0.05,False
7d,member_3,mui,rejection_in_support,central_cov_90,-0.10416666666666674,0.03,True
7d,member_3,mui,rejection_in_support,rank_mean,-0.011452241715399658,0.03,False
7d,member_3,mui,rejection_in_support,bias_unit,0.00018780038226395845,0.02,False
7d,member_3,mui,rejection_in_support,boundary_point_mass,-0.0054931640625,0.02,False
7d,member_3,b,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_3,b,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_3,b,raw_preclip,rank_mean,0.0,0.03,False
7d,member_3,b,raw_preclip,bias_unit,0.0,0.02,False
7d,member_3,b,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_3,b,rejection_in_support,pit_ecdf_ks,0.029970760233918092,0.05,False
7d,member_3,b,rejection_in_support,central_cov_90,-0.02083333333333337,0.03,False
7d,member_3,b,rejection_in_support,rank_mean,0.010274528914879788,0.03,False
7d,member_3,b,rejection_in_support,bias_unit,-0.003990602601940433,0.02,False
7d,member_3,b,rejection_in_support,boundary_point_mass,-0.044881184895833336,0.02,True
7d,member_3,tauA,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_3,tauA,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_3,tauA,raw_preclip,rank_mean,0.0,0.03,False
7d,member_3,tauA,raw_preclip,bias_unit,0.0,0.02,False
7d,member_3,tauA,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_3,tauA,rejection_in_support,pit_ecdf_ks,0.01742202729044834,0.05,False
7d,member_3,tauA,rejection_in_support,central_cov_90,-0.04166666666666663,0.03,True
7d,member_3,tauA,rejection_in_support,rank_mean,0.019736842105263164,0.03,False
7d,member_3,tauA,rejection_in_support,bias_unit,-0.008105437426517405,0.02,False
7d,member_3,tauA,rejection_in_support,boundary_point_mass,-0.07889811197916667,0.02,True
7d,member_3,g_LK,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_3,g_LK,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_3,g_LK,raw_preclip,rank_mean,0.0,0.03,False
7d,member_3,g_LK,raw_preclip,bias_unit,0.0,0.02,False
7d,member_3,g_LK,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_3,g_LK,rejection_in_support,pit_ecdf_ks,0.013279727095516558,0.05,False
7d,member_3,g_LK,rejection_in_support,central_cov_90,-0.0625,0.03,True
7d,member_3,g_LK,rejection_in_support,rank_mean,0.01908706952566608,0.03,False
7d,member_3,g_LK,rejection_in_support,bias_unit,-0.008596775005571544,0.02,False
7d,member_3,g_LK,rejection_in_support,boundary_point_mass,-0.04931640625,0.02,True
7d,member_3,g_h,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_3,g_h,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_3,g_h,raw_preclip,rank_mean,0.0,0.03,False
7d,member_3,g_h,raw_preclip,bias_unit,0.0,0.02,False
7d,member_3,g_h,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_3,g_h,rejection_in_support,pit_ecdf_ks,0.016325536062378188,0.05,False
7d,member_3,g_h,rejection_in_support,central_cov_90,-0.02083333333333326,0.03,False
7d,member_3,g_h,rejection_in_support,rank_mean,0.005238791423002098,0.03,False
7d,member_3,g_h,rejection_in_support,bias_unit,-0.003055215037117403,0.02,False
7d,member_3,g_h,rejection_in_support,boundary_point_mass,-0.0318603515625,0.02,True
7d,member_3,c_th2ctx,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_3,c_th2ctx,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_3,c_th2ctx,raw_preclip,rank_mean,0.0,0.03,False
7d,member_3,c_th2ctx,raw_preclip,bias_unit,0.0,0.02,False
7d,member_3,c_th2ctx,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_3,c_th2ctx,rejection_in_support,pit_ecdf_ks,0.01498538011695899,0.05,False
7d,member_3,c_th2ctx,rejection_in_support,central_cov_90,-0.04166666666666663,0.03,True
7d,member_3,c_th2ctx,rejection_in_support,rank_mean,0.015919428200129815,0.03,False
7d,member_3,c_th2ctx,rejection_in_support,bias_unit,-0.006355453748255968,0.02,False
7d,member_3,c_th2ctx,rejection_in_support,boundary_point_mass,-0.0391845703125,0.02,True
7d,member_4,mue,raw_preclip,pit_ecdf_ks,0.0,0.05,False
7d,member_4,mue,raw_preclip,central_cov_90,0.0,0.03,False
7d,member_4,mue,raw_preclip,rank_mean,0.0,0.03,False
7d,member_4,mue,raw_preclip,bias_unit,0.0,0.02,False
7d,member_4,mue,raw_preclip,boundary_point_mass,0.0,0.02,False
7d,member_4,mue,rejection_in_support,pit_ecdf_ks,0.021198830409356773,0.05,False
7d,member_4,mue,rejection_in_support,central_cov_90,-0.14583333333333337,0.03,True
7d,member_4,mue,rejection_in_support,rank_mean,0.011452241715399714,0.03,False
7d,member_4,mue,rejection_in_support,bias_unit,-0.005237608139092721,0.02,False
7d,member_4,mue,rejection_in_support,boundary_point_mass,-0.07027180989583333,0.02,True
7d,member_4,mui,raw_preclip,pit_ecdf_ks,0.0,0.05,False
