track,n_train,estimator,parameter,n_cases,n_posterior_samples_per_case,rank_mean,rank_var,tail_low_005,tail_high_095,pit_ecdf_ks,pit_ecdf_ks_pvalue,central_cov_50,central_cov_80,central_cov_90,central_cov_95,bias_unit,mae_unit,mean_posterior_std,is_focus,framing,ranks_npz_sha256
7d,8192,ensemble,tauA,1024,1000,0.5043530688061938,0.10408239699223414,0.095703125,0.09375,0.06214781312437563,0.0007006458398052401,0.4150390625,0.689453125,0.810546875,0.8837890625,-0.004825442687433679,0.19018184647575254,0.19045116917004634,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,4aca81a3342aa61b2cca84be4c1cf38f0337ef683b06a4e72532bd52545f2470
7d,8192,ensemble,g_LK,1024,1000,0.4917250718031968,0.0921395699435086,0.0703125,0.0673828125,0.03967711975524474,0.07746624057063378,0.4482421875,0.7724609375,0.8623046875,0.919921875,0.03050882392199128,0.15889681222688523,0.19099866485703387,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,4aca81a3342aa61b2cca84be4c1cf38f0337ef683b06a4e72532bd52545f2470
7d,8192,ensemble,g_h,1024,1000,0.5137323613886113,0.09322722942474708,0.0712890625,0.0703125,0.05409044080919079,0.004807727378257138,0.4541015625,0.7578125,0.8583984375,0.9248046875,0.009685851850008476,0.16491920630323875,0.20042134533287026,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,4aca81a3342aa61b2cca84be4c1cf38f0337ef683b06a4e72532bd52545f2470
7d,8192,ensemble,c_th2ctx,1024,1000,0.4964400833541458,0.09718027528384271,0.087890625,0.076171875,0.04882422265234765,0.01465485122395755,0.4482421875,0.728515625,0.8359375,0.9130859375,-0.0461046884447569,0.1715981475863373,0.19781383095687488,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,4aca81a3342aa61b2cca84be4c1cf38f0337ef683b06a4e72532bd52545f2470
7d,8192,member_1,mue,1024,1000,0.49721372377622375,0.10507837203630413,0.1005859375,0.0888671875,0.06824230457042957,0.0001366906061108803,0.40625,0.6943359375,0.810546875,0.896484375,-0.0015533941204921575,0.14985579743915878,0.1495862501396914,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,4aca81a3342aa61b2cca84be4c1cf38f0337ef683b06a4e72532bd52545f2470
7d,8192,member_1,mui,1024,1000,0.4558829842032967,0.053816550046295715,0.0380859375,0.0078125,0.15120036213786214,6.652192818109137e-21,0.6796875,0.892578125,0.9541015625,0.9736328125,0.006469192436270532,0.013584320977315656,0.0452592348538019,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,4aca81a3342aa61b2cca84be4c1cf38f0337ef683b06a4e72532bd52545f2470
7d,8192,member_1,b,1024,1000,0.4946401254995005,0.09197783056469962,0.0693359375,0.0732421875,0.03300800761738262,0.20983650848957203,0.4658203125,0.744140625,0.857421875,0.923828125,0.01116918093066488,0.11304264586397039,0.13766105395552586,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,4aca81a3342aa61b2cca84be4c1cf38f0337ef683b06a4e72532bd52545f2470
7d,8192,member_1,tauA,1024,1000,0.5043530688061938,0.10408239699223414,0.095703125,0.09375,0.06214781312437563,0.0007006458398052401,0.4150390625,0.689453125,0.810546875,0.8837890625,-0.004825442687433679,0.19018184647575254,0.19045116917004634,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,4aca81a3342aa61b2cca84be4c1cf38f0337ef683b06a4e72532bd52545f2470
7d,8192,member_1,g_LK,1024,1000,0.4917250718031968,0.0921395699435086,0.0703125,0.0673828125,0.03967711975524474,0.07746624057063378,0.4482421875,0.7724609375,0.8623046875,0.919921875,0.03050882392199128,0.15889681222688523,0.19099866485703387,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,4aca81a3342aa61b2cca84be4c1cf38f0337ef683b06a4e72532bd52545f2470
7d,8192,member_1,g_h,1024,1000,0.5137323613886113,0.09322722942474708,0.0712890625,0.0703125,0.05409044080919079,0.004807727378257138,0.4541015625,0.7578125,0.8583984375,0.9248046875,0.009685851850008476,0.16491920630323875,0.20042134533287026,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,4aca81a3342aa61b2cca84be4c1cf38f0337ef683b06a4e72532bd52545f2470
7d,8192,member_1,c_th2ctx,1024,1000,0.4964400833541458,0.09718027528384271,0.087890625,0.076171875,0.04882422265234765,0.01465485122395755,0.4482421875,0.728515625,0.8359375,0.9130859375,-0.0461046884447569,0.1715981475863373,0.19781383095687488,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,4aca81a3342aa61b2cca84be4c1cf38f0337ef683b06a4e72532bd52545f2470
7d,32768,ensemble,mue,1024,1000,0.5188990696803197,0.10098691356267175,0.0810546875,0.091796875,0.07666259521728269,1.1110609412724179e-05,0.41015625,0.7109375,0.8271484375,0.8955078125,-0.012003930502032745,0.146295703105352,0.1481581253137847,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,ensemble,mui,1024,1000,0.46075506524725274,0.03836356910595207,0.01171875,0.001953125,0.18439275568181823,6.020373642274162e-31,0.7841796875,0.9521484375,0.986328125,0.9931640625,0.0012246498590684496,0.004841848877731536,0.013831179019234696,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,ensemble,b,1024,1000,0.5060915646853147,0.08706790052730586,0.0556640625,0.0673828125,0.022276551573426562,0.6811322857163876,0.48828125,0.783203125,0.876953125,0.9482421875,-0.0008655484452901874,0.08940476479256176,0.11213438942104403,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,ensemble,tauA,1024,1000,0.5204239120254746,0.10094884674100306,0.0791015625,0.08984375,0.07035445023726272,7.48605601325765e-05,0.4130859375,0.7099609375,0.8310546875,0.904296875,-0.011323468090267852,0.18624820168770384,0.19028858820456662,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,ensemble,g_LK,1024,1000,0.5045286744505495,0.09139349002440228,0.05078125,0.0625,0.03636597777222772,0.1300244155063428,0.447265625,0.775390625,0.88671875,0.9404296875,0.015854438930546166,0.1497811343324429,0.16879180803334748,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,ensemble,g_h,1024,1000,0.5073559253246753,0.08454686752392529,0.05859375,0.048828125,0.02927443650099898,0.3374578474928609,0.5029296875,0.78125,0.892578125,0.9326171875,0.01591640840160835,0.1423891085487412,0.18530537070910214,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,ensemble,c_th2ctx,1024,1000,0.4969629979395604,0.09465633203287536,0.0595703125,0.0712890625,0.04344873876123878,0.0406472493487362,0.443359375,0.744140625,0.869140625,0.9189453125,-0.04651754060614621,0.15105252116336487,0.17234399007429602,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_1,mue,1024,1000,0.5221058238636364,0.09875586579915459,0.0771484375,0.087890625,0.06916423420329665,0.00010533797951640279,0.431640625,0.7177734375,0.8349609375,0.904296875,-0.01438276244334702,0.14783905606418557,0.1514751299873751,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_1,mui,1024,1000,0.6323920220404595,0.047799779220127,0.0087890625,0.0390625,0.25764469905094906,1.9656804286928608e-60,0.5986328125,0.873046875,0.9521484375,0.9853515625,-0.0034116145084226446,0.005936753424521157,0.011441969018733289,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_1,b,1024,1000,0.4951591377372627,0.0892929822411608,0.0654296875,0.0673828125,0.02369115259740262,0.604901448186699,0.482421875,0.7626953125,0.8671875,0.931640625,0.003409271250347956,0.09147185250731127,0.11062798852617561,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_1,tauA,1024,1000,0.5208268294205795,0.09885839182069894,0.0732421875,0.0888671875,0.06658283123126874,0.00021656201934096585,0.4287109375,0.72265625,0.837890625,0.9013671875,-0.009412276289367583,0.1884697215646156,0.19436230538667587,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_1,g_LK,1024,1000,0.5126240946553446,0.09617385217202372,0.056640625,0.068359375,0.06255268169330674,0.0006315499059349814,0.4228515625,0.75390625,0.875,0.9296875,0.0062793183387839235,0.15081380454648752,0.16267967132989725,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_1,g_h,1024,1000,0.5095383132492508,0.0877328118978142,0.060546875,0.060546875,0.033887011426073976,0.18597935884697325,0.494140625,0.763671875,0.87890625,0.9267578125,0.018195435406596516,0.14629638030055503,0.17981832298028166,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_1,c_th2ctx,1024,1000,0.48883343219280717,0.10083306944284813,0.0859375,0.072265625,0.07352998563936064,2.9247372536090487e-05,0.4150390625,0.70703125,0.841796875,0.900390625,-0.046420857488556067,0.15458617180775036,0.16772359862807207,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_2,mue,1024,1000,0.5085061422952049,0.0994768039829461,0.0830078125,0.08984375,0.0558630822302697,0.003220114068090584,0.427734375,0.7216796875,0.8271484375,0.9013671875,-0.0005719011478504399,0.1452203418211866,0.15060490836913232,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_2,mui,1024,1000,0.3320810049325674,0.04764026836713074,0.0751953125,0.0029296875,0.2832597090409591,3.453377096884704e-73,0.5537109375,0.822265625,0.921875,0.9609375,0.003566714175121888,0.005257984230865986,0.00924161905800247,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_2,b,1024,1000,0.4982361388611389,0.09040083203090285,0.0693359375,0.0693359375,0.03278362262737264,0.21628781519687545,0.4873046875,0.7509765625,0.861328125,0.93359375,0.0006055379108147463,0.08050832553090004,0.09617748410710192,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_2,tauA,1024,1000,0.5156084150224776,0.0993728540871275,0.078125,0.0927734375,0.059993717220279685,0.0012035856699188566,0.4306640625,0.720703125,0.8291015625,0.8994140625,-0.004946984288835665,0.18556610059386003,0.19298577324116195,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_2,g_LK,1024,1000,0.49595326548451546,0.09019219926984265,0.0576171875,0.0595703125,0.034569922265234754,0.1689509075019746,0.45703125,0.77734375,0.8828125,0.93359375,0.011432926738052629,0.14875684028083924,0.16617116644738417,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_2,g_h,1024,1000,0.5089763751873126,0.08770332361647515,0.05859375,0.0615234375,0.027051073926073976,0.43428849618701326,0.50390625,0.7685546875,0.8798828125,0.921875,0.012546796338938293,0.13436095742690668,0.1650424199142435,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_2,c_th2ctx,1024,1000,0.5004312094155844,0.09270805444292651,0.07421875,0.064453125,0.031437312687312674,0.25819867821862186,0.453125,0.7490234375,0.861328125,0.912109375,-0.0476326935859106,0.1459003175732505,0.16852462886527064,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_3,mue,1024,1000,0.5254208681943057,0.10504889300663668,0.0830078125,0.09765625,0.09080567869630374,8.487594696769103e-08,0.38671875,0.693359375,0.8193359375,0.8916015625,-0.017078186387152527,0.14702428553391655,0.1435381525698176,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_3,mui,1024,1000,0.3301200752372627,0.04780022707305685,0.0830078125,0.0029296875,0.304530430506993,8.998738827027428e-85,0.5322265625,0.8369140625,0.9140625,0.953125,0.004323495244989317,0.0062763339988123334,0.012093430274944694,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_3,b,1024,1000,0.5321553446553446,0.08913884529178326,0.0517578125,0.0888671875,0.058704966908091905,0.0016485224411236286,0.474609375,0.771484375,0.859375,0.9326171875,-0.011408331505663227,0.09283473841060186,0.11142293839293416,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_3,tauA,1024,1000,0.5193683269855145,0.10375822445070496,0.08203125,0.091796875,0.07845865072427571,6.263267768134832e-06,0.404296875,0.69921875,0.826171875,0.8994140625,-0.012573280662763864,0.18641902523086173,0.1858326319106709,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_3,g_LK,1024,1000,0.5090436906843157,0.0926134206745984,0.0517578125,0.0751953125,0.04675890515734271,0.02199398968428137,0.4580078125,0.76171875,0.873046875,0.939453125,0.015134518833292532,0.1509948570292181,0.16727862041989283,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_3,g_h,1024,1000,0.5103334165834166,0.08631455632255419,0.05859375,0.0546875,0.03631232049200794,0.13107123824424027,0.486328125,0.7890625,0.88671875,0.927734375,0.014104215018960531,0.1504371605024062,0.19095120758356643,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_3,c_th2ctx,1024,1000,0.4961298467157842,0.09654604181902339,0.0654296875,0.0771484375,0.04976761519730269,0.012103446789077403,0.4228515625,0.736328125,0.857421875,0.9140625,-0.04606689514184836,0.15419691277929815,0.17391731145653466,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_4,mue,1024,1000,0.5224453281093906,0.10462138080520374,0.0869140625,0.099609375,0.0845424107142857,8.139230936147373e-07,0.4033203125,0.693359375,0.8134765625,0.88671875,-0.015584535040034098,0.14724604803450347,0.1444194884661556,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_4,mui,1024,1000,0.33650626717032966,0.04852623106103439,0.064453125,0.00390625,0.282911424512987,5.25263151042145e-73,0.5341796875,0.8466796875,0.931640625,0.96875,0.004197702728561126,0.006629199126109597,0.012211556887905317,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_4,b,1024,1000,0.48389598682567436,0.09207710681345585,0.0654296875,0.0703125,0.045290646853146876,0.029041927525609523,0.462890625,0.7587890625,0.8642578125,0.923828125,0.008314277320096153,0.09223082512289693,0.1082410897124646,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_4,tauA,1024,1000,0.5169039944430569,0.10382763346923396,0.0888671875,0.09375,0.07447337818431565,2.1945638434566543e-05,0.41015625,0.697265625,0.8173828125,0.89453125,-0.009060833479452413,0.18721959570393665,0.18623905117237882,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_4,g_LK,1024,1000,0.49939708728771226,0.09273822458322847,0.048828125,0.072265625,0.038061547827172804,0.10030178929330624,0.4560546875,0.7626953125,0.87890625,0.9248046875,0.018036389164990396,0.15238493311517232,0.1696438646667957,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_4,g_h,1024,1000,0.5071764173326674,0.08661315968172417,0.0634765625,0.05859375,0.03479820960289709,0.16354197326734843,0.4912109375,0.7724609375,0.8779296875,0.92578125,0.013856482111805235,0.1463676084913459,0.18860645623863093,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_4,c_th2ctx,1024,1000,0.506644722465035,0.09675358526267915,0.0634765625,0.0888671875,0.050529548576423555,0.010343230534404132,0.439453125,0.732421875,0.84765625,0.90625,-0.05064667211991036,0.155651780180051,0.16993721662947792,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_5,mue,1024,1000,0.514053329483017,0.10213910776909395,0.0712890625,0.09375,0.0715885676823177,5.2212156610054244e-05,0.4130859375,0.705078125,0.8349609375,0.9033203125,-0.009834239250267274,0.14727596086049743,0.14767753728119715,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_5,mui,1024,1000,0.6691501857517483,0.048774744431552226,0.009765625,0.052734375,0.300601742007992,1.4533203655427388e-82,0.5087890625,0.83984375,0.9375,0.9775390625,-0.003934260574169457,0.00908263220480876,0.016015731557217805,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_5,b,1024,1000,0.5220277769105894,0.09289754159889008,0.0576171875,0.0703125,0.05635672920829171,0.002873409458313743,0.4541015625,0.748046875,0.8720703125,0.9296875,-0.00782709743543819,0.10291252740898926,0.11904329476419662,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_5,tauA,1024,1000,0.5268920532592407,0.1026549493939274,0.08203125,0.0986328125,0.08065859921328666,3.0479039554921593e-06,0.408203125,0.7041015625,0.8193359375,0.896484375,-0.018435677946399665,0.18819126537346165,0.1886737778368115,True,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_5,g_LK,1024,1000,0.5043501420454546,0.09518542479522517,0.0615234375,0.06640625,0.050968562687312646,0.009437555815996911,0.419921875,0.7626953125,0.8720703125,0.9248046875,0.024166070877981838,0.15156249501160346,0.1717687230957381,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_5,g_h,1024,1000,0.49991317276473524,0.08241656955151065,0.0517578125,0.048828125,0.018041528783716232,0.8866565859159004,0.5185546875,0.7919921875,0.8994140625,0.943359375,0.021316972059139516,0.14034633450501133,0.19154283022180607,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
7d,32768,member_5,c_th2ctx,1024,1000,0.49241090940309695,0.09565365317753909,0.0615234375,0.0703125,0.05230511675824173,0.007105309931291609,0.431640625,0.7431640625,0.8681640625,0.9169921875,-0.04225131687417161,0.15110471974912798,0.17500574016594328,False,protocol-locked hypothesis-driven follow-up on reused diagnostic bank,74be2c1c8c94b63e627fccd73ef8274b6be7220eee27124819b63b83fde1222f
