created_utc,track,scale,seed,device,status,epochs_completed,best_epoch,best_validation_loss,last_train_loss,last_validation_loss,runtime_this_call_s,checkpoint,preregistration_hash
2026-07-29T16:26:06.785179+00:00,7d,32768,9551001,cpu,trained,211,210,-9.69256469422737,-9.509713043689619,-9.69256469422737,355.0303767999867,training/7d/scale_32768/member_9551001/best_checkpoint.pt,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-29T17:38:46.604922+00:00,7d,32768,9551002,cpu,trained,400,399,-10.636576199989912,-10.659446152413274,-10.636576199989912,4359.738896100083,training/7d/scale_32768/member_9551002/best_checkpoint.pt,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-29T18:45:44.971661+00:00,7d,32768,9551003,cpu,trained,207,206,-9.523758471503212,-9.578864497196905,-9.523758471503212,4018.2936689000344,training/7d/scale_32768/member_9551003/best_checkpoint.pt,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-29T19:51:47.235732+00:00,7d,32768,9551004,cpu,trained,195,194,-9.440029893665006,-9.45430354121767,-9.440029893665006,3962.162146799965,training/7d/scale_32768/member_9551004/best_checkpoint.pt,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-29T20:09:40.174138+00:00,7d,32768,9551005,cpu,trained,140,139,-8.891801667642696,-8.932117106212925,-8.891801667642696,1072.8443202000344,training/7d/scale_32768/member_9551005/best_checkpoint.pt,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
