i,j,k,g_LK,g_h,c_ctx2th,sp_peak_power_log,sp_env_cv,n_events_raw,n_events_valid,n_events_verified,mean_event_dur,pac_mi,ctx_min,ctx_max,ctx_ibi_cv,ctx_n_bursts,ok,fail_reason
3,6,4,0.037142857142857144,0.054285714285714284,0.2,2.754291970697058,0.21610033975523163,24,24,24,0.46649999999999997,0.0026748015732200535,5.7128738335669675e-11,63.25309049913448,0.5665443044936307,62,True,
3,7,0,0.037142857142857144,0.06,0.02,2.986257186349337,0.23279002647241703,24,24,24,0.4494583333333333,0.000503848442061383,7.935678352292503e-11,66.10024245252832,0.5394840518859443,60,True,
3,7,1,0.037142857142857144,0.06,0.065,2.9696165138379014,0.262102010872613,23,23,23,0.4509999999999999,0.0012211632978921154,4.0042509148270314e-11,66.20295399571734,0.3590674124662097,52,True,
3,7,2,0.037142857142857144,0.06,0.11000000000000001,2.9088745763570754,0.2717012465389948,26,26,26,0.4398461538461539,0.003198769960875745,2.188242445640894e-11,66.45642800606491,0.3403702549958858,51,True,
3,7,3,0.037142857142857144,0.06,0.155,2.8694203111761225,0.27019016516375355,29,29,29,0.420448275862069,0.0025523064491430832,3.482069015384143e-11,65.44033529444718,0.5580091943437951,62,True,
3,7,4,0.037142857142857144,0.06,0.2,2.5636702810759346,0.34208975844708195,30,30,30,0.4295666666666667,0.004645583863290823,5.818305818598454e-11,63.465683147447855,0.4051307978269306,55,True,
3,8,0,0.037142857142857144,0.06571428571428571,0.02,2.8554396541435323,0.29813900655909803,26,26,26,0.4863461538461539,0.0011972082532651256,4.144615035498355e-11,65.49631418163973,0.4777989236916414,56,True,
3,8,1,0.037142857142857144,0.06571428571428571,0.065,2.700400449826599,0.370178360288209,28,28,28,0.46253571428571433,0.0007899674556952477,5.2440581680518577e-11,63.34358582230644,0.4566143103934322,56,True,
3,8,2,0.037142857142857144,0.06571428571428571,0.11000000000000001,2.532607674968045,0.46008618505975685,28,28,28,0.4426071428571429,0.003756159592961768,1.7924452793678488e-11,63.57097234500697,0.33209762886833216,50,True,
3,8,3,0.037142857142857144,0.06571428571428571,0.155,2.597296839425587,0.4112771966219647,26,26,26,0.47669230769230775,0.003172225617994846,1.0684176215891677e-11,63.072441194072795,0.4764314159774215,55,True,
3,8,4,0.037142857142857144,0.06571428571428571,0.2,2.534503683143044,0.4452309517694367,30,30,30,0.4458333333333334,0.011929116449887098,9.801489309255133e-11,64.57824027250116,0.3819323326319775,52,True,
3,9,0,0.037142857142857144,0.07142857142857142,0.02,2.7453809092478565,0.4499097212591245,22,22,22,0.605090909090909,0.0005627617888612299,3.132429661302549e-11,64.64979642738149,0.3498026704560157,51,True,
3,9,1,0.037142857142857144,0.07142857142857142,0.065,2.6913198050672165,0.4761486747694364,21,21,21,0.6288571428571428,0.0012805005400556577,6.551897345789982e-11,64.4917696248843,0.3835173906094025,52,True,
3,9,2,0.037142857142857144,0.07142857142857142,0.11000000000000001,2.7083908686641043,0.45310794789885606,25,25,25,0.53552,0.0009073711378209126,4.580793907654943e-11,65.63951872003014,0.37154111804814804,52,True,
3,9,3,0.037142857142857144,0.07142857142857142,0.155,2.581347699903291,0.5118148090162506,25,25,25,0.5405599999999999,0.0017301302055614477,2.8215055858931833e-11,65.05391330319317,0.461553859877269,58,True,
3,9,4,0.037142857142857144,0.07142857142857142,0.2,2.5885165032132798,0.4618359472982526,21,21,21,0.621,0.002485350136522259,2.0793473816748532e-11,65.65486964569827,0.5178577672731276,59,True,
3,10,0,0.037142857142857144,0.07714285714285714,0.02,2.6252214495731807,0.49978666077189127,17,17,17,0.7997647058823528,0.0007667741687763141,6.556486706069766e-11,65.64276104811702,0.5066134979936061,56,True,
3,10,1,0.037142857142857144,0.07714285714285714,0.065,2.554187897804264,0.4996706859152516,18,18,18,0.7638888888888888,0.00047194482961688313,4.165929211167363e-11,65.78093283334374,0.448857984525011,55,True,
3,10,2,0.037142857142857144,0.07714285714285714,0.11000000000000001,2.5458784177936993,0.5725936311390437,14,14,14,0.9207857142857143,0.0005858153353355161,8.340824459677074e-12,64.81911135357113,0.5539505068032567,61,True,
3,10,3,0.037142857142857144,0.07714285714285714,0.155,2.4608326782586674,0.6148279195687334,15,15,15,0.9166666666666667,0.0012671347325665077,3.954337575975533e-11,62.81358014247189,0.4979050238463788,59,True,
3,10,4,0.037142857142857144,0.07714285714285714,0.2,2.411912306867866,0.5952284662905252,15,15,15,0.8764000000000001,0.0026429843876856155,3.06636685259723e-11,63.49748502218727,0.499837001877135,58,True,
3,11,0,0.037142857142857144,0.08285714285714287,0.02,1.8413985094507241,0.5148213181428275,19,19,19,0.7115263157894736,0.00039339721881657177,8.596245901346908e-12,64.80893150134098,0.3184791876736726,50,True,
3,11,1,0.037142857142857144,0.08285714285714287,0.065,1.7707523888468604,0.5242192669317141,14,14,14,0.8897857142857142,0.00044706917961160296,1.7025452017223655e-11,64.4269324084561,0.38169086303317923,52,True,
3,11,2,0.037142857142857144,0.08285714285714287,0.11000000000000001,1.6440118458336532,0.5779224788946035,15,15,15,0.7024666666666667,0.0004662228674342185,6.436964765924443e-11,65.08912770824786,0.5019951267012072,57,True,
3,11,3,0.037142857142857144,0.08285714285714287,0.155,1.7243859224136397,0.5993447208027737,14,14,14,0.7682142857142856,0.0006451460828289504,5.4406860712519246e-11,64.82783001158391,0.41350021020595956,54,True,
3,11,4,0.037142857142857144,0.08285714285714287,0.2,1.8781858204030415,0.5244965526865826,16,16,16,0.8013125,0.0012744761357679003,5.954833606324352e-11,65.04798927665222,0.42911412214341293,56,True,
3,12,0,0.037142857142857144,0.08857142857142858,0.02,1.3058009418521233,0.5655493612571226,12,12,12,0.8235,0.0010117204655958306,3.8373622618530826e-11,63.35241726450637,0.38554986729933666,52,True,
3,12,1,0.037142857142857144,0.08857142857142858,0.065,1.1888470042914212,0.5109354560043299,15,15,15,0.8358,0.0007108875681378316,3.343330911719874e-11,63.639974002101404,0.40338368515671413,53,True,
3,12,2,0.037142857142857144,0.08857142857142858,0.11000000000000001,1.0648151365170697,0.5781059135099154,14,14,14,0.7908571428571428,0.0003936146092760925,4.1196386035437954e-11,64.16894325852559,0.5757010428283448,62,True,
3,12,3,0.037142857142857144,0.08857142857142858,0.155,1.2160697005957448,0.5670842402847635,18,18,18,0.7297777777777777,0.0009561245461612816,1.919454755719706e-11,67.08094100806203,0.4557676600848464,56,True,
3,12,4,0.037142857142857144,0.08857142857142858,0.2,1.179240216412224,0.5402911143564377,13,13,13,0.813846153846154,0.0004908219662674896,4.3269636499635494e-11,66.29672796799531,0.5240060354385198,60,True,
3,13,0,0.037142857142857144,0.09428571428571429,0.02,0.8664356378773453,0.5181541838400948,16,16,16,0.8005,0.0006430385369816089,3.193913061290671e-11,64.52929531439788,0.5146833440271955,58,True,
3,13,1,0.037142857142857144,0.09428571428571429,0.065,0.7458016002172497,0.5100097968708291,14,14,14,0.7941428571428572,0.0006904278853537051,1.4854874404316776e-11,64.55263345467631,0.45328421368854016,56,True,
3,13,2,0.037142857142857144,0.09428571428571429,0.11000000000000001,0.9922864206424455,0.5163912462923611,19,19,19,0.6861052631578948,0.0009279639186820598,1.6554697673840266e-11,64.33952121475548,0.3820492086243695,52,True,
3,13,3,0.037142857142857144,0.09428571428571429,0.155,0.7885660802936761,0.48890369546679885,18,18,18,0.7115555555555556,0.0005448873318744001,6.992402365039189e-11,63.376945045850036,0.32446531113437427,50,True,
3,13,4,0.037142857142857144,0.09428571428571429,0.2,0.9382493153984359,0.5589617545416161,15,15,15,0.6896666666666668,0.0013722573548381187,4.686625930135789e-11,66.69134332074077,0.41216434364162746,54,True,
3,14,0,0.037142857142857144,0.1,0.02,0.7256494848684226,0.5540539875415936,17,17,17,0.7721764705882354,0.0012407797093713932,2.6629969315626958e-11,67.14693252413561,0.3872914943313548,53,True,
3,14,1,0.037142857142857144,0.1,0.065,0.7600243176839588,0.52438657815831,15,15,14,0.8293333333333333,0.000513802985764672,2.3617751212596444e-11,65.43652970030446,0.4749759919203074,58,True,
3,14,2,0.037142857142857144,0.1,0.11000000000000001,0.7352255721141895,0.5456593606242087,18,18,18,0.671,0.0021992118327669114,6.411153265323508e-11,64.42887411158269,0.40921710211010226,53,True,
3,14,3,0.037142857142857144,0.1,0.155,0.6007539659198361,0.5189065772218275,18,18,17,0.6852777777777778,0.0005751485127045068,1.175993935014813e-10,62.249602120891076,0.4937450917651484,58,True,
3,14,4,0.037142857142857144,0.1,0.2,0.7612815894721076,0.5079192164064026,18,18,18,0.588111111111111,0.0012854416680857829,6.639502958194727e-11,65.59917552867587,0.439767195648822,55,True,
4,0,0,0.04285714285714286,0.02,0.02,0.0,0.4063555037778193,15,15,1,0.7431333333333332,0.0004627485169104392,1.7192552270254302e-11,66.71183730300328,0.49688640669001544,58,True,
4,0,1,0.04285714285714286,0.02,0.065,0.0,0.39655266774954,13,13,0,0.8183076923076922,0.0006542105750038455,4.685886102360615e-11,64.68083173042226,0.3775995163882476,51,True,
4,0,2,0.04285714285714286,0.02,0.11000000000000001,0.0,0.387995100431078,19,19,2,0.6928421052631578,0.0003240351333783453,4.658720566416787e-11,63.672808839480204,0.3821761053184113,54,True,
4,0,3,0.04285714285714286,0.02,0.155,0.0,0.4087356817356183,15,15,3,0.8405333333333335,0.0009360088457953966,3.318597414289173e-11,64.83624987340234,0.3558313725807636,51,True,
4,0,4,0.04285714285714286,0.02,0.2,0.0,0.37893137307659097,18,18,0,0.6000555555555556,0.0009946138543391956,5.503272472146333e-11,63.28936639164193,0.3750267335573007,52,True,
4,1,0,0.04285714285714286,0.025714285714285714,0.02,0.9709006560272561,0.40885489494406907,16,16,4,0.8062499999999999,0.0005960285250904153,6.333689790710983e-11,62.76725329712128,0.259565242190335,48,True,
4,1,1,0.04285714285714286,0.025714285714285714,0.065,0.9739404552753099,0.39337399456563205,15,15,0,0.8386,0.0004295762415733395,3.9905037565493914e-11,63.88879364912456,0.39454827506560725,53,True,
4,1,2,0.04285714285714286,0.025714285714285714,0.11000000000000001,1.0243561366013365,0.41434992926146,17,17,4,0.6498235294117647,0.000713229152589676,7.827343124175501e-11,63.158585960260815,0.40975750392935006,54,True,
4,1,3,0.04285714285714286,0.025714285714285714,0.155,0.9386118763309012,0.4204274087719984,20,20,4,0.68175,0.000599916989998618,1.130011901457394e-11,63.981099642584695,0.4464108140382532,54,True,
4,1,4,0.04285714285714286,0.025714285714285714,0.2,0.8769335238966781,0.4172316265907771,15,15,5,0.6650000000000001,0.0007199506804530423,5.5841160736923875e-11,65.24554805838406,0.41124838198293623,53,True,
4,2,0,0.04285714285714286,0.03142857142857143,0.02,1.7535729109333917,0.4194620484663458,15,15,3,0.8475333333333334,0.00032761288603888947,4.7201823960416385e-11,64.06873808233385,0.37939419287885234,52,True,
4,2,1,0.04285714285714286,0.03142857142857143,0.065,1.7706142764116137,0.4348303208486619,17,17,4,0.7753529411764706,0.0003810494632534475,4.557564392956648e-11,65.6179147582031,0.5351164773724819,60,True,
4,2,2,0.04285714285714286,0.03142857142857143,0.11000000000000001,1.6761820878255476,0.4217917790571749,17,17,7,0.6245882352941176,0.00032796860120296815,2.3586245194496357e-11,65.28991048822978,0.3655447870876551,52,True,
4,2,3,0.04285714285714286,0.03142857142857143,0.155,1.7232260976011602,0.42434831183882366,13,13,0,0.9887692307692307,0.0008470076250001666,2.9691425796157344e-11,65.36008852173556,0.4084349322424617,53,True,
4,2,4,0.04285714285714286,0.03142857142857143,0.2,1.6507612084755934,0.4523241339106825,15,15,5,0.8641333333333334,0.00029081362412586347,4.7235197474509486e-11,63.6564777512354,0.5544602909919577,62,True,
4,3,0,0.04285714285714286,0.037142857142857144,0.02,2.7579442875470663,0.2563985604934025,15,15,15,0.6554666666666665,5.5819871509620894e-05,4.499701241586239e-11,63.93666172008439,0.5154544700199233,59,True,
4,3,1,0.04285714285714286,0.037142857142857144,0.065,2.83719955309165,0.24006545639300617,16,16,16,0.73525,0.00018794170069434354,9.108751906655285e-11,64.11414142625055,0.3748811965955966,52,True,
4,3,2,0.04285714285714286,0.037142857142857144,0.11000000000000001,2.1268778775223263,0.41656173236310423,13,13,13,0.8154615384615383,0.00024157497037958475,2.8911023708182987e-11,65.1881900959908,0.46911659310795445,56,True,
4,3,3,0.04285714285714286,0.037142857142857144,0.155,2.209860919473911,0.3865774338656294,16,16,16,0.8185625000000001,0.0002881343881348922,4.1900245345481565e-11,64.85995775827435,0.4630402279258674,56,True,
4,3,4,0.04285714285714286,0.037142857142857144,0.2,2.3832320631694395,0.3640801544119298,19,19,19,0.7008421052631579,0.00036667886388318987,7.762452997736922e-11,64.11011708062789,0.3309926033197165,50,True,
4,4,0,0.04285714285714286,0.04285714285714286,0.02,2.7522574822955033,0.2025283768389198,22,22,22,0.5774545454545453,0.00011335563437036231,1.8162150449414367e-11,62.60052550047228,0.5028471066063657,58,True,
4,4,1,0.04285714285714286,0.04285714285714286,0.065,2.8355342545799327,0.17758157224378934,19,19,19,0.6393684210526316,6.998536908515467e-05,5.04014390337859e-11,66.65360814611552,0.4895772946511256,57,True,
4,4,2,0.04285714285714286,0.04285714285714286,0.11000000000000001,2.4591052163293705,0.26260653369227727,20,20,20,0.54295,0.00042263882030557035,1.8709334229214975e-11,63.53364776728801,0.41202484886247503,53,True,
4,4,3,0.04285714285714286,0.04285714285714286,0.155,2.4080549507797473,0.27383748074247843,22,22,22,0.5458636363636366,0.000647396391744181,6.544854301339464e-11,64.73752118807505,0.3814193724081909,52,True,
4,4,4,0.04285714285714286,0.04285714285714286,0.2,2.5865258324930136,0.22049773263249295,22,22,22,0.5132727272727272,0.001161313837246806,4.657530259890489e-11,63.19157764057777,0.4475539325917638,55,True,
4,5,0,0.04285714285714286,0.04857142857142857,0.02,2.7583699765913674,0.21040055062366314,22,22,22,0.5354545454545455,7.122559520695607e-05,4.427942313636726e-11,64.04604527266113,0.42764066300629644,54,True,
4,5,1,0.04285714285714286,0.04857142857142857,0.065,2.6642551569579425,0.23157211905003916,20,20,20,0.54755,0.00013154634917218841,5.6013632350746124e-11,64.4191959245366,0.43527315409445005,55,True,
4,5,2,0.04285714285714286,0.04857142857142857,0.11000000000000001,2.5526495702685383,0.24352892216936095,21,21,21,0.5802380952380952,0.00021128680991131787,6.459638750468697e-11,64.38756595430574,0.5381237805496061,61,True,
4,5,3,0.04285714285714286,0.04857142857142857,0.155,2.69962646080594,0.22280603120542894,21,21,21,0.5254761904761905,0.0015971225938403077,1.232622890573995e-11,66.32245938861301,0.40238369953749226,53,True,
4,5,4,0.04285714285714286,0.04857142857142857,0.2,2.438720731044511,0.29773486676350214,27,27,27,0.4696666666666667,0.001738653386153029,6.178913660892505e-11,63.87999580936172,0.382481742059577,52,True,
4,6,0,0.04285714285714286,0.054285714285714284,0.02,2.5694880391721036,0.24741925896242578,24,24,24,0.5059166666666667,6.214774835898753e-05,5.946901858438266e-11,64.55171863935084,0.6088354824814477,64,True,
4,6,1,0.04285714285714286,0.054285714285714284,0.065,2.6846460254601343,0.2676432640004524,24,24,24,0.47679166666666667,0.0006095575265197994,3.647047320679808e-11,63.83119967378251,0.3587469931065083,51,True,
4,6,2,0.04285714285714286,0.054285714285714284,0.11000000000000001,2.495215065776506,0.2852474293458048,23,23,23,0.5221739130434783,0.0018881199382542538,4.08179169430071e-11,64.69022300409095,0.3806604435003862,53,True,
4,6,3,0.04285714285714286,0.054285714285714284,0.155,2.4108636676067077,0.32507600295374783,22,22,22,0.5421818181818181,0.00289071822129185,9.955334651399256e-12,65.1431231418526,0.42410896308439155,55,True,
4,6,4,0.04285714285714286,0.054285714285714284,0.2,2.5165425716081558,0.3252872657009003,22,22,22,0.45236363636363636,0.0042011925266753,7.0010480725615936e-12,64.73003270932783,0.2718934505284013,48,True,
4,7,0,0.04285714285714286,0.06,0.02,2.616423227356271,0.36922723917804234,21,21,21,0.44261904761904763,0.0001331981154390844,3.703424537884212e-11,65.6650273861407,0.4190698625682066,54,True,
4,7,1,0.04285714285714286,0.06,0.065,2.5870273250994003,0.3365139208676144,24,24,24,0.47325,0.0004162941133304306,1.6759228796046622e-11,65.98988483527249,0.498177894345164,58,True,
4,7,2,0.04285714285714286,0.06,0.11000000000000001,2.5168545059866254,0.34907404465108643,23,23,23,0.45099999999999996,0.0008049945698346194,3.0439850139412475e-11,64.10954390111506,0.4718691188315478,58,True,
4,7,3,0.04285714285714286,0.06,0.155,2.5044054685990345,0.36964417430227436,24,24,24,0.4463333333333333,0.0026636362858926802,1.6430893193594394e-11,65.35706271271337,0.5262808255163941,62,True,
4,7,4,0.04285714285714286,0.06,0.2,2.1261705048783335,0.4191174330407453,27,27,27,0.4611851851851852,0.0021161977745284724,8.688966599854419e-11,64.51548068720048,0.4061803308644615,54,True,
4,8,0,0.04285714285714286,0.06571428571428571,0.02,2.6447708044132443,0.4852445214161468,27,27,27,0.41014814814814815,0.002430978674879241,5.837720020423749e-11,63.57286011055102,0.42315306394368835,54,True,
4,8,1,0.04285714285714286,0.06571428571428571,0.065,2.493282260851989,0.46824057476369213,30,30,30,0.4498333333333334,0.0012915300954548356,9.213177031332227e-11,64.36747209008095,0.48738936070290445,58,True,
4,8,2,0.04285714285714286,0.06571428571428571,0.11000000000000001,2.2454190310899755,0.5538185206342623,29,29,29,0.4276206896551724,0.001710139426281651,1.7669274225829677e-11,64.46235168355392,0.3928215185216051,53,True,
4,8,3,0.04285714285714286,0.06571428571428571,0.155,2.238626364980556,0.597586039343341,33,33,33,0.4001212121212121,0.018238194623650908,2.0968629722854842e-11,66.5083040093577,0.6091984855496958,64,True,
4,8,4,0.04285714285714286,0.06571428571428571,0.2,2.195390667015058,0.5801428968349917,29,29,29,0.43541379310344824,0.020048640291609632,1.6770602879373447e-11,64.8558943288955,0.5873947156964051,64,True,
4,9,0,0.04285714285714286,0.07142857142857142,0.02,2.339382794534384,0.6147740942233758,27,27,27,0.5092592592592593,0.0011076197999401118,3.27122713606813e-11,67.36564687770215,0.4800569743332922,57,True,
4,9,1,0.04285714285714286,0.07142857142857142,0.065,2.4435128329427256,0.6192666690219318,26,26,26,0.5113461538461539,0.0006395770125592498,9.088263234121447e-11,64.56385421859467,0.519745125781274,58,True,
4,9,2,0.04285714285714286,0.07142857142857142,0.11000000000000001,2.1401743324184204,0.682614023247453,25,25,25,0.5204000000000001,0.0005012764523596956,2.504661709799443e-11,63.79192865945745,0.4489281999979202,56,True,
4,9,3,0.04285714285714286,0.07142857142857142,0.155,2.1804185967002554,0.688604768095718,25,25,25,0.5292,0.0026472855692729227,7.24847036120241e-11,63.87054281506613,0.3399573288628054,51,True,
4,9,4,0.04285714285714286,0.07142857142857142,0.2,2.182688859302578,0.6883920891375082,24,24,24,0.5336666666666666,0.0021584348772166317,3.114438333866587e-12,66.03272283128197,0.4516620233482421,55,True,
4,10,0,0.04285714285714286,0.07714285714285714,0.02,2.746305128675857,0.6100742396090081,16,16,16,0.859375,0.0009627022078057356,1.0813763364551612e-11,67.51443994992293,0.4980436739497608,58,True,
4,10,1,0.04285714285714286,0.07714285714285714,0.065,2.6659594211458004,0.6429580686124972,16,16,16,0.836,0.0016643433599994,5.140029692696133e-11,63.764858756434535,0.4180881796627414,54,True,
4,10,2,0.04285714285714286,0.07714285714285714,0.11000000000000001,2.422730726253757,0.7119818455194419,17,17,17,0.7931764705882351,0.0010133541421595703,4.901542102950663e-11,62.39606446684558,0.42041706487506414,54,True,
4,10,3,0.04285714285714286,0.07714285714285714,0.155,2.6917377132187514,0.5213694711788266,18,18,18,0.7553888888888889,0.0014358984575381312,8.074182644938397e-11,67.38034040395856,0.3966705140723957,53,True,
4,10,4,0.04285714285714286,0.07714285714285714,0.2,2.505748616834154,0.6405882687244651,17,17,17,0.7771176470588236,0.0026972210428329174,7.121354967767316e-11,64.78644952402853,0.44377217547781683,56,True,
4,11,0,0.04285714285714286,0.08285714285714287,0.02,2.014316722986853,0.707722478009845,9,9,9,0.9381111111111109,0.00019570189477052647,7.418780443668791e-11,64.87585587787866,0.39162496731180585,53,True,
4,11,1,0.04285714285714286,0.08285714285714287,0.065,2.259441224296092,0.5528091561940746,12,12,12,0.9088333333333333,0.0002442522134111799,1.9568996798917653e-11,67.17578576841505,0.3747160211838981,51,True,
4,11,2,0.04285714285714286,0.08285714285714287,0.11000000000000001,2.0938968384813634,0.6123934732111433,9,9,9,0.7827777777777778,0.000755099952615336,3.203524451662135e-11,64.22411414131649,0.4864228481087109,58,True,
4,11,3,0.04285714285714286,0.08285714285714287,0.155,1.9469783661573434,0.5466085741102846,13,13,13,0.8553076923076923,0.0012681914162283186,8.646133972252197e-11,66.03550398897536,0.5053614603272812,58,True,
4,11,4,0.04285714285714286,0.08285714285714287,0.2,1.9815627505342628,0.592452934934191,16,16,16,0.841,0.000717524494133554,5.575304718129381e-11,63.58602452756723,0.3836001929655379,53,True,
4,12,0,0.04285714285714286,0.08857142857142858,0.02,1.2227331683621174,0.5355231226774765,16,16,16,0.6886875,0.0010947862786493566,5.647739783280011e-11,66.79031416768986,0.4380705692272156,54,True,
4,12,1,0.04285714285714286,0.08857142857142858,0.065,1.359036428084261,0.5261198065177376,14,14,14,0.6892857142857142,0.0013270791249188117,4.792624167245212e-11,63.48338766355674,0.3806469528488376,52,True,
4,12,2,0.04285714285714286,0.08857142857142858,0.11000000000000001,1.4315588246275703,0.5299423700424201,16,16,16,0.8093750000000001,0.0008259894455014523,1.6495960794256374e-11,66.30858054139838,0.5236366594753344,59,True,
4,12,3,0.04285714285714286,0.08857142857142858,0.155,1.3355759462825922,0.4880457724602046,15,15,15,0.8228000000000001,0.0014632633036512856,2.0075207376866763e-11,67.76361447697607,0.5235564474907438,60,True,
4,12,4,0.04285714285714286,0.08857142857142858,0.2,1.4161785049383973,0.5600621360343979,9,9,9,0.6897777777777778,0.0009244385273821347,4.422397685576718e-11,65.43403459828443,0.5589132435010074,63,True,
4,13,0,0.04285714285714286,0.09428571428571429,0.02,1.0765002227401916,0.5139066248123333,19,19,19,0.6977368421052631,0.0008324959671276228,3.057441742689334e-11,67.09089772559935,0.4548433110259908,56,True,
4,13,1,0.04285714285714286,0.09428571428571429,0.065,0.8861316674286284,0.5269128164556824,21,21,21,0.6013333333333334,0.0013389000345068007,4.605918175766349e-11,64.50879699044704,0.27746996080241126,47,True,
4,13,2,0.04285714285714286,0.09428571428571429,0.11000000000000001,1.0972583856930236,0.5162531384384715,18,18,18,0.7212777777777778,0.00018119103303138989,1.1666136529872107e-10,66.48432874067903,0.317256826634887,50,True,
4,13,3,0.04285714285714286,0.09428571428571429,0.155,1.027892787369823,0.540789881027793,17,17,17,0.7372352941176471,0.0028981252799018045,4.7111546146743165e-11,64.59862482995504,0.4689275359518509,56,True,
4,13,4,0.04285714285714286,0.09428571428571429,0.2,0.927286101777895,0.5670955248564759,18,18,18,0.6008333333333334,0.0006727537914329903,1.9007943678928814e-11,62.71268737688157,0.35667740853004287,51,True,
4,14,0,0.04285714285714286,0.1,0.02,0.7300214480244602,0.5727634843223192,18,18,18,0.7022222222222223,0.0001552341250551986,4.6872536693246894e-11,63.77854814023976,0.3026595816986451,49,True,
4,14,1,0.04285714285714286,0.1,0.065,0.7003826463997869,0.4982661593639207,23,23,22,0.5757826086956522,0.0007633201899383211,2.735092221310796e-11,63.90365586487931,0.41733846232700217,55,True,
4,14,2,0.04285714285714286,0.1,0.11000000000000001,0.8451919605869901,0.5310872062988162,20,20,20,0.6460999999999999,0.0021403484600550577,3.6384124564487266e-11,63.192416374426685,0.40998133969089595,53,True,
4,14,3,0.04285714285714286,0.1,0.155,0.8191972989994124,0.5456989877917964,22,22,22,0.6038636363636363,0.0005717716078422425,3.692549044931604e-11,62.74180146048816,0.3814256706379379,52,True,
4,14,4,0.04285714285714286,0.1,0.2,0.7137638126040101,0.5401458588258377,18,18,18,0.7168888888888889,0.0005712460510038142,1.9056258500739424e-11,66.05489943164568,0.4787043478518355,57,True,
5,0,0,0.04857142857142857,0.02,0.02,0.8870078932550791,0.3559918945325347,17,17,0,0.7848235294117646,0.00044948988928306496,5.98919374139125e-11,63.92482783816543,0.3993792348529387,53,True,
5,0,1,0.04857142857142857,0.02,0.065,0.8701963738889795,0.37330678376144766,11,11,0,0.9672727272727273,0.0003112141142609928,6.824759693846492e-11,64.32761428159603,0.48172815994168816,57,True,
5,0,2,0.04857142857142857,0.02,0.11000000000000001,0.8870516456656905,0.3756132070908605,16,16,0,0.8295,0.0007780472044199558,2.667439551989395e-11,63.50817463374736,0.4617094086194895,55,True,
5,0,3,0.04857142857142857,0.02,0.155,0.8827309261658907,0.35017175896573777,16,16,0,0.821375,0.000448780794841958,2.9306055343379924e-11,64.40794842928602,0.24398368273668572,47,True,
5,0,4,0.04857142857142857,0.02,0.2,0.8412200187320636,0.37634839129673486,15,15,0,0.8882666666666666,0.0008229181230400215,2.8944072142063702e-11,66.09971841138183,0.37658630515237806,52,True,
5,1,0,0.04857142857142857,0.025714285714285714,0.02,1.1639897136240915,0.3666265721489408,18,18,1,0.7370555555555556,0.0003794999932289739,7.35636243335943e-11,64.80736429137666,0.49744740994117176,58,True,
5,1,1,0.04857142857142857,0.025714285714285714,0.065,1.1397920067945284,0.35401973535139075,14,14,1,0.819857142857143,0.00024737850281799755,4.326222008674079e-11,64.87323107391018,0.4915744150668835,57,True,
5,1,2,0.04857142857142857,0.025714285714285714,0.11000000000000001,1.1396984955583955,0.3496524258091767,15,15,0,0.7608,0.00028836455858870843,2.4147575915325565e-11,63.971637491044895,0.43617285444229403,54,True,
5,1,3,0.04857142857142857,0.025714285714285714,0.155,1.0540871188520056,0.35002483637880716,17,17,2,0.8088235294117647,0.0005372820383132394,1.2848089431228686e-10,63.630556515135304,0.47179062947578476,57,True,
5,1,4,0.04857142857142857,0.025714285714285714,0.2,1.0747998428298193,0.3660058025653419,13,13,1,0.605769230769231,0.00016391086691261656,7.97413682015711e-11,65.29720565123601,0.4951106412223789,57,True,
5,2,0,0.04857142857142857,0.03142857142857143,0.02,0.7396091474471859,0.40325481091955107,17,17,2,0.6561764705882352,0.0003894207747619845,7.156876010815562e-11,65.95978980395601,0.5139861621868149,59,True,
5,2,1,0.04857142857142857,0.03142857142857143,0.065,0.7608982884584496,0.42897567130879743,17,17,1,0.7851764705882354,0.0003850724655880541,3.244045051635925e-11,63.586603072706055,0.41979174645718736,54,True,
5,2,2,0.04857142857142857,0.03142857142857143,0.11000000000000001,0.7224788417493935,0.40759101594787395,16,16,0,0.8425,0.00046472835213794985,1.2319640326017663e-10,64.64181016663312,0.4759888301874421,57,True,
5,2,3,0.04857142857142857,0.03142857142857143,0.155,0.8091255438077197,0.42489499840312994,18,18,1,0.7493333333333333,0.0007101245337288862,3.1513128053501065e-11,64.4911570727719,0.46843556370951744,57,True,
5,2,4,0.04857142857142857,0.03142857142857143,0.2,0.6760024162916389,0.40358426737358283,19,19,1,0.6845263157894736,0.0004719004143976777,5.34630655539659e-11,65.04303016788302,0.30972187612017527,49,True,
5,3,0,0.04857142857142857,0.037142857142857144,0.02,1.1714358450367328,0.5005758281138222,18,18,4,0.6827222222222221,0.00038630740678566766,9.455615927608085e-11,64.14018598843438,0.5191668664504019,60,True,
5,3,1,0.04857142857142857,0.037142857142857144,0.065,1.0837039429260198,0.4843429057006062,18,18,9,0.7358888888888889,0.0009676773253330543,4.07052130950316e-11,64.70091009198059,0.40974326707732933,54,True,
5,3,2,0.04857142857142857,0.037142857142857144,0.11000000000000001,1.1453570143158673,0.49108860802948334,19,19,7,0.6703157894736841,0.000589484090600129,6.816506641937254e-11,63.84293800855532,0.5051685751282993,59,True,
