i,j,k,g_LK,g_h,c_ctx2th,sp_peak_power_log,sp_env_cv,n_events_raw,n_events_valid,n_events_verified,mean_event_dur,pac_mi,ctx_min,ctx_max,ctx_ibi_cv,ctx_n_bursts,ok,fail_reason
7,10,1,0.06,0.07714285714285714,0.065,1.744989558707459,0.5342541257474739,16,16,16,0.8060625,0.0007408373650510653,3.225903899683826e-11,63.51609106679346,0.37907513808307314,52,True,
7,10,2,0.06,0.07714285714285714,0.11000000000000001,1.6789824415042662,0.5580208917700838,16,16,16,0.6990625,0.0012012292272241107,4.088421884704696e-11,66.14724268104023,0.4132575366471378,54,True,
7,10,3,0.06,0.07714285714285714,0.155,1.5939353096759266,0.5327318013779465,20,20,20,0.6365999999999999,0.001179901901582458,4.1630757171375047e-11,66.28287698867665,0.4642253184474182,57,True,
7,10,4,0.06,0.07714285714285714,0.2,1.8214814038227443,0.5832778237453714,19,19,19,0.6993684210526316,0.0009589221164096032,5.47572539847375e-11,66.58582177902532,0.5095719033031761,59,True,
7,11,0,0.06,0.08285714285714287,0.02,1.328238532887573,0.502507751976435,17,17,17,0.7163529411764706,0.0004903481194204147,2.6056043279289047e-11,63.659397985161476,0.5129395573893956,59,True,
7,11,1,0.06,0.08285714285714287,0.065,1.2819576866990765,0.5609139310594687,12,12,12,0.6235,0.0014499379094032232,8.473497515413982e-11,67.0067113615698,0.532958544978009,60,True,
7,11,2,0.06,0.08285714285714287,0.11000000000000001,1.389778747344249,0.5467247895169364,17,17,17,0.7784117647058824,0.0006088216069686166,3.93232530651942e-11,65.51969120188247,0.35368305126004745,51,True,
7,11,3,0.06,0.08285714285714287,0.155,1.2485378177738673,0.5535386855758505,17,17,17,0.8088235294117648,0.0008967602632243497,4.497075169105414e-11,64.97282055238395,0.3863052022828518,52,True,
7,11,4,0.06,0.08285714285714287,0.2,1.3958331684109184,0.5423477938647064,21,21,21,0.6338095238095238,0.0007112980278503672,1.5804086421969752e-11,62.50571018233879,0.46059134368045473,55,True,
7,12,0,0.06,0.08857142857142858,0.02,1.0668521948513916,0.5044981552717627,19,19,19,0.6717894736842105,0.000547535939969974,3.5999087383727976e-11,63.799084343780024,0.4741937641493573,57,True,
7,12,1,0.06,0.08857142857142858,0.065,1.0561297035908273,0.5452988361955978,22,22,21,0.6250000000000001,0.0005821587351312067,6.914657797819205e-11,64.592646222672,0.6445756521920587,68,True,
7,12,2,0.06,0.08857142857142858,0.11000000000000001,0.9834023726255713,0.5169988689267381,16,16,15,0.7621249999999999,0.0010912699778156273,1.444273583347492e-11,64.20870384016015,0.38501645078468144,52,True,
7,12,3,0.06,0.08857142857142858,0.155,1.0282255910170186,0.5670973888496252,19,19,18,0.6839999999999999,0.0009407990966505558,5.732864230032881e-11,64.96263954233332,0.46482819250038676,56,True,
7,12,4,0.06,0.08857142857142858,0.2,1.0416428272646878,0.531980098069434,18,18,18,0.7031666666666667,0.0009054049981305527,4.321232708712024e-11,64.18407338360409,0.577541751428287,63,True,
7,13,0,0.06,0.09428571428571429,0.02,0.8401935863032742,0.5016588970381298,20,20,20,0.62815,0.00089070172530397,2.3844602354759446e-11,65.29261907447683,0.4272082237455099,55,True,
7,13,1,0.06,0.09428571428571429,0.065,0.7546343545841128,0.558549910566084,18,18,17,0.7402777777777778,0.0009360484010139149,6.995687507884384e-11,67.38927580750708,0.3993622294170661,53,True,
7,13,2,0.06,0.09428571428571429,0.11000000000000001,0.9222608889422855,0.5242080808694558,17,17,17,0.7697647058823529,0.0003243390975198935,4.664120179166563e-11,66.07578571799883,0.6159272668240929,65,True,
7,13,3,0.06,0.09428571428571429,0.155,0.8151499455846032,0.5148506262203062,19,19,19,0.6701578947368421,0.0007468309566467945,9.349343437730982e-12,62.96468009896393,0.41750694075383576,53,True,
7,13,4,0.06,0.09428571428571429,0.2,0.8753929923390983,0.495470846849095,18,18,18,0.5937777777777778,0.0010728705410183689,2.1064656477192077e-11,66.20714977144486,0.4761102042761078,56,True,
7,14,0,0.06,0.1,0.02,0.6882618273737273,0.4963382382905053,17,17,16,0.6990000000000001,0.002188715438650746,1.1277662859754054e-11,63.63204230823721,0.39373148033519917,53,True,
7,14,1,0.06,0.1,0.065,0.6649083034713492,0.4769489311830878,15,15,14,0.7875333333333334,0.0005830871711546299,1.1037187086615765e-11,64.99334430184632,0.3963336658901756,53,True,
7,14,2,0.06,0.1,0.11000000000000001,0.6924013110050844,0.5516390919978839,18,18,17,0.7151666666666666,0.0005073704750937476,3.7922594045994106e-11,64.2894508741697,0.4711540865108814,57,True,
7,14,3,0.06,0.1,0.155,0.7936876391939379,0.5241751270028878,18,18,17,0.7156111111111111,0.00028936527072677556,5.813575358778091e-11,66.31765543668584,0.31835314608342136,50,True,
7,14,4,0.06,0.1,0.2,0.6240174608060072,0.5354245904976833,18,18,18,0.6961111111111111,0.0008292753111640285,8.41534944680371e-11,64.86387308495276,0.3735936805172933,51,True,
8,0,0,0.06571428571428571,0.02,0.02,0.0,0.5501367897468704,20,20,1,0.6481000000000001,0.0010814360644253705,9.974340864103261e-11,64.7720548455948,0.4034652791439473,54,True,
8,0,1,0.06571428571428571,0.02,0.065,0.0,0.5486686706964597,17,17,0,0.7808235294117647,0.0005338786226286573,8.886274879042228e-12,64.6245673013663,0.429215099971146,55,True,
8,0,2,0.06571428571428571,0.02,0.11000000000000001,0.0,0.5707385465850849,17,17,2,0.7321176470588234,0.0007425090740452397,5.645880135555844e-11,64.12434438256774,0.4439559498495101,55,True,
8,0,3,0.06571428571428571,0.02,0.155,0.0,0.5583419026743363,20,20,0,0.62295,0.0013507717862581467,5.480263069891692e-11,63.9807767387025,0.351188820949142,51,True,
8,0,4,0.06571428571428571,0.02,0.2,0.0,0.540750011625706,17,17,0,0.7450000000000001,0.00394317480972836,4.4788698629694847e-11,64.73478105598662,0.32538765828263255,50,True,
8,1,0,0.06571428571428571,0.025714285714285714,0.02,0.0,0.5493845205157551,19,19,1,0.6736315789473684,0.000807450998734589,8.35918570932408e-12,64.18133672108179,0.47688820921322633,58,True,
8,1,1,0.06571428571428571,0.025714285714285714,0.065,0.0,0.5927567069646706,17,17,2,0.7307647058823529,0.0016237660334092704,4.17901556753757e-11,65.2646274612563,0.41409048587052794,54,True,
8,1,2,0.06571428571428571,0.025714285714285714,0.11000000000000001,0.0,0.5394574270902303,14,14,0,0.7192857142857143,0.0004727595372095335,4.9328552605128045e-11,66.30961229113852,0.4090362807029894,53,True,
8,1,3,0.06571428571428571,0.025714285714285714,0.155,0.0,0.5286782540280424,19,19,0,0.7083157894736841,0.0039874464015540135,1.5639578012544497e-11,65.65539258662164,0.3829927641198859,52,True,
8,1,4,0.06571428571428571,0.025714285714285714,0.2,0.0,0.576859630085417,15,15,1,0.7005333333333332,0.003341861390317051,4.683291794847818e-11,64.58881520874164,0.4010181086638108,53,True,
8,2,0,0.06571428571428571,0.03142857142857143,0.02,0.1273736294562639,5.744043248625744,10,10,1,0.697,0.025501965290882764,3.4198680946128276e-11,66.40165353175503,0.500680546070284,59,True,
8,2,1,0.06571428571428571,0.03142857142857143,0.065,0.08433897753410581,5.431779062635821,7,7,0,0.7510000000000001,0.061952488024461454,4.365386004642419e-11,64.88405576888776,0.6441915684972302,70,True,
8,2,2,0.06571428571428571,0.03142857142857143,0.11000000000000001,0.0,0.6818283115690584,15,15,1,0.8078666666666666,0.0033804656372178636,3.693674358449775e-11,64.97316183630663,0.3502239044815799,51,True,
8,2,3,0.06571428571428571,0.03142857142857143,0.155,0.09119783562800546,6.1891050827293395,11,11,0,0.6604545454545455,0.07210337339815853,1.5553471710952215e-11,64.45748820883706,0.39969155666488626,53,True,
8,2,4,0.06571428571428571,0.03142857142857143,0.2,0.1594850753441371,2.657771192200789,5,5,0,1.3538000000000001,0.08770790498428749,2.9021186830977633e-11,65.42538524752295,0.4561406056152783,56,True,
8,3,0,0.06571428571428571,0.037142857142857144,0.02,0.14636541627416427,1.6169883951493929,26,26,0,0.5288461538461539,0.007507486692998768,5.914412773379931e-11,64.67118071735278,0.41240662684376606,54,True,
8,3,1,0.06571428571428571,0.037142857142857144,0.065,0.10911520203656914,1.378861781162097,30,30,0,0.42883333333333334,0.0050556528610443555,7.839594417615996e-11,63.21379824469743,0.2904409939762965,49,True,
8,3,2,0.06571428571428571,0.037142857142857144,0.11000000000000001,0.14800122633875112,1.4180883584697102,30,30,0,0.45833333333333326,0.0009214188514365172,1.917702608663066e-11,64.90227669587695,0.379841527869152,52,True,
8,3,3,0.06571428571428571,0.037142857142857144,0.155,0.16242825481864168,1.4226789406013725,28,28,0,0.4612500000000001,0.010532480748198205,3.527698940869276e-11,63.95615100424455,0.4180778462828073,54,True,
8,3,4,0.06571428571428571,0.037142857142857144,0.2,0.25686925545343486,1.302416364657971,19,19,0,0.49157894736842106,0.012163503172304033,4.3830493782149125e-11,65.33438889404744,0.513353624530642,59,True,
8,4,0,0.06571428571428571,0.04285714285714286,0.02,0.15335219135175351,1.3507749862980856,33,33,0,0.3966363636363636,0.014358535403829756,7.2309721570535e-12,63.0682566763696,0.3889565800655304,52,True,
8,4,1,0.06571428571428571,0.04285714285714286,0.065,0.13417080997254352,1.3541705581837276,35,35,0,0.3684857142857142,0.006637053485761595,4.2505962211274956e-11,63.795967404431856,0.48752657765905744,58,True,
8,4,2,0.06571428571428571,0.04285714285714286,0.11000000000000001,0.1595201734357981,1.2928657281982654,31,31,0,0.3805806451612903,0.0031055620052277376,1.564547946806936e-11,63.89481150999892,0.4739713578093037,57,True,
8,4,3,0.06571428571428571,0.04285714285714286,0.155,0.1365644710214474,1.3792962411632306,32,32,0,0.4041875,0.013547825984316206,4.0444365864839914e-11,65.86980395646405,0.4981019416382697,58,True,
8,4,4,0.06571428571428571,0.04285714285714286,0.2,0.1279462786811528,1.3913543506744448,33,33,0,0.40015151515151515,0.014523828458510218,1.0950689407851792e-10,66.15437189060482,0.3637646751456184,52,True,
8,5,0,0.06571428571428571,0.04857142857142857,0.02,0.1583902919245936,1.5661259753992205,27,27,0,0.5092592592592593,0.005381191459891767,1.1464388922694317e-10,64.4258195634701,0.3286403100898661,50,True,
8,5,1,0.06571428571428571,0.04857142857142857,0.065,0.1399025168365081,1.5130839408323615,28,28,0,0.4803928571428572,0.004175340279393826,4.9379128332973435e-11,64.33487426270622,0.4298704497722263,54,True,
8,5,2,0.06571428571428571,0.04857142857142857,0.11000000000000001,0.127435593060243,1.5179997626112565,29,29,0,0.47413793103448276,0.008498686875911463,2.5527898271259293e-11,64.93114197902126,0.42173268591671,54,True,
8,5,3,0.06571428571428571,0.04857142857142857,0.155,0.1198577654322852,1.6221355839689986,25,25,0,0.55,0.01309275968932963,4.1692650512487476e-11,65.52316311141836,0.4526848132203044,56,True,
8,5,4,0.06571428571428571,0.04857142857142857,0.2,0.15438704703875478,1.4280471816895113,31,31,0,0.4348387096774194,0.008932994278743592,5.950503020777531e-11,64.60083009155946,0.4752943299106736,57,True,
8,6,0,0.06571428571428571,0.054285714285714284,0.02,0.19350512594620395,1.7339595551832283,19,19,0,0.7236842105263157,0.005472304201135343,1.0142643312849326e-10,63.68228610592763,0.5363049243222807,60,True,
8,6,1,0.06571428571428571,0.054285714285714284,0.065,0.18981111421972724,1.763254479419152,19,19,0,0.7236842105263158,0.004355340088820615,8.461016430062976e-11,64.213126038186,0.3563382510433577,52,True,
8,6,2,0.06571428571428571,0.054285714285714284,0.11000000000000001,0.20650751513797608,1.786357378512738,19,19,0,0.7236842105263158,0.0029503743146332114,4.951917092240801e-11,66.48242269561915,0.3477286569926568,51,True,
8,6,3,0.06571428571428571,0.054285714285714284,0.155,0.13877102564783272,1.8148505187814756,17,17,0,0.8088235294117648,0.012631276472940238,1.0054887272247098e-11,63.88656807672544,0.5580312068185909,61,True,
8,6,4,0.06571428571428571,0.054285714285714284,0.2,0.17234257505197717,1.723347960497012,19,19,0,0.7236842105263158,0.00431967213810177,4.512850636390868e-11,64.3432859110636,0.47600684727208403,57,True,
8,7,0,0.06571428571428571,0.06,0.02,0.16156189928824885,1.9505032776051037,13,13,0,1.039769230769231,0.0041483670516064075,5.888590964276188e-11,66.16170612834374,0.4765882717122604,57,True,
8,7,1,0.06571428571428571,0.06,0.065,0.29264158064547596,2.218283896957816,10,10,3,1.1384,0.005078794627944844,3.541588062973881e-11,64.04648442851001,0.5223336151281365,59,True,
8,7,2,0.06571428571428571,0.06,0.11000000000000001,0.16289620185301443,2.012278663455134,15,15,4,0.9166666666666666,0.0067533621624191464,4.6894744436337364e-11,64.55275304503076,0.386190377390154,53,True,
8,7,3,0.06571428571428571,0.06,0.155,0.17361962962793218,1.9593603409769096,11,11,1,1.2303636363636365,0.012958002354011606,1.7863318700320826e-11,63.75603674849686,0.5666699390663152,61,True,
8,7,4,0.06571428571428571,0.06,0.2,0.2180172610311104,1.8326722261206083,12,12,1,1.1395,0.0365839905162203,3.29496824429965e-11,65.28891999553204,0.4299731128248623,55,True,
8,8,0,0.06571428571428571,0.06571428571428571,0.02,1.891475758868825,0.578947159566216,15,15,15,0.8955333333333332,0.00052452325241409,6.058739220921695e-11,65.08086648609859,0.4185779891432076,54,True,
8,8,1,0.06571428571428571,0.06571428571428571,0.065,1.785940339077013,0.6519455091495057,18,18,17,0.7420555555555556,0.0016456487164704557,8.977769617749754e-11,64.17605445191009,0.3803187346239177,54,True,
8,8,2,0.06571428571428571,0.06571428571428571,0.11000000000000001,1.8222340216006145,0.6798102621730967,14,14,12,0.7984285714285714,0.0009229186805164478,5.201276713817085e-11,64.97012269511278,0.4045994752189428,54,True,
8,8,3,0.06571428571428571,0.06571428571428571,0.155,1.8617592031336578,0.6074360700734788,11,11,10,0.93,0.00020943747714035542,1.7815984729407116e-11,64.85385547128202,0.5022489300151626,58,True,
8,8,4,0.06571428571428571,0.06571428571428571,0.2,1.8467618901743743,0.6093699209406883,16,16,15,0.8323125,0.00020147637134217234,2.2257261406953663e-11,66.2163334875691,0.5107982142628064,58,True,
8,9,0,0.06571428571428571,0.07142857142857142,0.02,1.5428324959639252,0.5725096415863516,14,14,14,0.7716428571428572,0.0009672798422801613,2.195474089596423e-11,63.11280435487441,0.4662209839754322,56,True,
8,9,1,0.06571428571428571,0.07142857142857142,0.065,1.5762325793538707,0.5668854064576923,18,18,18,0.7216666666666666,0.00036527142631727783,4.306863443580971e-11,65.15487520995111,0.3709045045414224,52,True,
8,9,2,0.06571428571428571,0.07142857142857142,0.11000000000000001,1.6233791053612125,0.56565715731088,11,11,11,1.0080909090909091,0.00047887175732452375,5.6172361195355385e-11,65.34169028211274,0.48304564049106646,57,True,
8,9,3,0.06571428571428571,0.07142857142857142,0.155,1.5761658039014952,0.5437916024977361,19,19,19,0.673578947368421,0.0020778784481904748,8.009394079395675e-11,65.25638409140377,0.28784830433030384,49,True,
8,9,4,0.06571428571428571,0.07142857142857142,0.2,1.5696288464571362,0.6101995811088418,16,16,16,0.817,0.0005083431951995643,7.814750021250924e-11,63.245286977949306,0.44859465208614585,56,True,
8,10,0,0.06571428571428571,0.07714285714285714,0.02,1.287666353478302,0.4971458480328863,18,18,18,0.7230555555555556,0.0007066428813831428,4.019128933943413e-11,63.892994208044634,0.6567786327237582,68,True,
8,10,1,0.06571428571428571,0.07714285714285714,0.065,1.3149301668859643,0.55495119520664,15,15,15,0.8586000000000001,0.0002801316336954017,8.120103943199544e-11,63.34320467920573,0.5103497690025818,59,True,
8,10,2,0.06571428571428571,0.07714285714285714,0.11000000000000001,1.251166541273879,0.5547130975642495,18,18,18,0.7149444444444444,0.0014048844014521865,2.2064349641611527e-11,64.49076681984327,0.3565559243300999,51,True,
8,10,3,0.06571428571428571,0.07714285714285714,0.155,1.1787691856764686,0.517964641182205,22,22,20,0.5945909090909091,0.0007795664576843375,4.6203636914990343e-11,63.90595466564107,0.42269150778748127,54,True,
8,10,4,0.06571428571428571,0.07714285714285714,0.2,1.2470447362065884,0.5505261022720411,17,17,16,0.7098235294117647,0.0008482315869461315,1.7155220039943407e-11,64.66928075996543,0.5889562955403875,63,True,
8,11,0,0.06571428571428571,0.08285714285714287,0.02,1.1233173810446473,0.5525343097696188,15,15,15,0.7220666666666666,0.0007831273467315602,1.9350977630817863e-11,63.043460002209336,0.47355908610545994,57,True,
8,11,1,0.06571428571428571,0.08285714285714287,0.065,1.2520057580783934,0.5124559144114548,16,16,15,0.7073125,0.0013706832266573046,3.92544062519522e-11,65.55883534293099,0.3618881369333652,52,True,
8,11,2,0.06571428571428571,0.08285714285714287,0.11000000000000001,1.1447271854891041,0.5127664681210622,15,15,15,0.7331333333333334,0.00039290378766031317,8.937789315881852e-11,64.45633500392299,0.44866672187814205,55,True,
8,11,3,0.06571428571428571,0.08285714285714287,0.155,1.1964007182269818,0.5299597016811616,18,18,18,0.725111111111111,0.0008224642627566402,3.644463418572487e-11,63.86633455757661,0.382236905695741,52,True,
8,11,4,0.06571428571428571,0.08285714285714287,0.2,0.9753357844579853,0.4983128928041435,22,22,20,0.5872727272727272,0.001298673376451838,3.313871386820244e-11,67.79433013439105,0.4096308427832658,53,True,
8,12,0,0.06571428571428571,0.08857142857142858,0.02,0.9142855885258531,0.5384643365113461,20,20,20,0.62165,0.0012181316946914046,2.2778914963313763e-11,63.158841985085616,0.4962064881985928,58,True,
8,12,1,0.06571428571428571,0.08857142857142858,0.065,0.9241466107659901,0.5259545076268775,16,16,16,0.7739375,0.0005803016544476624,5.017489173326729e-11,64.54327685876183,0.37357040263998953,52,True,
8,12,2,0.06571428571428571,0.08857142857142858,0.11000000000000001,0.8324632259049527,0.5695616198096712,20,20,18,0.65335,0.001319108722817134,6.737270353209366e-11,65.19281941701139,0.48620673638453826,57,True,
8,12,3,0.06571428571428571,0.08857142857142858,0.155,0.9112438013358493,0.5258183009783096,19,19,18,0.6812105263157894,0.0011925808779212669,4.5203972861508383e-11,67.16446915701748,0.4454664913093655,55,True,
8,12,4,0.06571428571428571,0.08857142857142858,0.2,0.8939978472730529,0.4876334559076672,19,19,14,0.6848947368421052,0.0005487360309616609,6.830347731225398e-11,64.82939768483591,0.4441838460724438,55,True,
8,13,0,0.06571428571428571,0.09428571428571429,0.02,0.7100836129475941,0.5154759017391634,14,14,12,0.7110714285714286,0.0008304622316915833,3.962047700558938e-11,66.41654959494845,0.2717820152978419,48,True,
8,13,1,0.06571428571428571,0.09428571428571429,0.065,0.8267440390799521,0.52794692204845,17,17,16,0.6589411764705883,0.0002789760727943294,5.0168288493774545e-11,63.885806496291664,0.3391416854020983,52,True,
8,13,2,0.06571428571428571,0.09428571428571429,0.11000000000000001,0.8549214496606332,0.49710910400664926,18,18,16,0.6007777777777776,0.0024098587665296856,3.157071275711389e-11,63.89853142542867,0.37616107172653784,52,True,
8,13,3,0.06571428571428571,0.09428571428571429,0.155,0.8356916593336693,0.5116936142012896,18,18,17,0.6802222222222223,0.0004712262998426074,8.174255308116388e-11,64.91579107729665,0.4387262681851616,56,True,
8,13,4,0.06571428571428571,0.09428571428571429,0.2,0.717135360171881,0.5265956747591908,17,17,16,0.7151176470588235,0.0014196777650947428,2.6174515106836677e-11,64.00548473485684,0.34544264103846556,51,True,
8,14,0,0.06571428571428571,0.1,0.02,0.6334498864247564,0.5540137712988419,18,18,16,0.7115555555555555,0.002370101363254991,5.218852107321957e-11,63.80481829916611,0.47432715153349686,57,True,
8,14,1,0.06571428571428571,0.1,0.065,0.6590406346492723,0.5312225703633694,19,19,17,0.6643684210526316,0.0004032914360659544,5.270244997372812e-11,64.77312523358286,0.4187772909864799,54,True,
8,14,2,0.06571428571428571,0.1,0.11000000000000001,0.6771620662377174,0.5425349354344136,23,23,18,0.571695652173913,0.0006662269656819758,4.190144872045022e-11,63.819453982178075,0.43793201289292694,55,True,
8,14,3,0.06571428571428571,0.1,0.155,0.6374561364752026,0.5273667338238481,11,11,11,0.8288181818181816,0.0010251235638579854,5.2538644301822967e-11,64.26457693368197,0.42830402068079326,55,True,
8,14,4,0.06571428571428571,0.1,0.2,0.8205581013057187,0.5046013865408941,20,20,18,0.6234,0.0007090076220154433,9.806237938897844e-12,65.35971034695352,0.36985294954879067,52,True,
9,0,0,0.07142857142857142,0.02,0.02,0.0,0.4946900662841771,18,18,3,0.7115555555555556,0.00048169266207566744,3.754416957898424e-11,63.17974429992539,0.48954665567812355,57,True,
9,0,1,0.07142857142857142,0.02,0.065,0.0,0.48073594178605417,17,17,1,0.6493529411764706,0.0006449995172244896,2.7481842514179513e-11,65.39952074204975,0.4075497654361701,53,True,
9,0,2,0.07142857142857142,0.02,0.11000000000000001,0.0,0.5034680376563779,15,15,0,0.734,0.0006899003303031087,5.1591653350287516e-11,64.94911774300873,0.6344087020496877,66,True,
9,0,3,0.07142857142857142,0.02,0.155,0.0,0.5304999427008239,17,17,0,0.712529411764706,0.0011589854773068644,5.4524782686387445e-11,64.9157538143163,0.41438379191380614,53,True,
9,0,4,0.07142857142857142,0.02,0.2,0.0,0.5559323139625836,21,21,1,0.6167619047619048,0.0014967094851266786,5.204011567241411e-11,64.98519350818972,0.34227432147635023,51,True,
9,1,0,0.07142857142857142,0.025714285714285714,0.02,0.0,0.5284231002082962,19,19,1,0.6576842105263158,0.002143491059808599,6.412314607998954e-11,67.58237471296246,0.3558393245933234,51,True,
9,1,1,0.07142857142857142,0.025714285714285714,0.065,0.0,0.509756816557529,20,20,0,0.6308,0.0009190529744351377,3.800823257834355e-11,67.35462785992087,0.3700071860476908,51,True,
9,1,2,0.07142857142857142,0.025714285714285714,0.11000000000000001,0.0,0.5256440580581786,20,20,0,0.65195,0.00040963806362431495,3.417079314256298e-11,65.77758849143163,0.24001129690117257,47,True,
9,1,3,0.07142857142857142,0.025714285714285714,0.155,0.0,0.5351753355447563,20,20,2,0.6204500000000001,0.0005278622081022441,5.849658857665556e-11,64.946226743784,0.3709859765060496,52,True,
9,1,4,0.07142857142857142,0.025714285714285714,0.2,0.0,0.5249047204719005,17,17,0,0.7431176470588235,0.0020582186099252497,1.9899858698135095e-11,64.57320476785027,0.5701062636024983,61,True,
9,2,0,0.07142857142857142,0.03142857142857143,0.02,0.0,0.5052509586144456,18,18,0,0.7060555555555555,0.0008700602101148607,1.5967780613840728e-11,65.38403581038138,0.39974163852505534,53,True,
9,2,1,0.07142857142857142,0.03142857142857143,0.065,0.0,0.5276461514055972,17,17,0,0.7620588235294117,0.0009177980525561033,4.919697275004557e-11,64.58004118873112,0.38938888173186786,53,True,
9,2,2,0.07142857142857142,0.03142857142857143,0.11000000000000001,0.07521062565251635,0.5081527477791977,18,18,2,0.7001111111111111,0.0014293623553381562,6.988131948834798e-11,66.21875320928815,0.4361062486790995,54,True,
9,2,3,0.07142857142857142,0.03142857142857143,0.155,0.0,0.5486497214814609,20,20,2,0.6648000000000002,0.0029772484282231055,3.776179226770735e-11,63.51777967417274,0.4854923913486243,57,True,
9,2,4,0.07142857142857142,0.03142857142857143,0.2,0.04375135687493054,0.5612896489457155,19,19,0,0.565736842105263,0.002488083245022761,1.8205580502903894e-10,65.18815811747668,0.5144902200653076,58,True,
9,3,0,0.07142857142857142,0.037142857142857144,0.02,0.097404717484432,0.5392145558494336,18,18,3,0.6824444444444445,0.0005163815951822035,6.376768656828055e-11,64.60393069411315,0.413109018557511,54,True,
9,3,1,0.07142857142857142,0.037142857142857144,0.065,0.14442876666298762,0.5216780784987278,19,19,1,0.6618421052631579,0.00015544442009392858,9.122409157356494e-11,64.15588421663865,0.29281968475596015,49,True,
9,3,2,0.07142857142857142,0.037142857142857144,0.11000000000000001,0.1298505553268572,0.5026617056898647,19,19,0,0.7120526315789475,0.0012038236794864896,2.625737746364577e-11,63.79604296548183,0.5383285415844099,60,True,
9,3,3,0.07142857142857142,0.037142857142857144,0.155,0.11992963245836545,0.5545675520641673,19,19,2,0.6891578947368422,0.002216992328485489,3.033719780916175e-11,65.78209789595464,0.617385577064266,64,True,
9,3,4,0.07142857142857142,0.037142857142857144,0.2,0.23379883403279975,0.5082779417580139,18,18,0,0.6922222222222223,0.0030043646293199263,7.272819975601502e-11,63.93240234856704,0.4080607077952943,54,True,
9,4,0,0.07142857142857142,0.04285714285714286,0.02,0.4367479075753183,0.5349995327105546,15,15,2,0.6836666666666668,0.0003312216119649892,1.6060751589148885e-11,66.85981540395716,0.4041831348329499,53,True,
9,4,1,0.07142857142857142,0.04285714285714286,0.065,0.30098798970763174,0.5113446251127981,17,17,0,0.6654117647058824,0.0009738732636460406,5.4532348454678205e-11,63.35352454520314,0.39884164213224227,53,True,
9,4,2,0.07142857142857142,0.04285714285714286,0.11000000000000001,0.31188948550407913,0.5647201885279816,16,16,2,0.82775,0.000748176570044702,2.012783784756686e-11,64.28540731308713,0.3028008635204789,49,True,
9,4,3,0.07142857142857142,0.04285714285714286,0.155,0.32431122252000016,0.5209263132141213,16,16,0,0.783625,0.00164186038156892,8.009836981006319e-11,66.12113111906925,0.4837287885230627,57,True,
9,4,4,0.07142857142857142,0.04285714285714286,0.2,0.2996092540761349,0.7663514138440752,17,17,2,0.7328823529411764,0.013937140948074552,1.533255244439978e-11,63.31592854573598,0.46155468358428664,57,True,
9,5,0,0.07142857142857142,0.04857142857142857,0.02,0.757039922329795,0.5029209728688221,18,18,2,0.7298333333333333,0.0006295162797765113,7.107503538282076e-11,65.00024791536362,0.47797202948939843,57,True,
9,5,1,0.07142857142857142,0.04857142857142857,0.065,0.6789528061008722,0.5462075592164589,15,15,1,0.8261333333333333,0.0008063066738850564,7.091417095003568e-11,64.3205765137491,0.33620770863479477,52,True,
9,5,2,0.07142857142857142,0.04857142857142857,0.11000000000000001,0.7285093956692721,0.56222168603864,19,19,2,0.7139473684210526,0.0009910908152256789,6.635902160103944e-11,63.43260067899753,0.4451846585623435,55,True,
9,5,3,0.07142857142857142,0.04857142857142857,0.155,0.5947913021206105,0.5624547863194322,17,17,2,0.7814117647058824,0.0015970424558958037,5.890521219772979e-11,64.1183278486596,0.5250271572685522,59,True,
9,5,4,0.07142857142857142,0.04857142857142857,0.2,0.8977158085018221,0.5588493979885183,16,16,2,0.8420625,0.0024008371389134496,3.140490005947363e-11,65.32946457658379,0.39401871653148157,53,True,
9,6,0,0.07142857142857142,0.054285714285714284,0.02,0.999998122605783,0.5928500902962721,16,16,6,0.82825,0.000510492403780163,2.0597087851045543e-11,63.073749493518115,0.4905178562856349,58,True,
9,6,1,0.07142857142857142,0.054285714285714284,0.065,1.0925771888219915,0.5379183895602606,22,22,6,0.6124999999999999,0.0016404115587109883,3.347307268250307e-11,66.91266419465467,0.4325191187832267,55,True,
9,6,2,0.07142857142857142,0.054285714285714284,0.11000000000000001,1.0749056035595597,0.5154165567128062,15,15,4,0.8563333333333335,0.0005835261444470652,2.7248751296189175e-11,65.89116497949155,0.39367595241714937,53,True,
9,6,3,0.07142857142857142,0.054285714285714284,0.155,0.9266742721432837,0.5517161792155346,18,18,5,0.5738333333333334,0.001499981344593886,9.653093860214824e-12,64.3044751411079,0.30069933801478127,49,True,
9,6,4,0.07142857142857142,0.054285714285714284,0.2,1.0522112020071246,0.5805820918220469,19,19,4,0.7021052631578947,0.0034830178685921675,1.731783411390716e-11,64.20522959195029,0.3719613102004312,52,True,
9,7,0,0.07142857142857142,0.06,0.02,1.1733060847662355,0.5256784359366052,19,19,8,0.6885789473684211,0.0005194676856396647,4.756509685442364e-11,65.3292839642691,0.43859117324789576,55,True,
9,7,1,0.07142857142857142,0.06,0.065,1.1945539215202066,0.5603075048563275,17,17,6,0.7545294117647058,0.001257815795285059,4.7151865976517885e-11,63.3906429480226,0.3863440433616872,53,True,
9,7,2,0.07142857142857142,0.06,0.11000000000000001,1.1915181019846808,0.5699060842104234,21,21,9,0.6349523809523808,0.0011601004339828083,2.4067988687928937e-11,66.58453068424927,0.4372509769352693,54,True,
