distribution,training_iqr_scaled_euclidean_distance
posterior_predictive,2.6237075088459174
posterior_predictive,3.1391873118826252
posterior_predictive,1.7658205400177165
posterior_predictive,1.669049612825256
posterior_predictive,2.5610899801127704
posterior_predictive,2.550390832274121
posterior_predictive,2.3807114292880978
posterior_predictive,2.4053132148460725
posterior_predictive,3.2457997831822283
posterior_predictive,3.444836150900758
posterior_predictive,2.418751820395163
posterior_predictive,2.0749081331068697
posterior_predictive,2.3926757414384516
posterior_predictive,2.8604532367339917
posterior_predictive,0.8010032207691911
posterior_predictive,2.1384675099843053
posterior_predictive,1.8129228002207745
posterior_predictive,1.6419389379534222
posterior_predictive,2.5108647283529066
posterior_predictive,2.5898821103422063
posterior_predictive,1.9319889232705685
posterior_predictive,2.052826086526069
posterior_predictive,2.47887550580866
posterior_predictive,1.919596752335931
posterior_predictive,2.3643822687508256
posterior_predictive,2.4443752649771815
posterior_predictive,1.0272370684566103
posterior_predictive,2.4227665588602423
posterior_predictive,0.6387021224803076
posterior_predictive,3.438084340740058
posterior_predictive,2.4913741906849336
posterior_predictive,3.52498952934921
posterior_predictive,3.0047980231408613
posterior_predictive,2.990488693453403
posterior_predictive,3.7434846680328877
posterior_predictive,2.7143572441910973
posterior_predictive,1.3875670937086633
posterior_predictive,2.710743582723748
posterior_predictive,2.7655392761720767
posterior_predictive,2.5571227363203226
posterior_predictive,3.9858186484861187
posterior_predictive,2.36386762184435
posterior_predictive,2.496685122090015
posterior_predictive,1.1448140791057455
posterior_predictive,0.5530139366282163
posterior_predictive,3.5195408692666588
posterior_predictive,2.0957871391158105
posterior_predictive,0.7622469046195808
posterior_predictive,2.2439206717571794
posterior_predictive,2.572963181556096
posterior_predictive,2.11076561310603
posterior_predictive,2.2825482507482318
posterior_predictive,1.6343862220257468
posterior_predictive,2.027724280348758
posterior_predictive,2.208597886586663
posterior_predictive,2.485614423476214
posterior_predictive,1.2013020661839775
posterior_predictive,2.8188926446017706
posterior_predictive,2.6162382769619503
posterior_predictive,2.892181459734919
posterior_predictive,1.5560578096667383
posterior_predictive,2.8476949761290857
posterior_predictive,0.7241203356456247
posterior_predictive,2.3323408634169955
posterior_predictive,2.7947104636052313
posterior_predictive,2.2008474422132136
posterior_predictive,2.1876165507186074
posterior_predictive,2.795655068736682
posterior_predictive,4.002949810800832
posterior_predictive,1.7480580924525644
posterior_predictive,1.9657547734361718
posterior_predictive,2.707337982244095
posterior_predictive,2.453552834386998
posterior_predictive,4.51856600020228
posterior_predictive,1.8018170457155311
posterior_predictive,1.4794211569593465
posterior_predictive,3.974730183465558
posterior_predictive,1.3973863030104998
posterior_predictive,2.924756031903731
posterior_predictive,1.2821648536015557
posterior_predictive,1.5800941390223242
posterior_predictive,3.033925367723936
posterior_predictive,3.4283530209258597
posterior_predictive,0.9838941806612513
posterior_predictive,2.8574731315366755
posterior_predictive,2.5531116852620257
posterior_predictive,3.767010715663527
posterior_predictive,0.7829649899629696
posterior_predictive,0.8385793135229376
posterior_predictive,2.1456594769628348
posterior_predictive,2.244134369316263
posterior_predictive,2.037949090722994
posterior_predictive,2.4135555698000726
posterior_predictive,2.589632472429522
posterior_predictive,2.0922592938468068
posterior_predictive,2.705119675544215
posterior_predictive,2.1211625936047205
posterior_predictive,3.7175217435374712
posterior_predictive,4.1637320730886245
posterior_predictive,3.066318876999192
posterior_predictive,1.78382965383094
posterior_predictive,3.604398677830761
posterior_predictive,2.7085368159936714
posterior_predictive,3.782002648383599
posterior_predictive,2.6999751215033805
posterior_predictive,2.4492892090784824
posterior_predictive,1.2361385776124036
posterior_predictive,1.7566843325475454
posterior_predictive,0.7982839065253321
posterior_predictive,2.324475895301484
posterior_predictive,1.758921870086394
posterior_predictive,2.7174985687421023
posterior_predictive,2.3213175614070374
posterior_predictive,2.5245578437845895
posterior_predictive,3.2363569137295016
posterior_predictive,2.084854342035155
posterior_predictive,2.476618914554846
posterior_predictive,2.0840913512456485
posterior_predictive,2.6898638530314716
posterior_predictive,2.8987011571336945
posterior_predictive,2.105367559738205
posterior_predictive,0.9828430728289481
posterior_predictive,2.1661244739058296
posterior_predictive,2.517654433307281
posterior_predictive,2.3406044831311035
posterior_predictive,5.666429190556134
posterior_predictive,1.8905814012394597
posterior_predictive,3.291585505216113
posterior_predictive,2.4212818455920977
posterior_predictive,2.185570199613045
posterior_predictive,1.2638350355034176
posterior_predictive,3.6501852950313087
posterior_predictive,2.4335655225557127
posterior_predictive,2.0896959129828265
posterior_predictive,2.362808434305509
posterior_predictive,1.0902135944193359
posterior_predictive,3.3348095768182477
posterior_predictive,2.694825240996737
posterior_predictive,2.707625483339346
posterior_predictive,1.2376911211302297
posterior_predictive,3.9339035901102903
posterior_predictive,1.897238763787916
posterior_predictive,2.339106439583931
posterior_predictive,1.7679078695984494
posterior_predictive,1.9053840706210832
posterior_predictive,1.6463185169803047
posterior_predictive,1.8308650463804732
posterior_predictive,2.1783840223506274
posterior_predictive,1.6292849635937456
posterior_predictive,1.2404672177904053
posterior_predictive,2.2528342215505965
posterior_predictive,1.8444308732953378
posterior_predictive,1.7400783124476034
posterior_predictive,2.2832628941158357
posterior_predictive,2.4511869921362557
posterior_predictive,3.387015747431499
posterior_predictive,2.806192573016132
posterior_predictive,1.3616896761622814
posterior_predictive,2.820825305252281
posterior_predictive,2.571958023760072
posterior_predictive,2.676486473049344
posterior_predictive,1.2355946675709342
posterior_predictive,1.67982457553649
posterior_predictive,4.749300303854797
posterior_predictive,1.89168761749127
posterior_predictive,3.0470402601097915
posterior_predictive,4.636089543363109
posterior_predictive,2.6327781615263026
posterior_predictive,2.095538604360284
posterior_predictive,2.146553416218922
posterior_predictive,2.329336377492568
posterior_predictive,0.9894780090482145
posterior_predictive,3.657881087862783
posterior_predictive,1.3943648242377984
posterior_predictive,1.8874417756902098
posterior_predictive,1.8834381763025452
posterior_predictive,3.0143422275943426
posterior_predictive,3.294769500596736
posterior_predictive,2.7466277460650175
posterior_predictive,2.828353004281288
posterior_predictive,2.302115272802143
posterior_predictive,2.8045973139998313
posterior_predictive,1.9491487856948981
posterior_predictive,3.9883899146300634
posterior_predictive,3.663371979850113
posterior_predictive,1.9115786749825578
posterior_predictive,2.186622328129803
posterior_predictive,2.3826807902817886
posterior_predictive,2.550310326781688
posterior_predictive,2.616754732752264
posterior_predictive,4.07473918648389
posterior_predictive,1.9519467629020482
posterior_predictive,3.08811101435648
posterior_predictive,2.6879270219873588
posterior_predictive,1.2776171958453792
posterior_predictive,1.3086043843408042
posterior_predictive,2.719954661148779
posterior_predictive,2.8375229770207278
posterior_predictive,1.9588065441022497
posterior_predictive,2.6279245583543456
posterior_predictive,0.9772180579026559
posterior_predictive,1.3768887477504443
posterior_predictive,1.8605465857664885
posterior_predictive,2.351065543218983
posterior_predictive,2.1377797079383094
posterior_predictive,0.9350520993595921
posterior_predictive,3.0899837793408707
posterior_predictive,0.5115977796448498
posterior_predictive,2.1284142211982657
posterior_predictive,1.8058877660131991
posterior_predictive,2.8557977118369786
posterior_predictive,2.798251569360091
posterior_predictive,3.0315664595135035
posterior_predictive,2.042323565933682
posterior_predictive,1.8773461910195774
posterior_predictive,3.7772650477318805
posterior_predictive,1.8917901252611447
posterior_predictive,2.4773335503070015
posterior_predictive,2.2444286136489113
posterior_predictive,1.0702869250750018
posterior_predictive,2.87949415728359
posterior_predictive,1.3806393787607585
posterior_predictive,2.1273936720521163
posterior_predictive,2.617828889611561
posterior_predictive,1.6759260299975076
posterior_predictive,2.383983499618297
posterior_predictive,4.109981517827032
posterior_predictive,2.831658782109919
posterior_predictive,2.8482117551847224
posterior_predictive,2.432064580920407
posterior_predictive,1.539426312585051
posterior_predictive,2.33784180648324
posterior_predictive,2.904015136997016
posterior_predictive,2.334178136356649
posterior_predictive,3.0178063681740235
posterior_predictive,3.496307921328434
posterior_predictive,1.8879789577786272
posterior_predictive,2.4040770637606914
posterior_predictive,3.7766548905775523
posterior_predictive,2.3185600461212243
posterior_predictive,2.3158113378560934
posterior_predictive,0.7856699768171268
posterior_predictive,1.7910597521445475
posterior_predictive,3.2899426454306924
posterior_predictive,2.329530616551499
posterior_predictive,2.955425278421146
posterior_predictive,2.285617017534305
posterior_predictive,2.936514673621576
posterior_predictive,1.4761246147486973
posterior_predictive,2.6605099052090933
posterior_predictive,2.6304148519468638
posterior_predictive,1.885144830493448
posterior_predictive,3.253144434098395
posterior_predictive,2.407864641793164
posterior_predictive,3.780262387607197
posterior_predictive,3.442816648434896
prior_predictive,2.7776686209206782
prior_predictive,4.133359242102981
prior_predictive,3.4841356917315225
prior_predictive,3.5514870887953824
prior_predictive,4.21004889635714
prior_predictive,2.117704669749409
prior_predictive,6.108195476998743
prior_predictive,3.174540837290069
prior_predictive,4.564370417346458
prior_predictive,3.654743882429117
prior_predictive,5.175163134644484
prior_predictive,41.91396097920048
prior_predictive,3.7824003079565425
prior_predictive,4.013072980208213
prior_predictive,3.8193904437026163
prior_predictive,9.046655466324209
prior_predictive,4.20413636472931
prior_predictive,3.4971256213185953
prior_predictive,4.069006916210256
prior_predictive,4.886236346069509
prior_predictive,4.671136623617326
prior_predictive,3.41088338553299
prior_predictive,44.3206626494538
prior_predictive,3.612249480682868
prior_predictive,5.11465719279922
prior_predictive,3.7739187367513294
prior_predictive,2.687820137899014
prior_predictive,4.065412452673588
prior_predictive,2.878277436581778
prior_predictive,3.1797450832228256
prior_predictive,3.464729751055365
prior_predictive,4.139738819884217
prior_predictive,5.133568300801811
prior_predictive,3.513422217834972
prior_predictive,13.789014152158835
prior_predictive,4.434202051460449
prior_predictive,4.6327990940291235
prior_predictive,4.4817066101017415
prior_predictive,5.422789328044845
prior_predictive,4.2461525510864995
prior_predictive,3.1593586656872032
prior_predictive,1.7311695473305515
prior_predictive,3.1038039583871635
prior_predictive,4.976923399239649
prior_predictive,4.134092142428778
prior_predictive,3.9956232163403844
prior_predictive,2.748056816982697
prior_predictive,3.7104880391599893
prior_predictive,4.219052471858321
prior_predictive,5.182207048680248
prior_predictive,5.206840656151267
prior_predictive,3.7847084690576316
prior_predictive,2.6756389867133055
prior_predictive,2.780356048625229
prior_predictive,4.075460650849121
prior_predictive,3.784246066820818
prior_predictive,3.2398838423411105
prior_predictive,5.79960067525521
prior_predictive,2.930557580905514
prior_predictive,9.451934689543611
prior_predictive,5.093610081720786
prior_predictive,3.154976344065096
prior_predictive,4.940699277218726
prior_predictive,23.348636907358156
prior_predictive,4.856533770211286
prior_predictive,3.5311411793744516
prior_predictive,5.112285608998688
prior_predictive,2.9624323617353223
prior_predictive,3.9303962289988874
prior_predictive,5.3525336951535225
prior_predictive,3.346390707273983
prior_predictive,3.9915888899260725
prior_predictive,2.6765895648211298
prior_predictive,4.499122664080153
prior_predictive,5.275762682977277
prior_predictive,3.9698318620255146
prior_predictive,5.20537963807503
prior_predictive,3.6642967733811074
prior_predictive,4.321808243640407
prior_predictive,3.498535275537087
prior_predictive,4.006994510842692
prior_predictive,2.156830619455853
prior_predictive,4.388812182949684
prior_predictive,3.621810741006043
prior_predictive,4.095266970365707
prior_predictive,3.665445376474964
prior_predictive,4.123889187251188
prior_predictive,4.367814187134938
prior_predictive,4.39213630437571
prior_predictive,4.772653048186869
prior_predictive,2.935758957061619
prior_predictive,4.368298815598735
prior_predictive,4.033976871425806
prior_predictive,14.564063078680633
prior_predictive,6.404610531322918
prior_predictive,3.8367504317291816
prior_predictive,4.289311001743474
prior_predictive,3.942692010094574
prior_predictive,3.9663370351724367
prior_predictive,5.189698445546673
prior_predictive,3.9524894628223004
prior_predictive,2.043663528472335
prior_predictive,5.527334268947438
prior_predictive,3.4908962062378155
prior_predictive,4.838277430577806
prior_predictive,4.064607292115398
prior_predictive,4.405146802160634
prior_predictive,3.8622432985762654
prior_predictive,5.2066256129031
prior_predictive,3.483295760674148
prior_predictive,4.576114959292375
prior_predictive,2.9693542520320273
prior_predictive,2.4801500738395563
prior_predictive,4.923827701787415
prior_predictive,3.2233254154199216
prior_predictive,3.0693886625898483
prior_predictive,2.5065088520140253
prior_predictive,3.859985798235152
prior_predictive,4.103110857430504
prior_predictive,4.111551350372166
prior_predictive,5.079605915951233
prior_predictive,4.146953458896361
prior_predictive,5.359031842695043
prior_predictive,4.26118014210668
prior_predictive,2.634246068376277
prior_predictive,3.998271749212911
prior_predictive,4.325224341580066
prior_predictive,4.5317055346732324
prior_predictive,3.0121736572755164
prior_predictive,5.530232369988888
prior_predictive,3.0794300451680203
prior_predictive,3.9239620305266634
prior_predictive,3.124473330429779
prior_predictive,1.7180901792987198
prior_predictive,5.390859525915721
prior_predictive,3.755257800447913
prior_predictive,5.0280203387911735
prior_predictive,4.757499376614614
prior_predictive,4.496484564323658
prior_predictive,3.7607039215593723
prior_predictive,3.7565247047081654
prior_predictive,5.136446921303059
prior_predictive,43.78752252922577
prior_predictive,4.090488494012265
prior_predictive,3.702829602778587
prior_predictive,5.317475185980539
prior_predictive,3.6386984756028458
prior_predictive,106.23721622610934
prior_predictive,3.7726579167482583
prior_predictive,3.152387273232369
prior_predictive,4.571256019795172
prior_predictive,4.776515418630603
prior_predictive,1.7307574541146609
prior_predictive,3.652076606506069
prior_predictive,6.458291452851507
prior_predictive,3.4080290201085353
prior_predictive,4.992489072112869
prior_predictive,5.032504294128792
prior_predictive,2.8595978043136414
prior_predictive,2.8108656250196162
prior_predictive,4.833644059973739
prior_predictive,3.794823901545862
prior_predictive,5.103246307072384
prior_predictive,20.064380390582123
prior_predictive,3.2926664011025912
prior_predictive,4.398463897061143
prior_predictive,3.255091736954213
prior_predictive,19.601864197744412
prior_predictive,4.090031723671822
prior_predictive,5.01478509116761
prior_predictive,4.572517676008212
prior_predictive,2.417996544703047
prior_predictive,3.8514644310424315
prior_predictive,3.8501640534893857
prior_predictive,4.8890129110370175
prior_predictive,3.030388688334589
prior_predictive,3.0553012069403787
prior_predictive,3.5362768563156575
prior_predictive,3.8216184589048017
prior_predictive,3.812360489492957
prior_predictive,4.073668455333843
prior_predictive,3.8255563143459925
prior_predictive,3.277729399878386
prior_predictive,4.1247561344015775
prior_predictive,4.4798354207490645
prior_predictive,3.967754520675079
prior_predictive,5.787100694546396
prior_predictive,4.898612087945366
prior_predictive,3.6965806392774487
prior_predictive,3.802948476263644
prior_predictive,7.724783972877539
prior_predictive,4.3520975854474475
prior_predictive,5.338281589516791
prior_predictive,4.202117525189036
prior_predictive,4.860267517269804
prior_predictive,3.7669939293853307
prior_predictive,4.107757677107538
prior_predictive,19.548394535115122
prior_predictive,3.800954430694175
prior_predictive,4.154568419801946
prior_predictive,3.8990710664711057
prior_predictive,4.447003111605643
prior_predictive,3.8130505005398176
prior_predictive,4.3114126833522475
prior_predictive,4.8857833851369445
prior_predictive,1.831190952139768
prior_predictive,4.270604028091189
prior_predictive,4.830566362988749
prior_predictive,2.0581583454471915
prior_predictive,3.7058994814803845
prior_predictive,4.64363290699744
prior_predictive,4.011309781085491
prior_predictive,2.3905172515517155
prior_predictive,3.7327659570222127
prior_predictive,3.6915101173868563
prior_predictive,5.202456238222017
prior_predictive,5.3884800761977445
prior_predictive,6.023328582725948
prior_predictive,3.2485619770242136
prior_predictive,4.260298453815792
prior_predictive,3.638470304422783
prior_predictive,4.24645701301837
prior_predictive,5.72647039150191
prior_predictive,7.915871184385507
prior_predictive,3.3725529623427346
prior_predictive,4.826509480712821
prior_predictive,3.75474188939103
prior_predictive,3.313381831851323
prior_predictive,3.3046112677329518
prior_predictive,3.724913990478813
prior_predictive,5.569883521488
prior_predictive,4.135383249302435
prior_predictive,3.6416496379158616
prior_predictive,4.805019099928413
prior_predictive,3.7193734134586043
prior_predictive,2.24200102634349
prior_predictive,2.6323913521750075
prior_predictive,4.020207561893289
prior_predictive,4.9880537143259875
prior_predictive,3.688997917430054
prior_predictive,4.3091649800367255
prior_predictive,3.1184413801938957
prior_predictive,3.3895860092627434
prior_predictive,4.5281973599538095
prior_predictive,5.159180024515158
prior_predictive,4.0276814196789195
prior_predictive,3.8482270109668235
prior_predictive,2.8733436359675553
prior_predictive,4.827140040463204
