dataset_id,track,scale,estimator,cases,joint_rank_ks_statistic,joint_rank_ks_pvalue,mean_posterior_median_abs_error,prior_median_abs_error,recovery_improvement_fraction,median_normalized_posterior_sd
official_300,8d,32768,ensemble,300,0.18900099900099898,7.400490851980266e-10,0.1447119379536404,0.24993114957935178,0.4209927886251924,0.638215649172041
official_300,8d,32768,member_1,300,0.03056943056943051,0.9337080606269572,0.14707473941962235,0.24993114957935178,0.4115389791662327,0.6348236395656894
official_300,8d,32768,member_2,300,0.05373626373626372,0.3395966485766121,0.14474922321077124,0.24993114957935178,0.42084360651166386,0.6403421382169427
official_300,8d,32768,member_3,300,0.08434898434898441,0.026367097463407374,0.14279635364247953,0.24993114957935178,0.42865723667172406,0.5952036423002685
official_300,8d,32768,member_4,300,0.050556110556110534,0.41358264450659177,0.14830404051269094,0.24993114957935178,0.40662042021454703,0.6575677150871599
official_300,8d,32768,member_5,300,0.03892107892107888,0.7385513521264687,0.14691995778198663,0.24993114957935178,0.41215827627224055,0.6446378827613858
