track,estimator,feature,posterior_scaled_abs_error,prior_scaled_abs_error,improvement_fraction,posterior_better
7d,member_1,r_exc_mean_hz,0.047793799410881764,0.4804497691422407,0.9005227965949296,True
7d,member_1,r_exc_std_hz,0.09979302683867237,0.5084701442481019,0.803738669875611,True
7d,member_1,r_exc_relative_so_power,0.6399085379205307,0.6531174875358698,0.020224461704700047,True
7d,member_1,r_exc_relative_sigma_power,0.5422506456322161,1.1902638376820653,0.5444281944344358,True
7d,member_1,r_exc_so_peak_frequency_hz,0.0,0.5,1.0,True
7d,member_1,r_exc_sigma_peak_frequency_hz,1.6666666666666667,2.6666666666666665,0.3749999999999999,True
7d,member_1,r_exc_spectral_entropy_0p5_20,0.1645863350501417,0.690941616065677,0.761794149862733,True
7d,member_1,r_inh_mean_hz,0.0693873748992057,0.5166498679191349,0.8656974883615647,True
7d,member_1,r_inh_std_hz,0.0961378237151326,0.5333412823650847,0.819744267143896,True
7d,member_1,r_inh_relative_so_power,0.676230227076702,0.7485746533494781,0.09664290121108543,True
7d,member_1,r_inh_relative_sigma_power,0.4968720445579657,1.8409243828711035,0.7300964400378875,True
7d,member_1,r_inh_so_peak_frequency_hz,0.0,0.5,1.0,True
7d,member_1,r_inh_sigma_peak_frequency_hz,0.2857142857142857,0.5714285714285714,0.5,True
7d,member_1,r_inh_spectral_entropy_0p5_20,0.18237946446933173,0.8515489770434956,0.785826218589872,True
