dataset_id,track,scale,estimator,nominal,empirical
powered_1024,7d,32768,ensemble,0.0,0.0
powered_1024,7d,32768,ensemble,0.01,0.0244140625
powered_1024,7d,32768,ensemble,0.02,0.04296875
powered_1024,7d,32768,ensemble,0.03,0.0634765625
powered_1024,7d,32768,ensemble,0.04,0.0849609375
powered_1024,7d,32768,ensemble,0.05,0.1044921875
powered_1024,7d,32768,ensemble,0.06,0.123046875
powered_1024,7d,32768,ensemble,0.07,0.142578125
powered_1024,7d,32768,ensemble,0.08,0.166015625
powered_1024,7d,32768,ensemble,0.09,0.18359375
powered_1024,7d,32768,ensemble,0.1,0.1982421875
powered_1024,7d,32768,ensemble,0.11,0.2197265625
powered_1024,7d,32768,ensemble,0.12,0.23046875
powered_1024,7d,32768,ensemble,0.13,0.2412109375
powered_1024,7d,32768,ensemble,0.14,0.2529296875
powered_1024,7d,32768,ensemble,0.15,0.267578125
powered_1024,7d,32768,ensemble,0.16,0.2802734375
powered_1024,7d,32768,ensemble,0.17,0.3017578125
powered_1024,7d,32768,ensemble,0.18,0.3154296875
powered_1024,7d,32768,ensemble,0.19,0.341796875
powered_1024,7d,32768,ensemble,0.2,0.353515625
powered_1024,7d,32768,ensemble,0.21,0.369140625
powered_1024,7d,32768,ensemble,0.22,0.3876953125
powered_1024,7d,32768,ensemble,0.23,0.40234375
powered_1024,7d,32768,ensemble,0.24,0.4169921875
powered_1024,7d,32768,ensemble,0.25,0.42578125
powered_1024,7d,32768,ensemble,0.26,0.4384765625
powered_1024,7d,32768,ensemble,0.27,0.4541015625
powered_1024,7d,32768,ensemble,0.28,0.4638671875
powered_1024,7d,32768,ensemble,0.29,0.474609375
powered_1024,7d,32768,ensemble,0.3,0.4912109375
powered_1024,7d,32768,ensemble,0.31,0.5068359375
powered_1024,7d,32768,ensemble,0.32,0.5146484375
powered_1024,7d,32768,ensemble,0.33,0.52734375
powered_1024,7d,32768,ensemble,0.34,0.5390625
powered_1024,7d,32768,ensemble,0.35000000000000003,0.5498046875
powered_1024,7d,32768,ensemble,0.36,0.5576171875
powered_1024,7d,32768,ensemble,0.37,0.568359375
powered_1024,7d,32768,ensemble,0.38,0.580078125
powered_1024,7d,32768,ensemble,0.39,0.5888671875
powered_1024,7d,32768,ensemble,0.4,0.59765625
powered_1024,7d,32768,ensemble,0.41000000000000003,0.6103515625
powered_1024,7d,32768,ensemble,0.42,0.630859375
powered_1024,7d,32768,ensemble,0.43,0.6396484375
powered_1024,7d,32768,ensemble,0.44,0.6474609375
powered_1024,7d,32768,ensemble,0.45,0.65625
powered_1024,7d,32768,ensemble,0.46,0.6630859375
powered_1024,7d,32768,ensemble,0.47000000000000003,0.671875
powered_1024,7d,32768,ensemble,0.48,0.681640625
powered_1024,7d,32768,ensemble,0.49,0.689453125
powered_1024,7d,32768,ensemble,0.5,0.70703125
powered_1024,7d,32768,ensemble,0.51,0.71484375
powered_1024,7d,32768,ensemble,0.52,0.724609375
powered_1024,7d,32768,ensemble,0.53,0.734375
powered_1024,7d,32768,ensemble,0.54,0.744140625
powered_1024,7d,32768,ensemble,0.55,0.751953125
powered_1024,7d,32768,ensemble,0.56,0.7578125
powered_1024,7d,32768,ensemble,0.5700000000000001,0.7646484375
powered_1024,7d,32768,ensemble,0.58,0.7724609375
powered_1024,7d,32768,ensemble,0.59,0.77734375
powered_1024,7d,32768,ensemble,0.6,0.7841796875
powered_1024,7d,32768,ensemble,0.61,0.7919921875
powered_1024,7d,32768,ensemble,0.62,0.8017578125
powered_1024,7d,32768,ensemble,0.63,0.810546875
powered_1024,7d,32768,ensemble,0.64,0.8173828125
powered_1024,7d,32768,ensemble,0.65,0.82421875
powered_1024,7d,32768,ensemble,0.66,0.830078125
powered_1024,7d,32768,ensemble,0.67,0.837890625
powered_1024,7d,32768,ensemble,0.68,0.84375
powered_1024,7d,32768,ensemble,0.6900000000000001,0.8544921875
powered_1024,7d,32768,ensemble,0.7000000000000001,0.8623046875
powered_1024,7d,32768,ensemble,0.71,0.8701171875
powered_1024,7d,32768,ensemble,0.72,0.8798828125
powered_1024,7d,32768,ensemble,0.73,0.8837890625
powered_1024,7d,32768,ensemble,0.74,0.8955078125
powered_1024,7d,32768,ensemble,0.75,0.90234375
powered_1024,7d,32768,ensemble,0.76,0.908203125
powered_1024,7d,32768,ensemble,0.77,0.9150390625
powered_1024,7d,32768,ensemble,0.78,0.9169921875
powered_1024,7d,32768,ensemble,0.79,0.9248046875
powered_1024,7d,32768,ensemble,0.8,0.9267578125
powered_1024,7d,32768,ensemble,0.81,0.9287109375
powered_1024,7d,32768,ensemble,0.8200000000000001,0.9345703125
powered_1024,7d,32768,ensemble,0.8300000000000001,0.9423828125
powered_1024,7d,32768,ensemble,0.84,0.9462890625
powered_1024,7d,32768,ensemble,0.85,0.9501953125
powered_1024,7d,32768,ensemble,0.86,0.9541015625
powered_1024,7d,32768,ensemble,0.87,0.9560546875
powered_1024,7d,32768,ensemble,0.88,0.962890625
powered_1024,7d,32768,ensemble,0.89,0.9677734375
powered_1024,7d,32768,ensemble,0.9,0.970703125
powered_1024,7d,32768,ensemble,0.91,0.97265625
powered_1024,7d,32768,ensemble,0.92,0.9755859375
powered_1024,7d,32768,ensemble,0.93,0.9775390625
powered_1024,7d,32768,ensemble,0.9400000000000001,0.982421875
powered_1024,7d,32768,ensemble,0.9500000000000001,0.984375
powered_1024,7d,32768,ensemble,0.96,0.98828125
powered_1024,7d,32768,ensemble,0.97,0.9912109375
powered_1024,7d,32768,ensemble,0.98,0.9931640625
powered_1024,7d,32768,ensemble,0.99,0.9990234375
powered_1024,7d,32768,ensemble,1.0,1.0
powered_1024,7d,32768,member_1,0.0,0.0
powered_1024,7d,32768,member_1,0.01,0.005859375
powered_1024,7d,32768,member_1,0.02,0.0126953125
powered_1024,7d,32768,member_1,0.03,0.0283203125
powered_1024,7d,32768,member_1,0.04,0.037109375
powered_1024,7d,32768,member_1,0.05,0.0439453125
powered_1024,7d,32768,member_1,0.06,0.0517578125
powered_1024,7d,32768,member_1,0.07,0.0634765625
powered_1024,7d,32768,member_1,0.08,0.0732421875
powered_1024,7d,32768,member_1,0.09,0.0888671875
powered_1024,7d,32768,member_1,0.1,0.099609375
powered_1024,7d,32768,member_1,0.11,0.107421875
powered_1024,7d,32768,member_1,0.12,0.1201171875
powered_1024,7d,32768,member_1,0.13,0.12890625
powered_1024,7d,32768,member_1,0.14,0.138671875
powered_1024,7d,32768,member_1,0.15,0.154296875
powered_1024,7d,32768,member_1,0.16,0.1650390625
