created_utc,track,scale,seed,device,status,epochs_completed,best_epoch,best_validation_loss,last_train_loss,last_validation_loss,runtime_this_call_s,checkpoint,preregistration_hash
2026-07-29T15:56:47.166509+00:00,8d,8192,9550001,cpu,trained,147,146,-7.107405185699463,-7.095570136113475,-7.107405185699463,79.93140810006298,training/8d/scale_8192/member_9550001/best_checkpoint.pt,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
