seed,target,setpoint,numerically_stable,max_abs_rate_hz,final_target_value,initial_mean_abs_error,final_mean_abs_error,command_min,command_max,command_range,saturation_fraction,so_peak_frequency_hz,so_rms_amplitude,so_density_per_min,spindle_density_per_min,sigma_power,coupling_strength,preferred_phase_rad,state_transitions_per_min
44017,T2,1.177282590583944,True,59.207842672648745,0.9859502395681314,0.3409113862425656,0.2536327299088397,0.0,0.05,0.05,0.3793103448275862,0.75,1.1758768287703483,23.0,1.0,0.09404612072895466,0.5003383392589096,-0.14928478091746947,10.0
55021,T2,0.9859990172559954,True,59.66584853793973,1.1702926111468164,0.40567644852136747,0.2599369435649183,0.0,0.04119898321412767,0.04119898321412767,0.896551724137931,0.25,1.1971680157630094,25.0,1.0,0.14216818684172722,0.5164408254131957,-0.07870046684458494,11.0
66029,T2,1.1310055082132127,True,58.95714336340186,1.3148476180991944,0.38218488460289013,0.28138071301798634,0.0005351155410894912,0.05,0.049464884458910514,0.20689655172413793,0.5,1.143117292911211,22.0,2.0,0.08769135779638657,0.42942199296945105,-0.07866752269941522,10.0
