created_utc,track,scale,seed,device,status,epochs_completed,best_epoch,best_validation_loss,last_train_loss,last_validation_loss,runtime_this_call_s,checkpoint,preregistration_hash
2026-07-29T16:00:54.758455+00:00,8d,32768,9550001,cpu,trained,92,91,-8.496389707123539,-8.412513659858426,-8.496389707123539,180.93109610001557,training/8d/scale_32768/member_9550001/best_checkpoint.pt,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-29T16:05:46.353873+00:00,8d,32768,9550002,cpu,trained,167,166,-9.255773664211986,-9.168319663221471,-9.255773664211986,291.5246160000097,training/8d/scale_32768/member_9550002/best_checkpoint.pt,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-29T16:13:33.184977+00:00,8d,32768,9550003,cpu,trained,279,278,-9.939561072667633,-9.974465263220013,-9.939561072667633,466.7609456999926,training/8d/scale_32768/member_9550003/best_checkpoint.pt,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-29T16:16:37.031366+00:00,8d,32768,9550004,cpu,trained,91,90,-8.388962897579226,-8.304984919128279,-8.388962897579226,183.77134850004222,training/8d/scale_32768/member_9550004/best_checkpoint.pt,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
2026-07-29T16:20:11.622858+00:00,8d,32768,9550005,cpu,trained,112,111,-8.594826667164025,-8.606246183818417,-8.594826667164025,214.51661410008091,training/8d/scale_32768/member_9550005/best_checkpoint.pt,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60
