dataset_id,track,scale,estimator,nominal,empirical
powered_1024,8d,8192,member_1,0.75,0.796875
powered_1024,8d,8192,member_1,0.76,0.8037109375
powered_1024,8d,8192,member_1,0.77,0.8076171875
powered_1024,8d,8192,member_1,0.78,0.8173828125
powered_1024,8d,8192,member_1,0.79,0.8203125
powered_1024,8d,8192,member_1,0.8,0.8271484375
powered_1024,8d,8192,member_1,0.81,0.83984375
powered_1024,8d,8192,member_1,0.8200000000000001,0.8447265625
powered_1024,8d,8192,member_1,0.8300000000000001,0.8515625
powered_1024,8d,8192,member_1,0.84,0.859375
powered_1024,8d,8192,member_1,0.85,0.8681640625
powered_1024,8d,8192,member_1,0.86,0.8740234375
powered_1024,8d,8192,member_1,0.87,0.8828125
powered_1024,8d,8192,member_1,0.88,0.8876953125
powered_1024,8d,8192,member_1,0.89,0.896484375
powered_1024,8d,8192,member_1,0.9,0.904296875
powered_1024,8d,8192,member_1,0.91,0.9150390625
powered_1024,8d,8192,member_1,0.92,0.9189453125
powered_1024,8d,8192,member_1,0.93,0.9267578125
powered_1024,8d,8192,member_1,0.9400000000000001,0.9375
powered_1024,8d,8192,member_1,0.9500000000000001,0.9462890625
powered_1024,8d,8192,member_1,0.96,0.9501953125
powered_1024,8d,8192,member_1,0.97,0.9609375
powered_1024,8d,8192,member_1,0.98,0.9658203125
powered_1024,8d,8192,member_1,0.99,0.9814453125
powered_1024,8d,8192,member_1,1.0,1.0
