dataset_id,track,scale,estimator,cases,joint_rank_ks_statistic,joint_rank_ks_pvalue,mean_posterior_median_abs_error,prior_median_abs_error,recovery_improvement_fraction,median_normalized_posterior_sd
powered_1024,8d,8192,ensemble,1024,0.12007035932817184,2.538792788551242e-13,0.15040792236254674,0.24999999934038897,0.39836830896244146,0.7012148825295071
powered_1024,8d,8192,member_1,1024,0.12007035932817184,2.538792788551242e-13,0.15040792236254674,0.24999999934038897,0.39836830896244146,0.7012148825295071
