dataset_id,track,scale,estimator,parameter,ks_statistic,ks_pvalue,rank_mean,rank_variance,bias_mean,normalized_posterior_sd_median,holm_clear_issue
official_300,7d,32768,ensemble,mue,0.09163836163836159,0.012126863199896696,0.5226473526473525,0.10463041490766273,-0.012739524611582358,0.5517520984806958,False
official_300,7d,32768,ensemble,mui,0.18351315351315345,2.5801084949836873e-09,0.47032634032634024,0.03761590314191559,0.0010100069921463728,0.031369876818286034,True
official_300,7d,32768,ensemble,b,0.05393606393606398,0.3352580112439917,0.5055344655344656,0.08588865359345715,-0.00528848851720492,0.3597280974796824,False
official_300,7d,32768,ensemble,tauA,0.06841491841491842,0.11510619596093252,0.5222044622044623,0.09948146129717066,-0.008576468878115216,0.7137755089810429,False
official_300,7d,32768,ensemble,g_LK,0.05254079254079247,0.3663309367250971,0.5031468531468531,0.09426207139447075,0.01734851745888591,0.5990716964887517,False
official_300,7d,32768,ensemble,g_h,0.03195471195471189,0.9094808773595694,0.5038061938061937,0.08775187395172761,0.021649658366416892,0.667535757500234,False
official_300,7d,32768,ensemble,c_th2ctx,0.06805860805860806,0.11854485724978359,0.4963702963702964,0.09796784482633751,-0.049395517623052,0.6332276403872048,False
official_300,7d,32768,member_1,mue,0.08933399933399933,0.015610064598383561,0.5235364635364635,0.10177476314710318,-0.014408976181099813,0.5666211714335041,False
official_300,7d,32768,member_1,mui,0.2627006327006327,9.288457931240278e-19,0.6376789876789877,0.04942438246842872,-0.0033737517691527804,0.02669507682310991,True
official_300,7d,32768,member_1,b,0.06068931068931069,0.2104350758954444,0.48970362970362963,0.0876077864069137,-0.00010830470671256383,0.3591607773593303,False
official_300,7d,32768,member_1,tauA,0.06832500832500832,0.1159660620049533,0.5232767232767234,0.09773517105315742,-0.007247718923414747,0.7285015711160142,False
official_300,7d,32768,member_1,g_LK,0.07707958707958706,0.053656022282162374,0.5103429903429904,0.10019684573264774,0.007675956661502521,0.5744404640490351,False
official_300,7d,32768,member_1,g_h,0.05090576090576082,0.40500491605892586,0.5043523143523144,0.09096579295554234,0.02303211499936879,0.6398816826140521,False
official_300,7d,32768,member_1,c_th2ctx,0.08170829170829169,0.0343843901177745,0.4933300033300033,0.10300254620827025,-0.050403621435786285,0.6115468545549296,False
official_300,7d,32768,member_2,mue,0.08931401931401939,0.015643835881532106,0.5172660672660673,0.10344678531257837,-0.004537654388695955,0.560604909448412,False
official_300,7d,32768,member_2,mui,0.307982017982018,9.181131588061484e-26,0.33977688977688975,0.046216333546895964,0.0037647894397377967,0.020527439300411343,True
official_300,7d,32768,member_2,b,0.043310023310023316,0.6111340164705454,0.5062737262737262,0.09042664985224098,-0.007036875722308954,0.29506726992594906,False
official_300,7d,32768,member_2,tauA,0.060233100233100245,0.21756319810988944,0.5158541458541459,0.09738943120635007,-0.003062418627863129,0.7319401798978944,False
official_300,7d,32768,member_2,g_LK,0.051235431235431284,0.3970150387957202,0.49677322677322666,0.09208455195535006,0.012249877024441958,0.5865942929901332,False
official_300,7d,32768,member_2,g_h,0.039976689976690016,0.7082962066492836,0.5092740592740593,0.09019364598150362,0.017957045457636316,0.5601582232501983,False
official_300,7d,32768,member_2,c_th2ctx,0.05202464202464205,0.37827983122054565,0.5005494505494505,0.09504428544836298,-0.05054831891320646,0.6221425082398566,False
official_300,7d,32768,member_3,mue,0.10696969696969694,0.0019182297651979302,0.5285547785547785,0.10847547207424788,-0.01697958660001556,0.5298962979659174,True
official_300,7d,32768,member_3,mui,0.2776157176157176,6.203260322632327e-21,0.3449383949383949,0.05239969308592993,0.00389818888468047,0.027764652755279427,True
official_300,7d,32768,member_3,b,0.09653679653679659,0.006939944247747954,0.5288478188478188,0.08922781780101717,-0.013893760231633981,0.36340696753267654,True
official_300,7d,32768,member_3,tauA,0.07797868797868801,0.04931289210544321,0.522104562104562,0.10247925068048089,-0.009298260121916731,0.6980078759085833,False
official_300,7d,32768,member_3,g_LK,0.06252081252081243,0.18361040747180324,0.5098101898101898,0.0954105693370442,0.0157440333502988,0.5937891747202779,False
official_300,7d,32768,member_3,g_h,0.040609390609390617,0.6899515575750164,0.5052880452880453,0.08967910123770985,0.019396570222452284,0.7019635793909436,False
official_300,7d,32768,member_3,c_th2ctx,0.06778221778221777,0.1212699019817911,0.49520812520812524,0.10087188310994603,-0.04978012754581869,0.6338685435867217,False
official_300,7d,32768,member_4,mue,0.10967032967032975,0.0013457603344297297,0.5272727272727273,0.10858630075199457,-0.016784363544235625,0.5366779168887704,True
official_300,7d,32768,member_4,mui,0.3113053613053613,2.5189363111102493e-26,0.339020979020979,0.046739745074453845,0.004611198715865612,0.02969094181833115,True
official_300,7d,32768,member_4,b,0.06431901431901432,0.15995275685257715,0.48579420579420574,0.09016097744934126,0.003202958119412263,0.35149683253527375,False
official_300,7d,32768,member_4,tauA,0.07194472194472201,0.08527703288405997,0.5176823176823178,0.10284424545414392,-0.006489989338442683,0.7031495290533873,False
official_300,7d,32768,member_4,g_LK,0.04526806526806526,0.554792410622158,0.49725607725607723,0.0949830184004705,0.019585549651334685,0.5987392950588797,False
official_300,7d,32768,member_4,g_h,0.042577422577422586,0.6324870237800527,0.5022577422577423,0.08960575480436889,0.020709611025328437,0.6878775171205993,False
official_300,7d,32768,member_4,c_th2ctx,0.06834498834498837,0.11577452572896152,0.5061172161172162,0.10138497627674006,-0.05341960275235275,0.6140713916666224,False
official_300,7d,32768,member_5,mue,0.08561438561438561,0.023147937989773437,0.5139660339660339,0.10612500133053158,-0.008611645915855963,0.5441420698447752,False
