dataset_id,track,scale,estimator,cases,joint_rank_ks_statistic,joint_rank_ks_pvalue,mean_posterior_median_abs_error,prior_median_abs_error,recovery_improvement_fraction,median_normalized_posterior_sd
powered_1024,7d,8192,ensemble,1024,0.12361759334415584,4.2636006854034285e-14,0.13743982526752266,0.2499999992381033,0.45024069725447013,0.7125901787482377
powered_1024,7d,8192,member_1,1024,0.12361759334415584,4.2636006854034285e-14,0.13743982526752266,0.2499999992381033,0.45024069725447013,0.7125901787482377
