dataset_id,track,scale,estimator,nominal,empirical
powered_1024,7d,8192,ensemble,0.0,0.0
powered_1024,7d,8192,ensemble,0.01,0.015625
powered_1024,7d,8192,ensemble,0.02,0.0322265625
powered_1024,7d,8192,ensemble,0.03,0.048828125
powered_1024,7d,8192,ensemble,0.04,0.0673828125
powered_1024,7d,8192,ensemble,0.05,0.078125
powered_1024,7d,8192,ensemble,0.06,0.09765625
powered_1024,7d,8192,ensemble,0.07,0.107421875
powered_1024,7d,8192,ensemble,0.08,0.126953125
powered_1024,7d,8192,ensemble,0.09,0.140625
powered_1024,7d,8192,ensemble,0.1,0.154296875
powered_1024,7d,8192,ensemble,0.11,0.1669921875
powered_1024,7d,8192,ensemble,0.12,0.17578125
powered_1024,7d,8192,ensemble,0.13,0.197265625
powered_1024,7d,8192,ensemble,0.14,0.212890625
powered_1024,7d,8192,ensemble,0.15,0.216796875
powered_1024,7d,8192,ensemble,0.16,0.2294921875
powered_1024,7d,8192,ensemble,0.17,0.23828125
powered_1024,7d,8192,ensemble,0.18,0.248046875
powered_1024,7d,8192,ensemble,0.19,0.267578125
powered_1024,7d,8192,ensemble,0.2,0.283203125
powered_1024,7d,8192,ensemble,0.21,0.2978515625
powered_1024,7d,8192,ensemble,0.22,0.3115234375
powered_1024,7d,8192,ensemble,0.23,0.326171875
powered_1024,7d,8192,ensemble,0.24,0.3369140625
powered_1024,7d,8192,ensemble,0.25,0.353515625
powered_1024,7d,8192,ensemble,0.26,0.3701171875
powered_1024,7d,8192,ensemble,0.27,0.3857421875
powered_1024,7d,8192,ensemble,0.28,0.3974609375
powered_1024,7d,8192,ensemble,0.29,0.4091796875
powered_1024,7d,8192,ensemble,0.3,0.4150390625
powered_1024,7d,8192,ensemble,0.31,0.427734375
powered_1024,7d,8192,ensemble,0.32,0.435546875
powered_1024,7d,8192,ensemble,0.33,0.4443359375
powered_1024,7d,8192,ensemble,0.34,0.4580078125
powered_1024,7d,8192,ensemble,0.35000000000000003,0.4677734375
powered_1024,7d,8192,ensemble,0.36,0.48046875
powered_1024,7d,8192,ensemble,0.37,0.486328125
powered_1024,7d,8192,ensemble,0.38,0.4921875
powered_1024,7d,8192,ensemble,0.39,0.5009765625
powered_1024,7d,8192,ensemble,0.4,0.51171875
powered_1024,7d,8192,ensemble,0.41000000000000003,0.5224609375
powered_1024,7d,8192,ensemble,0.42,0.533203125
powered_1024,7d,8192,ensemble,0.43,0.548828125
powered_1024,7d,8192,ensemble,0.44,0.5546875
powered_1024,7d,8192,ensemble,0.45,0.564453125
powered_1024,7d,8192,ensemble,0.46,0.572265625
powered_1024,7d,8192,ensemble,0.47000000000000003,0.580078125
powered_1024,7d,8192,ensemble,0.48,0.58984375
powered_1024,7d,8192,ensemble,0.49,0.5947265625
powered_1024,7d,8192,ensemble,0.5,0.6064453125
powered_1024,7d,8192,ensemble,0.51,0.6171875
powered_1024,7d,8192,ensemble,0.52,0.62109375
powered_1024,7d,8192,ensemble,0.53,0.638671875
powered_1024,7d,8192,ensemble,0.54,0.65234375
powered_1024,7d,8192,ensemble,0.55,0.6611328125
powered_1024,7d,8192,ensemble,0.56,0.66796875
powered_1024,7d,8192,ensemble,0.5700000000000001,0.6767578125
powered_1024,7d,8192,ensemble,0.58,0.6845703125
powered_1024,7d,8192,ensemble,0.59,0.6884765625
powered_1024,7d,8192,ensemble,0.6,0.6962890625
powered_1024,7d,8192,ensemble,0.61,0.703125
powered_1024,7d,8192,ensemble,0.62,0.7119140625
powered_1024,7d,8192,ensemble,0.63,0.720703125
powered_1024,7d,8192,ensemble,0.64,0.7275390625
powered_1024,7d,8192,ensemble,0.65,0.734375
powered_1024,7d,8192,ensemble,0.66,0.73828125
powered_1024,7d,8192,ensemble,0.67,0.74609375
powered_1024,7d,8192,ensemble,0.68,0.7587890625
powered_1024,7d,8192,ensemble,0.6900000000000001,0.7685546875
powered_1024,7d,8192,ensemble,0.7000000000000001,0.771484375
powered_1024,7d,8192,ensemble,0.71,0.779296875
powered_1024,7d,8192,ensemble,0.72,0.7880859375
powered_1024,7d,8192,ensemble,0.73,0.791015625
powered_1024,7d,8192,ensemble,0.74,0.796875
powered_1024,7d,8192,ensemble,0.75,0.8037109375
powered_1024,7d,8192,ensemble,0.76,0.8115234375
powered_1024,7d,8192,ensemble,0.77,0.822265625
powered_1024,7d,8192,ensemble,0.78,0.826171875
powered_1024,7d,8192,ensemble,0.79,0.83203125
powered_1024,7d,8192,ensemble,0.8,0.8359375
powered_1024,7d,8192,ensemble,0.81,0.8427734375
powered_1024,7d,8192,ensemble,0.8200000000000001,0.8486328125
powered_1024,7d,8192,ensemble,0.8300000000000001,0.85546875
powered_1024,7d,8192,ensemble,0.84,0.8662109375
powered_1024,7d,8192,ensemble,0.85,0.8701171875
powered_1024,7d,8192,ensemble,0.86,0.8759765625
powered_1024,7d,8192,ensemble,0.87,0.8857421875
powered_1024,7d,8192,ensemble,0.88,0.890625
powered_1024,7d,8192,ensemble,0.89,0.896484375
powered_1024,7d,8192,ensemble,0.9,0.904296875
powered_1024,7d,8192,ensemble,0.91,0.9130859375
powered_1024,7d,8192,ensemble,0.92,0.91796875
powered_1024,7d,8192,ensemble,0.93,0.923828125
powered_1024,7d,8192,ensemble,0.9400000000000001,0.9296875
powered_1024,7d,8192,ensemble,0.9500000000000001,0.9375
powered_1024,7d,8192,ensemble,0.96,0.9443359375
powered_1024,7d,8192,ensemble,0.97,0.955078125
powered_1024,7d,8192,ensemble,0.98,0.9658203125
powered_1024,7d,8192,ensemble,0.99,0.978515625
powered_1024,7d,8192,ensemble,1.0,1.0
powered_1024,7d,8192,member_1,0.0,0.0
powered_1024,7d,8192,member_1,0.01,0.015625
powered_1024,7d,8192,member_1,0.02,0.0322265625
powered_1024,7d,8192,member_1,0.03,0.048828125
powered_1024,7d,8192,member_1,0.04,0.0673828125
powered_1024,7d,8192,member_1,0.05,0.078125
powered_1024,7d,8192,member_1,0.06,0.09765625
powered_1024,7d,8192,member_1,0.07,0.107421875
powered_1024,7d,8192,member_1,0.08,0.126953125
powered_1024,7d,8192,member_1,0.09,0.140625
powered_1024,7d,8192,member_1,0.1,0.154296875
powered_1024,7d,8192,member_1,0.11,0.1669921875
powered_1024,7d,8192,member_1,0.12,0.17578125
powered_1024,7d,8192,member_1,0.13,0.197265625
powered_1024,7d,8192,member_1,0.14,0.212890625
powered_1024,7d,8192,member_1,0.15,0.216796875
powered_1024,7d,8192,member_1,0.16,0.2294921875
powered_1024,7d,8192,member_1,0.17,0.23828125
powered_1024,7d,8192,member_1,0.18,0.248046875
powered_1024,7d,8192,member_1,0.19,0.267578125
powered_1024,7d,8192,member_1,0.2,0.283203125
powered_1024,7d,8192,member_1,0.21,0.2978515625
powered_1024,7d,8192,member_1,0.22,0.3115234375
powered_1024,7d,8192,member_1,0.23,0.326171875
powered_1024,7d,8192,member_1,0.24,0.3369140625
powered_1024,7d,8192,member_1,0.25,0.353515625
powered_1024,7d,8192,member_1,0.26,0.3701171875
powered_1024,7d,8192,member_1,0.27,0.3857421875
powered_1024,7d,8192,member_1,0.28,0.3974609375
powered_1024,7d,8192,member_1,0.29,0.4091796875
powered_1024,7d,8192,member_1,0.3,0.4150390625
powered_1024,7d,8192,member_1,0.31,0.427734375
powered_1024,7d,8192,member_1,0.32,0.435546875
powered_1024,7d,8192,member_1,0.33,0.4443359375
powered_1024,7d,8192,member_1,0.34,0.4580078125
powered_1024,7d,8192,member_1,0.35000000000000003,0.4677734375
powered_1024,7d,8192,member_1,0.36,0.48046875
powered_1024,7d,8192,member_1,0.37,0.486328125
powered_1024,7d,8192,member_1,0.38,0.4921875
powered_1024,7d,8192,member_1,0.39,0.5009765625
powered_1024,7d,8192,member_1,0.4,0.51171875
powered_1024,7d,8192,member_1,0.41000000000000003,0.5224609375
powered_1024,7d,8192,member_1,0.42,0.533203125
powered_1024,7d,8192,member_1,0.43,0.548828125
