epoch,train_loss,validation_loss,improved
0,10.025742699118222,8.928983516361352,True
1,8.18425846769252,7.14713016413391,True
2,6.478780258963362,5.681697246247688,True
3,5.195449285106291,4.438894134052359,True
4,3.9057378353821184,3.110885907790993,True
5,2.6054108041351625,1.8261557052438857,True
6,1.2518454674835144,0.5237741489798913,True
7,-0.01998920648314637,-0.8033317675814601,True
8,-1.3380046328645536,-2.1005892042055847,True
9,-2.4766772556079375,-2.862573423653359,True
10,-3.14072962277285,-3.4099818790762897,True
11,-3.3689180144803825,-2.82782975616781,False
12,-3.3239173762920364,-4.136617750884339,True
13,-4.143478518630308,-4.348295476475175,True
14,-4.450073506381552,-4.60988578121219,True
15,-4.773535681778609,-4.868628591380906,True
16,-4.939296450105241,-4.384169383713993,False
17,-4.7536963525913105,-4.434507135869091,False
18,-5.052347715653862,-4.92349824332085,True
19,-5.045955723661884,-4.569476393617287,False
20,-4.901092972045651,-4.646217652636037,False
21,-5.250137733978402,-5.325596110501375,True
22,-5.078772866644975,-4.786769176497123,False
23,-5.249423212469184,-4.865601489701794,False
24,-5.1938427006287915,-5.518416416510453,True
25,-5.735689893870821,-5.74198101452294,True
26,-5.864643568594977,-5.997838480864715,True
27,-5.9717970352073895,-6.022601032024264,True
28,-6.074083734688265,-6.111752739103967,True
29,-6.171038226640369,-5.72248205136045,False
30,-6.001868236817074,-6.121987198197263,True
31,-6.143635488424128,-5.761485167309246,False
32,-6.130965398525204,-5.751566703267893,False
33,-6.285841759386075,-6.46973720832245,True
34,-6.468273088516756,-6.345687946678117,False
35,-6.245557701686813,-5.852874163778083,False
36,-6.310501085608649,-5.943424470183833,False
37,-5.8283477248266555,-6.741419514396186,True
38,-6.274089385435967,-6.171691648327871,False
39,-5.876873006971294,-6.550991110878817,False
40,-6.3833646402121085,-6.367163091525095,False
41,-6.6220154000827485,-6.5795906183011725,False
42,-6.769989739241439,-7.003620782420881,True
43,-6.628168182768865,-6.619848612935797,False
44,-6.027376598976038,-6.44828101807991,False
45,-6.211563249397234,-5.466885180236146,False
46,-4.886122156719307,-5.878185395172976,False
47,-5.908524028767599,-5.050919909647481,False
