parameter,posterior_mean,posterior_median,posterior_sd,prior_sd,posterior_sd_over_prior_sd,q05,q95
mue,3.7746980026644144,3.763255933009088,0.23037645384162753,0.3373168947740387,0.6829674333269068,3.4161699007237334,4.16765967875421
mui,2.8799812539484098,2.879744281885028,0.037232064321574526,0.26214588972554953,0.14202803011923698,2.8581697786326705,2.9001515355053544
b,35.47634605228823,35.461280804872516,2.665574357045799,4.099186911246343,0.6502690447543756,31.1685523506999,39.81879491984844
tauA,1458.182200162324,1452.5501853227615,214.98760434807693,246.99044515932192,0.870428830594635,1109.8752307486534,1829.6766769969463
g_LK,0.048933641052135046,0.049262311756610874,0.004679169088885342,0.014433756729740645,0.3241823439662074,0.042253339439630506,0.05455114170908927
g_h,0.05124741895013716,0.0517249608039856,0.008957800789233803,0.017320508075688773,0.5171788697011178,0.03674808196537197,0.06440911722183228
c_th2ctx,0.051080523463751186,0.05138621404767037,0.014480752517066636,0.021650635094610966,0.6688373091037418,0.029544244967401028,0.0738879308849573
c_ctx2th,0.1346831078786156,0.13487733751535416,0.04937876473803131,0.04907477288111819,1.0061944628383617,0.05860802855156363,0.21228923842310907
