mue,mui,b,tauA,g_LK,g_h,c_th2ctx,c_ctx2th,score,feasible,n_passed,T9_new,T10a_new,T10b_new,T11_new,T9_mi,T10a_phase_argmax_deg,T10b_concentration,T11_up_down_ratio,pac_bimodal,shape_r,T4_q,T12_n_verified,eval
3.9611279358549707,3.09841979109722,35.34179455046188,1781.4425163815836,0.05440147023005439,0.06868249197244067,0.009709395996201717,0.1326778084504359,-1.666667,0,10,1,0,1,1,0.015505336456552636,110.0,0.17669709455647803,1.2559736268127955,1,0.0,3.502,14,55
3.9709064376413234,3.090603414324442,35.32229871468351,1759.3438382661818,0.05404206030703612,0.07013582674249337,0.009829153032128536,0.130383755904466,-1.666667,0,10,0,1,0,1,0.004200808882234533,10.000000000000002,0.06216496449214223,1.2740652580773075,1,0.0,3.784,21,56
3.97919878492783,3.098975938789648,35.041593628340216,1800.1986813245542,0.05502386331992223,0.06936826416557068,0.011126857762265194,0.14109342650442977,-0.833333,0,11,1,1,1,1,0.013171865743288729,10.000000000000002,0.09858696341874862,1.4448155663829598,0,0.0,3.722,14,57
3.9696762605559353,3.047252243091542,35.49395686723186,1769.625355038463,0.054274949781698736,0.06992954090713523,0.008970481719882177,0.12892380543529222,-1.666667,0,10,0,1,0,1,0.003964321820668408,10.000000000000002,0.06677964834411214,1.451084150939919,0,0.0,3.774,18,58
3.9370490238342675,3.069217111660612,35.16320542466981,1786.4274100672085,0.05444334351668425,0.06666276102463176,0.008262637824308455,0.13336420815358038,-2.5,0,9,1,0,1,0,0.012608973353563452,149.99999999999997,0.1563424025369034,1.1538094561638916,1,0.0,3.134,13,59
3.963445483318607,3.0919835793459707,35.23770345840783,1779.8230950863845,0.05492720242273155,0.06863313373424068,0.011102805966542565,0.1307835168694955,-3.333333,0,8,0,1,0,0,0.004068426412245181,10.000000000000002,0.04463083553846769,1.1178978510551651,1,0.0,3.814,9,60
3.970273370483494,3.0872140624275373,35.27137871557954,1770.7198087618895,0.054688236593087816,0.06803907353500414,0.01045519909361297,0.13599977070613495,-0.833333,0,11,1,1,1,1,0.00787414383183706,10.000000000000002,0.10057166147850928,1.4312231885941602,1,0.0,3.625,18,61
3.927893068353199,3.0600936845375597,34.61740797568723,1737.5246686581522,0.05348880489720052,0.06925740076497588,0.010287857194558526,0.1338518922418554,-2.5,0,9,0,1,0,1,0.004281427969027809,10.000000000000002,0.06818466330675113,1.396663277584283,0,0.0,3.73,16,62
3.999925902122866,3.1077536504942995,35.01871345509876,1800.6200694433078,0.05425919599578981,0.06735320221670965,0.009978340908742365,0.12814558182053204,-2.5,0,9,1,0,1,0,0.008935159917376435,110.0,0.14421706576489665,0.9807087336629177,1,0.0,3.602,12,63
3.9537152010629795,3.077137915871246,35.266566774064515,1806.9033210519087,0.052784887821978654,0.0688294730472145,0.009532197321783564,0.13479337606402797,-2.5,0,9,1,0,1,0,0.01933012003498647,130.0,0.18256856498815482,0.9187962685698343,1,0.0,3.435,21,64
3.9714073941981627,3.0503873033510107,35.30198497416644,1767.1047355034134,0.05363316909898215,0.06707437719175498,0.009918457984253544,0.13463423346161582,-2.5,0,9,1,0,0,0,0.007263200803757737,-170.0,0.05405669221348174,1.0840619299963952,1,0.0,3.758,19,65
3.970048248977051,3.089609374245508,35.14113443507678,1800.0566699503943,0.053824283186491316,0.06658585070508773,0.011639963677513084,0.13205234617812242,-1.666667,0,10,1,1,0,1,0.008202305493639026,10.000000000000002,0.06136610732661845,1.3231405493223556,1,0.0,3.625,19,66
4.000518914654508,3.0906031100896736,35.00110556998324,1783.4257607999166,0.056118081897482,0.0708504567201671,0.010642122396073879,0.13372405398053114,-2.5,0,9,1,0,1,0,0.008163381307503235,110.0,0.14779861195475796,0.9880217247146315,0,0.0,3.945,11,67
3.999622621704724,3.0682813192829332,35.13294061438457,1777.01494264681,0.05448097754881325,0.06735803751816331,0.008983173767632132,0.1261312622808827,-2.5,0,9,0,1,0,1,0.004778810611960016,10.000000000000002,0.06002783575771152,1.2947144355873725,1,0.0,3.818,9,68
3.948357622504168,3.0753097544349854,34.95508221795274,1810.60740735249,0.055273062707262996,0.06720357074569265,0.010920449713392056,0.13179533995966197,-1.666667,0,10,1,1,1,0,0.01322656658791146,10.000000000000002,0.1515684124995543,1.187043084129147,1,0.0,3.299,12,69
3.967825306329738,3.0870060994047357,35.214193225782,1771.652116524773,0.05523092087009006,0.06698775421393172,0.01057908032330337,0.14201149663367893,-2.5,0,9,1,0,0,0,0.007758301824601362,-170.0,0.07468726550992813,0.9877539492301975,1,0.0,3.658,6,70
3.9796842628098874,3.109670256829035,35.06434035916218,1787.3957653562798,0.054110286142963,0.06815359098790555,0.009793258864215679,0.13464243058370878,-3.333333,0,8,0,0,0,0,0.0035176093105653834,-170.0,0.03832002010736987,1.1713027297267347,1,0.0,3.487,16,71
3.9545704651134637,3.095728574021978,35.346570137823626,1783.7295931416397,0.053880820603800006,0.06890283878047304,0.010264068205394689,0.1363602661898346,-0.833333,0,11,0,1,1,1,0.0042064473670214925,10.000000000000002,0.09211524132508744,1.4161031807641191,0,0.0,3.486,14,72
