created_utc,track,estimator,training_scale,n_members,comparison_role,calibration_cases,local_posterior_samples,score_observed,null_q95,p_value,reject_alpha_0p05,classifier_seed,runtime_s,classifier_sha256,preregistration_hash,note
2026-08-02T05:20:31.850885+00:00,7d,ensemble,8192,1,ensemble_asymmetric_scale_contrast,20000,10000,0.21822404564823414,0.030170103116658055,0.0,True,9734265,2891.2903148999903,1618c6317881446356f4aa3a9b3f6e518f4ae7fac6347eb655fa9f31af14d46a,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60,8192 has K=1 (ensemble≡member_1); 32768 has K=5. Asymmetric descriptive scale contrast only — not a causal n_sim effect claim.
2026-08-02T06:09:21.889224+00:00,7d,member_1,8192,1,single_estimator_matched,20000,10000,0.2294752594096195,0.02600165278559255,0.0,True,9735274,2929.7138189999387,7e53028ba0d1251daf9e74ff1ca58e1d6f5d311f51a9dd5d7e98d8cb7037f949,a4eb07b24f84454ae85b3321c920d5f50d452d6314a3db96b5532d468c4eba60,8192 has K=1 (ensemble≡member_1); 32768 has K=5. Asymmetric descriptive scale contrast only — not a causal n_sim effect claim.
