epoch,train_loss,validation_loss,improved
0,8.248026207290653,7.043191111666203,True
1,6.300829236218374,5.328420700006889,True
2,4.860215340161238,4.14279281390961,True
3,3.8069352290537024,3.1059304903948273,True
4,2.751159671261171,2.223437505267472,True
5,1.7126316036777491,1.1474332322716385,True
6,0.6312507249308622,-0.08060342733466047,True
7,-0.6442408794085985,-1.4462366151416814,True
8,-1.9783012565017029,-2.5955535437881054,True
9,-2.93016089903387,-3.289514612198458,True
10,-3.5395635381992414,-3.8004351400696073,True
11,-4.041475791193359,-4.248975366290328,True
12,-4.352722287587318,-4.333900454133831,True
13,-4.326202156287796,-4.4384926186853475,True
14,-4.623140006350226,-4.859658771074869,True
15,-4.7940734283524105,-4.93193356584113,True
16,-5.14395181092425,-5.321101269999909,True
17,-5.206117905986166,-5.530355123910447,True
18,-5.325671748019214,-5.7112400475747345,True
19,-5.858558418531207,-5.952986167340807,True
20,-6.004874155906479,-5.671572981646121,False
21,-5.844817000504279,-6.3836401993812935,True
22,-5.877898460941747,-5.622875139121788,False
23,-5.820401871077954,-6.044115450966457,False
24,-6.173847192010627,-5.287488611143902,False
25,-5.807959213403812,-6.292119704552966,False
26,-6.370571409509085,-6.261769770266335,False
27,-6.451090060046566,-6.268637044130755,False
28,-6.516572575370152,-6.4386151054482434,True
29,-6.639693970664593,-6.598532021027496,True
30,-6.7417998266609365,-6.813103088417321,True
31,-6.8308380979999415,-6.897424301505998,True
32,-6.92128660441118,-6.904803855774931,True
33,-6.955034276754621,-7.04522191863399,True
34,-7.022715160464171,-6.8874075182116465,False
35,-7.046022716572276,-6.969750077541842,False
36,-7.093280955147505,-7.047313093593435,True
37,-7.129830053035078,-6.997494933879481,False
38,-7.15160755111777,-7.114208100953042,True
39,-7.204625854214242,-7.132697471220537,True
40,-7.229437809873793,-7.281804359937754,True
41,-7.182602293569399,-7.253692645432929,False
42,-7.188524994959663,-7.156022413350985,False
43,-7.222937296773291,-7.302485014339537,True
44,-7.290891636824948,-7.293969225657943,False
45,-7.316782001900784,-7.24947250140379,False
46,-7.3238108201586085,-7.359006066274309,True
47,-7.36481792881131,-7.431936917233693,True
48,-6.987458270502152,-6.4014310305679505,False
49,-5.869393874535328,-6.927833682849781,False
50,-6.751233688069853,-6.228400870652908,False
51,-6.9402055977920085,-6.733571874102259,False
52,-7.026719310877207,-7.370699773665642,False
53,-7.344667628053907,-6.292343451040417,False
54,-6.035156665863703,-5.6500785460659815,False
55,-5.636403818029356,-6.574247347861119,False
56,-6.579826774591347,-6.18249857451154,False
57,-6.853819384894673,-7.045032770705725,False
58,-7.107831303238587,-6.591662108479821,False
59,-7.162456401272843,-7.192898065824861,False
60,-7.328099786821434,-7.223345560964957,False
61,-7.422365997297281,-7.5665987277853075,True
62,-7.526094492853138,-7.458045311369909,False
63,-7.34847027112938,-6.851840247386179,False
64,-7.37932692791383,-7.655390331721138,True
65,-7.70274300264932,-7.388593242559121,False
66,-7.653533068748819,-7.536297662541165,False
67,-7.691149187877466,-7.696225218704498,True
68,-7.775329452362433,-7.613149883472814,False
69,-7.823518530331297,-7.754027271619977,True
70,-7.855300958654815,-7.6899677443366095,False
71,-7.825163772234047,-7.714727507955896,False
72,-7.845482362238013,-7.672824516942453,False
73,-7.836547868624881,-7.621345821371302,False
74,-7.748284631784278,-6.501929002161757,False
75,-6.944096624219118,-7.348368194214556,False
76,-7.216430042213294,-7.022723151955766,False
77,-6.9474922682079,-7.065497398085444,False
78,-7.193302192776756,-7.461923664431765,False
79,-7.2561457435262735,-7.591687460879855,False
80,-7.563199666651107,-7.56273593166306,False
81,-7.624119485280438,-7.982088415223285,True
82,-7.152929999912559,-7.573787549955655,False
83,-7.59008806874316,-7.9595955096987785,False
84,-7.69840871353685,-7.714677135937818,False
85,-7.816422613878367,-7.83306942751468,False
86,-7.9257305705812,-7.95742430874659,False
87,-8.052591235448306,-8.170721300280528,True
88,-8.059643004791337,-8.249310505983122,True
89,-8.180944212716113,-8.000769092500446,False
90,-8.199927964999599,-7.988316450971709,False
91,-8.182259054817706,-8.295873289541897,True
92,-8.211097669481385,-8.131344550769795,False
93,-8.233191351855275,-8.115906205234056,False
94,-8.237249570406938,-8.097801535312163,False
95,-8.283069537325693,-8.181891076114434,False
96,-8.327783110631616,-8.055597495334265,False
97,-8.265121403498645,-8.489201633312515,True
98,-8.196903063192824,-8.274059156255458,False
99,-8.273324472749406,-7.759422922265359,False
100,-8.168749527899562,-8.052351471124206,False
101,-8.220571467739463,-8.314561791197352,False
102,-6.243800846055324,-7.316776886341374,False
103,-6.663781564368658,-7.3698224741982585,False
104,-7.324973059162592,-7.6450087099421635,False
105,-7.545578048659779,-7.558294260469122,False
106,-7.6720167739791325,-8.159705463545622,False
107,-7.94806030746673,-7.9132697265760035,False
108,-8.221802500553586,-8.454455360247298,False
109,-8.007744944795023,-7.78007969159268,False
110,-8.044755197147978,-8.307272530416908,False
111,-8.303013269985133,-8.335308258294113,False
112,-8.318339155532861,-8.518091966293191,True
113,-8.35629545495413,-8.524971993114296,True
114,-8.56493271476773,-8.688636500696456,True
115,-8.58990365525555,-8.593169885471822,False
116,-8.659331680062689,-8.689248575100565,True
117,-8.714802632863364,-8.677344417950348,False
118,-8.744487128487311,-8.472339708120458,False
119,-8.676339174723056,-8.33771762289141,False
120,-8.65869130453056,-8.644570594813208,False
121,-8.745893783260831,-8.585648147878684,False
122,-8.779809281583544,-8.722169174739127,True
123,-8.82804509465078,-8.552330960578441,False
124,-8.785285685221936,-8.937347530263715,True
125,-8.825292838741206,-8.907562801813912,False
126,-8.870949017789641,-8.549718007904602,False
127,-8.850244687334245,-8.653136302539405,False
128,-8.826355757625642,-8.701405365146222,False
129,-8.441219047740804,-7.332998011655694,False
130,-7.965394991617631,-8.258489462672337,False
131,-7.192387765610965,-7.357378993850675,False
132,-7.550724947926399,-7.6394157649759915,False
133,-7.973885343596311,-8.318928614963582,False
134,-8.26346035571923,-7.099176086010204,False
135,-6.660870014179614,-8.010737376057378,False
136,-6.217771934737164,-6.8292895840332575,False
137,-7.208423350817226,-7.963352919570695,False
138,-7.498807700755186,-6.753967336957906,False
139,-7.78154833314802,-8.521873410678616,False
140,-7.348925761939314,-5.720038345902658,False
141,-6.771614983524384,-7.651083185791351,False
142,-7.719932321790173,-7.479157526244977,False
143,-7.266372173012754,-7.846948574765776,False
144,-8.053582591505538,-8.58606722066051,False
145,-8.305939373621145,-7.362432020191452,False
146,-7.94612301661092,-8.04459109697758,False
147,-8.378858313295273,-7.995820283234974,False
148,-8.379720507929033,-8.814517382044672,False
149,-8.593509704777276,-8.456566438683657,False
150,-8.67065628651597,-8.753850289950984,False
151,-8.841569005556252,-8.412063271816743,False
152,-8.756497878035864,-8.829732037550944,False
153,-8.932680414571927,-8.707676709407636,False
154,-8.946071434777707,-9.154170669285596,True
155,-8.873725695605318,-8.784402421526986,False
156,-8.81277486855427,-8.915069559124646,False
157,-8.921983246291413,-9.076593357431914,False
158,-8.818563921806096,-8.595461247932777,False
159,-8.558999221803504,-8.593738503233485,False
160,-8.806732532151678,-9.22567842673848,True
161,-8.58045551525316,-7.682939654121248,False
162,-6.43033095621959,-6.544249361886242,False
163,-7.131573232422434,-8.106910043494674,False
164,-8.019759134359688,-8.009876830060561,False
165,-8.342468660665594,-8.035502115109361,False
166,-8.322215129374694,-8.653386154442543,False
167,-8.5297631980935,-8.689267304891633,False
168,-8.64750357526222,-8.506874944147338,False
169,-8.719082628679265,-8.584535819930494,False
170,-8.596894094907075,-8.843455537266944,False
171,-8.383389215388595,-8.047419007318501,False
172,-7.559792146372051,-7.048055759973558,False
173,-7.3397301280035565,-7.129075866084583,False
174,-7.407732830155293,-8.080093659094496,False
175,-7.601535892108217,-8.084772739462784,False
176,-8.511823175846052,-8.628740452395949,False
177,-8.781503470364012,-8.881483550038249,False
178,-8.952899232103158,-8.75168859984113,False
179,-9.057697233350106,-8.874132388024421,False
180,-9.131578535948865,-9.191927899374335,False
181,-9.234133832012843,-9.186732582322774,False
182,-9.287359191467862,-9.132464283153638,False
183,-9.312942966185565,-9.193185410777497,False
184,-9.335004473929457,-9.368136254905163,True
185,-9.359139376449905,-9.320376156378272,False
186,-9.39741941166659,-9.18797753939077,False
187,-9.391235597639142,-9.17498456700604,False
188,-9.39414258802511,-9.380958014375596,True
189,-9.414743413057137,-9.332738244246157,False
190,-9.443598454100613,-9.379090873722918,False
191,-9.462017122846252,-9.312995262541785,False
192,-9.45576082469579,-9.45765959157935,True
193,-9.455825449573263,-9.37841244488909,False
194,-9.479663307100882,-9.42045342081889,False
195,-9.494864834521849,-9.39662096723755,False
196,-9.512335842767333,-9.436465642566466,False
197,-9.499843389243786,-9.421913314891508,False
198,-9.537815299179277,-9.418444696344324,False
199,-9.541490978204004,-9.428124903613996,False
200,-9.546023837632552,-9.446154753900643,False
201,-9.55566577033883,-9.417643134390977,False
202,-9.571793335966781,-9.49541194299972,True
203,-9.56911789329554,-9.359806264214374,False
204,-9.59158060564696,-9.491398895445268,False
205,-9.60816289718813,-9.356930369242393,False
206,-9.578864497196905,-9.523758471503212,True
207,-9.600553828718425,-9.50453725441731,False
208,-9.639176488259187,-9.470097055513756,False
209,-9.626937341824672,-9.488745339003357,False
210,-9.524622152678761,-8.627671494657106,False
211,-8.464004455700868,-8.233025111401266,False
212,-8.430779868117403,-7.431856640963282,False
213,-8.462691966425211,-8.485643072538634,False
214,-8.799949359610032,-8.66309752826615,False
215,-9.11333078882228,-8.601490874606224,False
216,-8.98795920647263,-9.270456919409641,False
217,-9.28395733964646,-9.189186085714667,False
218,-9.392162805910722,-9.51276277950125,False
219,-9.500144809918773,-9.246008355551316,False
220,-9.490687383178935,-9.367462421576716,False
221,-9.538005822672764,-9.4958206406082,False
222,-9.566029916159247,-9.479967208399,False
223,-9.636136245916717,-9.520218889342964,False
224,-9.588653808565228,-8.29888431233606,False
225,-9.201203791620603,-7.4700844723675575,False
226,-7.285306347074048,-7.467284929399487,False
227,-7.832897269372001,-8.314007448284299,False
228,-8.355590128212851,-7.9808791591002874,False
229,-8.541041434597913,-8.7947550198273,False
230,-8.819320558655805,-8.919615294171573,False
231,-8.935287210955321,-8.82290741987697,False
232,-8.543088096880009,-5.93100363458116,False
233,-7.839487494761697,-7.034804565352858,False
234,-7.820760774114016,-7.4446306352321425,False
235,-8.091167055842915,-8.269895658647282,False
236,-8.442005574389436,-8.74884133634314,False
