parameter,ensemble,member_1,member_2,member_3,member_4,member_5
b,0.5060915646853147,0.4951591377372627,0.4982361388611389,0.5321553446553446,0.4838959868256743,0.5220277769105894
c_th2ctx,0.4969629979395604,0.4888334321928071,0.5004312094155844,0.4961298467157842,0.506644722465035,0.4924109094030969
g_LK,0.5045286744505495,0.5126240946553446,0.4959532654845154,0.5090436906843157,0.4993970872877122,0.5043501420454546
g_h,0.5073559253246753,0.5095383132492508,0.5089763751873126,0.5103334165834166,0.5071764173326674,0.4999131727647352
mue,0.5188990696803197,0.5221058238636364,0.5085061422952049,0.5254208681943057,0.5224453281093906,0.514053329483017
mui,0.4607550652472527,0.6323920220404595,0.3320810049325674,0.3301200752372627,0.3365062671703296,0.6691501857517483
tauA,0.5204239120254746,0.5208268294205795,0.5156084150224776,0.5193683269855145,0.5169039944430569,0.5268920532592407
