dataset_id,track,scale,estimator,parameter,ks_statistic,ks_pvalue,rank_mean,rank_variance,bias_mean,normalized_posterior_sd_median,holm_clear_issue
powered_1024,8d,32768,ensemble,mue,0.0715778362262736,5.237741906063496e-05,0.5206941496003996,0.1006177320846431,-0.0172650551703554,0.5533295276748036,True
powered_1024,8d,32768,ensemble,mui,0.2524594546078921,5.235034647431306e-58,0.5896379011613386,0.0354975978340053,-0.0024529197644369,0.0494465209763242,True
powered_1024,8d,32768,ensemble,tauA,0.0721944071553446,4.364710225526788e-05,0.5246843000749251,0.1002676120911418,-0.0191710729450278,0.7258778220238551,True
powered_1024,8d,32768,ensemble,c_ctx2th,0.012775310626873,0.9954907521832056,0.4986546656468531,0.0840497577141014,0.0008941287505876,0.9942940026965326,False
powered_1024,8d,32768,member_1,mue,0.0855862887112887,5.647349870452476e-07,0.5203917176573426,0.1036301298441444,-0.0166340855230373,0.5399867035422046,True
powered_1024,8d,32768,member_1,mui,0.307943033528971,1.0248449691112907e-86,0.6744525006243756,0.045154000214187,-0.0050728605251606,0.0514904807004563,True
powered_1024,8d,32768,member_1,tauA,0.0780313436563436,7.1870543162326936e-06,0.5252111170079921,0.1025646496693388,-0.0222528027770749,0.7003326727713608,True
powered_1024,8d,32768,member_1,c_ctx2th,0.0131206683941059,0.9936420699461564,0.5000019511738262,0.0845964839176882,-0.0028913952137372,0.9951104109603504,False
powered_1024,8d,32768,member_2,mue,0.0714880822302697,5.377925671441029e-05,0.5168464348151849,0.1009868918563504,-0.0132363326829363,0.5491489196144554,True
powered_1024,8d,32768,member_2,mui,0.296224283528971,3.854979352410479e-80,0.6584792160964036,0.0444311719980098,-0.0041855959157146,0.0385495712305961,True
powered_1024,8d,32768,member_2,tauA,0.0752031171953047,1.752934866197987e-05,0.5220258257367633,0.1008926501270112,-0.0165838551238266,0.7243749824820752,True
powered_1024,8d,32768,member_2,c_ctx2th,0.0150289163961038,0.972199370240513,0.4965756899350649,0.0848923031820207,0.0045190193613962,0.9936155723847372,False
powered_1024,8d,32768,member_3,mue,0.0536397196553446,0.0053125709303412,0.5127236045204795,0.0980588329639915,-0.0077806781537219,0.5694152378667399,True
powered_1024,8d,32768,member_3,mui,0.283596286525974,2.301461173571775e-73,0.6544002872127872,0.0480528286335016,-0.0031546209497719,0.0254600704303077,True
powered_1024,8d,32768,member_3,tauA,0.0683223026973026,0.0001336534934018,0.5201078218656343,0.098033317483437,-0.0057508396166667,0.7286930006839434,True
powered_1024,8d,32768,member_3,c_ctx2th,0.0179722621128871,0.8893480550148171,0.4949932879620379,0.084157352710418,0.0061505786998168,0.9970609948926432,False
powered_1024,8d,32768,member_4,mue,0.0951948442182817,1.5802545252922986e-08,0.5315212131618382,0.1049265084811077,-0.0253841220146568,0.5274852197163815,True
powered_1024,8d,32768,member_4,mui,0.2961452609890109,4.260094516299401e-80,0.6612411026473527,0.0449102813836229,-0.0049823727958937,0.0601326000968165,True
powered_1024,8d,32768,member_4,tauA,0.0862818821803197,4.415519444802714e-07,0.5298666177572429,0.1044861695357987,-0.0287762148982437,0.6986566768359939,True
powered_1024,8d,32768,member_4,c_ctx2th,0.018622002997003,0.8629424956116889,0.4948459743381618,0.0840415621144737,0.0071170496794366,0.994364411198799,False
powered_1024,8d,32768,member_5,mue,0.0663243006993007,0.0002324194468909,0.5220307036713288,0.0998323812041779,-0.0205835449469304,0.5598369457442549,True
powered_1024,8d,32768,member_5,mui,0.346174333479021,3.9644624926577723e-110,0.301432942057942,0.0424496523317057,0.006598365701393,0.0497030213051801,True
powered_1024,8d,32768,member_5,tauA,0.0699612887112887,8.385553387391645e-05,0.5258715893481518,0.0989334888623918,-0.0210373369482113,0.7329328933226296,True
powered_1024,8d,32768,member_5,c_ctx2th,0.0169557005494505,0.9251321479642158,0.505578405969031,0.0852494420417859,-0.0096617538965801,0.9902444298143396,False
