track,estimator,parameter,rank_mean,rank_variance,bias_mean,mean_abs_error,median_norm_sd,median_interval_width,corr_width_abs_error,calibration_slope,calibration_intercept,rank_mean_q1,rank_mean_q2,rank_mean_q3,rank_mean_q4,mean_boundary_proximity,fraction_true_near_boundary_0p05
8d,member_3,mui,0.6544002872127872,0.04805282863350163,-0.0031546209497719246,0.005638827491111442,0.02546007043030778,0.02881078189238906,0.5310076410771544,0.9968583911638228,-0.001583816515368595,0.5945343718781219,0.6595240696803197,0.6762651411088911,0.6872775661838162,0.25000000519321475,0.1005859375
8d,member_3,b,0.5217243693806193,0.08498072188867281,-0.0109478577360278,0.08218329065130092,0.32955197610514675,0.372923167347908,0.47068629850852267,0.83925045679825,0.06942691381893995,0.35981596528471527,0.494353302947053,0.5322099775224775,0.7005182317682317,0.2499999999472493,0.099609375
8d,member_3,tauA,0.5201078218656343,0.098033317483437,-0.005750839616666781,0.1867957034301071,0.7286930006839434,0.824593756198883,0.41176632398512286,0.4183432990661558,0.285077510473598,0.23029314435564435,0.43824925074925075,0.579955201048951,0.8319336913086912,0.250000000167347,0.099609375
8d,member_3,g_LK,0.4979259022227772,0.0893305341159883,0.025253471854739473,0.14881168097963382,0.5568003726074648,0.6300789362192154,0.5824606912576359,0.5385048074809786,0.25600106784058785,0.24417379495504496,0.45774537962037964,0.494466471028971,0.7953179632867133,0.2500000001055014,0.099609375
8d,member_3,g_h,0.5140591830044955,0.0884506032137766,0.013095636235448183,0.14110877109669673,0.6102903157232413,0.6906085050106048,0.33668602560436095,0.5856865416103385,0.22025236525317538,0.24680787962037962,0.484745723026973,0.5463637924575424,0.778319336913087,0.2500000001546141,0.1005859375
8d,member_3,c_th2ctx,0.4985571069555445,0.09462595046934588,-0.04303679607619415,0.15489950310075074,0.6287101916512408,0.7114525568485259,0.3435738236720295,0.5948186377739176,0.15955388493661235,0.27212631118881114,0.3903245192307692,0.5298373501498501,0.8019402472527473,0.24999999975261744,0.1005859375
8d,member_3,c_ctx2th,0.49499328796203795,0.08415735271041803,0.006150578699816833,0.25144830994941003,0.9970609948926431,1.1282807302474975,0.0032457851123311064,0.001159102860872663,0.5055710267479361,0.12189373126873126,0.3670938436563437,0.618444055944056,0.872541520979021,0.24999999994361133,0.1005859375
8d,member_4,mue,0.5315212131618382,0.10492650848110775,-0.025384122014656896,0.1487406009764527,0.5274852197163815,0.5969057178497315,0.4318285292991182,0.5961440674167122,0.17654384409407006,0.2689068743756244,0.45231721403596403,0.5997283966033966,0.8051323676323677,0.2500000000127329,0.099609375
8d,member_4,mui,0.6612411026473527,0.04491028138362292,-0.0049823727958937525,0.009000035941426177,0.06013260009681658,0.06804644279181957,0.5286281767583322,0.9953729334188283,-0.0026688394812783814,0.6330271291208791,0.662704483016983,0.6867117257742258,0.6625210726773227,0.25000000519321475,0.1005859375
8d,member_4,b,0.5030467579295704,0.08891536331008,0.00300925474948599,0.10136700284783728,0.4125738466759863,0.46687125802040097,0.47320361499231767,0.7492660628632006,0.12837622324628048,0.29837740384615385,0.437859015984016,0.5344928508991009,0.741457760989011,0.2499999999472493,0.099609375
8d,member_4,tauA,0.5298666177572429,0.10448616953579871,-0.02877621489824378,0.18996959092692123,0.6986566768359939,0.7906044560670853,0.40384103260215365,0.3685834448853464,0.28693206225020335,0.18776145729270727,0.4382414460539461,0.6368397227772228,0.8566238449050949,0.250000000167347,0.099609375
8d,member_4,g_LK,0.5073461694555446,0.09539766257859153,0.0205284668954846,0.15223755457191146,0.6282173837545116,0.7108948922157288,0.5396399729390562,0.5307262523868161,0.255165340423801,0.23027363261738262,0.45802244630369626,0.5184073738761239,0.822681225024975,0.2500000001055014,0.099609375
