parameter,ensemble,member_1,member_2,member_3,member_4,member_5
b,0.5070495910339661,0.5098836710164835,0.5018936141983017,0.5217243693806193,0.5030467579295704,0.4986263736263736
c_ctx2th,0.4986546656468531,0.5000019511738262,0.4965756899350649,0.4949932879620379,0.4948459743381618,0.505578405969031
c_th2ctx,0.4943396447302697,0.5008019324425574,0.466819313499001,0.4985571069555445,0.5049140312812188,0.5016419127747253
g_LK,0.4964069133991008,0.4994712318931069,0.498563936063936,0.4979259022227772,0.5073461694555446,0.4799614448051947
g_h,0.5071442229645354,0.499068314498002,0.5029423701298701,0.5140591830044955,0.5121597152847153,0.5068525224775224
mue,0.5206941496003996,0.5203917176573426,0.5168464348151849,0.5127236045204795,0.5315212131618382,0.5220307036713288
mui,0.5896379011613386,0.6744525006243756,0.6584792160964036,0.6544002872127872,0.6612411026473527,0.301432942057942
tauA,0.5246843000749251,0.5252111170079921,0.5220258257367633,0.5201078218656343,0.5298666177572429,0.5258715893481518
