parameter,ensemble,member_1,member_2,member_3,member_4,member_5
b,0.3856865095394682,0.4016582317730981,0.3633092525071703,0.3295519761051467,0.4125738466759863,0.388997567434911
c_ctx2th,0.9942940026965326,0.9951104109603504,0.9936155723847372,0.9970609948926432,0.994364411198799,0.9902444298143396
c_th2ctx,0.6548290617970203,0.6373568874066766,0.6557181756146815,0.6287101916512408,0.6544144310826099,0.6691131866943415
g_LK,0.6165916701995491,0.6283557488500582,0.610882154933459,0.5568003726074648,0.6282173837545116,0.6194987051131442
g_h,0.7193856832188251,0.7445857843529904,0.680519957681589,0.6102903157232413,0.7468475542500295,0.7614470720717263
mue,0.5533295276748036,0.5399867035422046,0.5491489196144554,0.5694152378667399,0.5274852197163815,0.5598369457442549
mui,0.0494465209763242,0.0514904807004563,0.0385495712305961,0.0254600704303077,0.0601326000968165,0.0497030213051801
tauA,0.7258778220238551,0.7003326727713608,0.7243749824820752,0.7286930006839434,0.6986566768359939,0.7329328933226296
