track,case_id,parameter,f_between,trace_between_fraction,pairwise_mahal_mean,n_posterior_samples_per_member
8d,631,mue,0.003331909201210258,0.002928623674713581,0.3607643740545997,512
8d,631,mui,0.02679778005959086,0.002928623674713581,0.3607643740545997,512
8d,631,b,0.012070965166103835,0.002928623674713581,0.3607643740545997,512
8d,631,tauA,0.00345367668395122,0.002928623674713581,0.3607643740545997,512
8d,631,g_LK,0.0027502293608273696,0.002928623674713581,0.3607643740545997,512
8d,631,g_h,0.002538185240263815,0.002928623674713581,0.3607643740545997,512
8d,631,c_th2ctx,0.002749959253132448,0.002928623674713581,0.3607643740545997,512
8d,631,c_ctx2th,0.0013572391996933139,0.002928623674713581,0.3607643740545997,512
8d,652,mue,0.01438188777682264,0.012722929748922274,0.5095185302259908,512
8d,652,mui,0.019843797412442507,0.012722929748922274,0.5095185302259908,512
8d,652,b,0.04278457526135776,0.012722929748922274,0.5095185302259908,512
8d,652,tauA,0.004135265844448605,0.012722929748922274,0.5095185302259908,512
8d,652,g_LK,0.0014880245330601864,0.012722929748922274,0.5095185302259908,512
8d,652,g_h,0.027875451068047133,0.012722929748922274,0.5095185302259908,512
8d,652,c_th2ctx,0.013261731247205961,0.012722929748922274,0.5095185302259908,512
8d,652,c_ctx2th,0.003748115079663121,0.012722929748922274,0.5095185302259908,512
8d,674,mue,0.005810009657264819,0.004658767781438643,0.43425773728724765,512
8d,674,mui,0.03870072177155239,0.004658767781438643,0.43425773728724765,512
8d,674,b,0.01675152181940162,0.004658767781438643,0.43425773728724765,512
8d,674,tauA,0.005097071198920855,0.004658767781438643,0.43425773728724765,512
8d,674,g_LK,0.001970112786944171,0.004658767781438643,0.43425773728724765,512
8d,674,g_h,0.006149531507658832,0.004658767781438643,0.43425773728724765,512
8d,674,c_th2ctx,0.006133840550321348,0.004658767781438643,0.43425773728724765,512
8d,674,c_ctx2th,0.0024413112878643086,0.004658767781438643,0.43425773728724765,512
8d,696,mue,0.007929169031980127,0.011956373278502103,0.5335466430552132,512
8d,696,mui,0.0449989039738371,0.011956373278502103,0.5335466430552132,512
8d,696,b,0.012760072470174742,0.011956373278502103,0.5335466430552132,512
8d,696,tauA,0.013872153925032448,0.011956373278502103,0.5335466430552132,512
8d,696,g_LK,0.002229045131114723,0.011956373278502103,0.5335466430552132,512
8d,696,g_h,0.020211795303782903,0.011956373278502103,0.5335466430552132,512
8d,696,c_th2ctx,0.013187485545284866,0.011956373278502103,0.5335466430552132,512
8d,696,c_ctx2th,0.011527371946847399,0.011956373278502103,0.5335466430552132,512
8d,718,mue,0.006573123007340072,0.006100246834140284,0.3814283830757412,512
8d,718,mui,0.010007664680322093,0.006100246834140284,0.3814283830757412,512
8d,718,b,0.008972751660460018,0.006100246834140284,0.3814283830757412,512
8d,718,tauA,0.004049398740731761,0.006100246834140284,0.3814283830757412,512
8d,718,g_LK,0.006158700535601595,0.006100246834140284,0.3814283830757412,512
8d,718,g_h,0.014722555681047873,0.006100246834140284,0.3814283830757412,512
8d,718,c_th2ctx,0.007191826896231611,0.006100246834140284,0.3814283830757412,512
8d,718,c_ctx2th,0.00040877295613945576,0.006100246834140284,0.3814283830757412,512
8d,740,mue,0.004933974507203241,0.009144799038530063,0.7304900285793057,512
8d,740,mui,0.050858632798648246,0.009144799038530063,0.7304900285793057,512
8d,740,b,0.03405777848583374,0.009144799038530063,0.7304900285793057,512
8d,740,tauA,0.005525197494949908,0.009144799038530063,0.7304900285793057,512
8d,740,g_LK,0.04036970616147041,0.009144799038530063,0.7304900285793057,512
8d,740,g_h,0.00717936901684129,0.009144799038530063,0.7304900285793057,512
8d,740,c_th2ctx,0.00860102155239363,0.009144799038530063,0.7304900285793057,512
8d,740,c_ctx2th,0.006044982313775106,0.009144799038530063,0.7304900285793057,512
8d,761,mue,0.011133829008395404,0.007819780595809634,0.6305847164916448,512
8d,761,mui,0.10892708914112213,0.007819780595809634,0.6305847164916448,512
8d,761,b,0.0034510410502500482,0.007819780595809634,0.6305847164916448,512
8d,761,tauA,0.0044870983108368685,0.007819780595809634,0.6305847164916448,512
8d,761,g_LK,0.004413254462083395,0.007819780595809634,0.6305847164916448,512
8d,761,g_h,0.006997338727628546,0.007819780595809634,0.6305847164916448,512
8d,761,c_th2ctx,0.01327223781462123,0.007819780595809634,0.6305847164916448,512
8d,761,c_ctx2th,0.005672382757127606,0.007819780595809634,0.6305847164916448,512
8d,783,mue,0.019132892509270562,0.007938380658016128,0.4808081277951791,512
8d,783,mui,0.007039526349378789,0.007938380658016128,0.4808081277951791,512
8d,783,b,0.012464398906558751,0.007938380658016128,0.4808081277951791,512
8d,783,tauA,0.006704296947688488,0.007938380658016128,0.4808081277951791,512
