parameter,ensemble,member_1,member_2,member_3,member_4,member_5
b,0.0870679005273058,0.0892929822411608,0.0904008320309028,0.0891388452917832,0.0920771068134558,0.09289754159889
c_th2ctx,0.0946563320328753,0.1008330694428481,0.0927080544429265,0.0965460418190233,0.0967535852626791,0.095653653177539
g_LK,0.0913934900244022,0.0961738521720237,0.0901921992698426,0.0926134206745984,0.0927382245832284,0.0951854247952251
g_h,0.0845468675239252,0.0877328118978142,0.0877033236164751,0.0863145563225541,0.0866131596817241,0.0824165695515106
mue,0.1009869135626717,0.0987558657991545,0.0994768039829461,0.1050488930066366,0.1046213808052037,0.1021391077690939
mui,0.038363569105952,0.047799779220127,0.0476402683671307,0.0478002270730568,0.0485262310610343,0.0487747444315522
tauA,0.100948846741003,0.0988583918206989,0.0993728540871275,0.1037582244507049,0.1038276334692339,0.1026549493939274
